length,input,target
6,1 12 8 18 5 0,2
6,23 19 13 7 4 13,31
6,10 1 30 19 31 22,35
6,22 14 9 22 3 7,29
6,19 10 10 14 0 5,10
6,4 32 31 27 20 22,16
6,1 4 8 31 0 32,34
6,32 2 21 28 25 32,20
6,24 32 11 3 13 5,4
6,35 19 35 3 8 35,9
6,24 29 24 32 6 4,5
6,6 12 29 8 28 12,17
6,8 8 30 0 18 3,25
6,18 2 33 23 4 24,20
6,35 11 5 8 31 6,6
6,13 17 2 20 20 2,26
6,12 8 35 14 19 7,17
6,13 5 28 10 20 11,33
6,9 14 1 4 12 2,30
6,19 30 4 24 19 4,22
6,5 0 33 29 29 2,8
6,11 20 4 18 22 4,25
6,22 35 4 19 28 20,2
6,0 4 14 32 10 6,18
6,12 7 12 27 4 24,8
6,1 23 10 24 18 19,17
6,17 33 31 8 2 35,0
6,19 28 33 33 9 31,33
6,14 8 1 3 29 5,6
6,21 35 16 28 33 13,20
6,29 2 33 21 26 5,26
6,24 24 11 33 19 26,23
6,18 35 3 8 8 12,0
6,35 35 9 12 7 20,34
6,28 14 11 20 13 0,2
6,32 35 35 15 14 33,2
6,13 20 7 12 24 29,27
6,29 8 33 9 21 27,1
6,30 30 25 14 34 21,4
6,3 17 3 15 9 11,4
6,24 18 3 24 4 10,5
6,18 0 23 35 25 4,21
6,12 20 22 0 12 20,8
6,6 19 17 9 11 22,30
6,5 32 3 21 21 16,8
6,3 10 24 24 3 12,34
6,7 12 14 18 7 35,15
6,3 4 5 16 0 27,1
6,9 22 21 23 18 14,23
6,22 11 12 24 13 14,12
6,35 25 28 1 12 1,18
6,26 10 17 9 17 31,20
6,27 10 13 8 35 21,24
6,32 0 28 5 23 3,1
6,17 8 12 27 22 23,19
6,35 8 17 7 15 15,7
6,28 25 15 20 17 11,26
6,26 24 6 35 3 25,5
6,16 11 17 35 34 20,1
6,2 21 32 20 5 27,23
6,29 17 12 19 9 23,19
6,22 35 32 28 3 6,0
6,28 4 13 6 16 16,35
6,19 21 5 11 35 18,19
6,12 26 12 20 26 31,13
6,10 0 21 13 12 29,1
6,1 6 31 34 8 0,2
6,4 31 16 11 14 30,22
6,13 17 9 31 11 34,25
