length,input,target
5,13 33 14 13 24,19
5,32 17 14 14 6,5
5,14 35 2 22 16,5
5,10 22 15 4 7,10
5,11 16 29 22 27,15
5,2 18 14 9 35,30
5,34 18 16 10 18,12
5,32 32 25 13 35,23
5,15 0 3 24 15,15
5,8 20 24 0 29,3
5,0 3 5 31 11,2
5,28 10 12 27 28,21
5,30 26 4 28 6,16
5,24 4 6 19 4,15
5,34 28 20 13 1,12
5,7 27 1 4 25,22
5,21 35 19 11 24,26
5,30 26 35 14 34,19
5,34 5 22 5 12,24
5,11 2 10 0 7,18
5,18 24 29 8 4,5
5,31 33 23 14 25,6
5,28 29 26 16 10,19
5,31 16 26 9 2,0
5,24 3 13 25 22,9
5,14 5 30 17 26,8
5,34 1 1 9 14,17
5,4 13 12 22 9,12
5,35 35 0 13 33,32
5,16 24 35 15 6,12
5,5 19 24 33 16,13
5,2 9 14 3 9,25
5,27 11 23 15 5,27
5,16 28 3 26 0,25
5,9 11 17 29 4,16
5,26 3 33 3 18,5
5,11 33 28 15 12,15
5,31 25 10 28 27,1
5,2 22 24 22 13,5
5,19 26 29 31 14,5
5,27 16 17 5 3,14
5,32 12 2 5 21,24
5,20 16 33 13 28,26
5,2 16 17 15 3,5
5,34 14 17 9 7,33
5,32 10 11 21 3,29
5,4 11 18 1 16,2
5,31 18 6 22 24,29
5,13 28 10 20 34,21
5,16 10 19 15 19,31
5,29 24 6 17 10,2
5,15 8 13 13 25,32
5,30 14 21 1 3,27
5,7 13 34 29 5,4
5,5 25 35 9 11,31
5,35 25 19 8 32,5
5,16 32 3 0 33,0
5,10 25 6 31 30,24
5,29 27 32 31 35,34
5,0 25 8 29 3,23
5,17 23 22 8 14,30
5,10 0 8 2 0,14
5,1 22 16 13 11,15
5,20 34 13 35 30,12
5,32 20 0 25 18,23
5,25 10 25 32 10,18
5,26 17 18 18 15,16
5,16 27 27 26 26,2
5,29 16 17 24 22,18
5,1 31 30 0 27,17
5,15 18 28 26 21,24
5,18 19 14 17 11,31
