length,input,target
12,61 30 70 57 85 69 61 53 64 85 79 27,73
12,65 69 0 14 19 14 16 11 26 82 28 44,68
12,80 91 92 37 91 31 54 22 35 38 41 54,78
12,50 55 92 5 86 1 32 35 40 45 23 4,12
12,11 47 1 24 78 5 70 54 42 44 75 40,47
12,0 77 22 66 29 49 73 14 19 33 0 90,68
12,26 6 46 17 19 71 81 77 64 33 6 62,16
12,77 87 27 90 43 90 84 19 81 12 55 32,53
12,10 40 41 25 30 73 61 50 33 84 71 28,26
12,44 91 85 40 49 52 2 25 95 6 45 64,94
12,52 94 23 70 42 18 43 92 71 56 91 56,72
12,59 72 37 45 50 90 91 13 22 46 55 65,37
12,80 69 59 79 22 21 79 13 70 83 93 35,43
12,95 35 1 37 35 73 23 34 55 86 36 38,88
12,25 17 77 35 32 20 6 22 16 93 61 70,10
12,22 41 91 70 40 90 75 77 78 94 45 64,39
12,52 21 83 15 58 50 40 24 21 22 10 53,85
12,50 61 47 40 22 72 87 62 20 32 63 85,1
12,82 89 93 7 56 27 84 35 85 78 94 67,93
12,93 95 76 14 23 77 39 20 12 66 57 76,16
12,7 74 3 22 18 14 94 56 84 32 77 90,15
12,20 92 78 21 85 40 30 11 73 69 77 46,90
12,77 28 20 22 20 88 26 70 43 35 0 93,90
12,22 21 43 24 45 10 33 49 5 66 95 27,24
12,1 0 92 87 69 84 74 43 20 81 95 9,43
12,86 17 36 77 22 35 13 77 71 71 93 20,2
12,26 43 73 26 47 53 32 64 45 50 92 2,73
12,85 20 42 84 72 3 53 22 44 84 90 62,41
12,9 2 17 47 54 4 58 18 10 87 63 43,88
12,71 6 74 44 4 38 69 14 25 89 26 24,48
12,67 52 26 95 43 25 51 24 92 30 27 90,90
12,16 25 5 89 95 6 53 7 15 38 3 18,86
12,44 95 56 3 24 49 58 83 68 2 65 40,27
12,46 87 44 77 63 69 11 83 57 67 94 21,91
12,42 49 40 73 52 27 36 83 24 62 85 3,16
12,48 85 17 47 40 11 70 65 62 15 43 6,1
12,77 14 62 8 36 18 95 53 39 33 89 22,34
12,45 23 79 61 62 66 92 50 95 77 82 94,38
12,25 66 71 30 37 42 62 66 25 87 88 25,32
12,82 7 6 59 84 62 89 34 42 18 76 38,85
12,41 46 67 20 15 52 63 57 20 52 40 3,84
12,16 26 3 70 14 11 40 1 67 87 69 34,30
12,84 61 1 41 85 81 6 33 90 13 18 91,64
12,18 87 87 50 93 57 32 78 67 89 95 55,36
12,76 24 47 77 68 32 25 32 85 19 34 93,76
12,91 59 73 77 59 19 89 79 54 80 90 13,43
12,40 68 21 25 30 91 72 15 47 33 12 54,40
12,76 62 67 24 16 53 81 92 82 39 16 12,36
12,65 7 93 6 15 78 30 34 84 91 14 43,72
12,20 46 54 36 7 80 52 27 51 16 0 54,39
12,62 23 30 85 91 65 57 45 71 3 85 55,36
12,46 54 61 27 40 18 77 27 88 57 76 78,61
12,24 24 74 82 82 32 79 64 72 7 45 56,93
12,90 30 84 69 61 73 87 11 57 25 95 93,67
12,59 66 20 31 73 35 31 4 34 66 27 39,1
12,18 86 75 50 21 2 9 71 24 31 46 34,67
12,30 46 56 62 41 71 69 72 54 79 23 28,23
12,70 94 27 62 92 27 42 65 55 22 66 52,42
12,56 69 68 50 14 48 94 18 86 31 49 4,27
12,94 14 72 86 11 11 85 33 95 83 71 75,74
12,90 9 61 55 29 84 49 36 32 7 54 91,65
12,80 31 70 86 65 87 79 0 20 42 12 51,39
12,60 80 52 0 58 38 86 37 89 51 73 62,90
12,81 39 93 87 19 11 24 51 79 20 83 17,84
12,91 83 59 19 9 80 77 72 63 17 49 63,62
12,17 53 56 92 92 5 95 12 45 62 74 15,18
12,8 67 19 89 8 71 35 12 10 9 8 34,22
12,44 33 91 71 54 85 80 54 11 3 22 55,35
12,19 19 32 79 6 51 72 67 72 41 16 63,13
12,37 5 17 4 86 28 90 11 91 51 31 67,86
12,95 12 48 10 37 50 34 22 36 40 20 21,57
12,36 95 15 3 48 41 16 66 35 22 40 81,78
12,65 28 1 62 19 57 19 17 92 15 43 60,78
12,21 87 59 76 71 23 13 57 15 79 72 57,94
12,18 3 74 51 36 12 28 63 41 9 85 13,85
12,15 85 70 48 68 0 40 40 54 69 3 63,71
12,21 16 35 86 60 51 49 20 87 25 54 53,73
12,87 8 66 12 42 25 84 30 39 17 47 84,57
12,84 35 88 28 26 35 18 17 13 5 74 50,37
12,56 86 85 16 36 79 12 69 61 39 32 26,37
12,13 18 22 81 65 1 16 84 17 8 26 23,90
12,29 30 30 66 23 8 88 74 7 81 84 6,90
12,45 70 24 95 8 11 3 33 37 36 79 48,93
12,50 60 35 27 14 9 3 31 23 64 46 23,77
12,90 22 1 66 12 33 91 53 4 89 70 64,7
12,4 72 53 20 9 47 28 25 4 71 40 50,7
12,72 74 10 79 65 65 88 79 22 49 69 87,27
12,15 1 21 39 90 74 39 48 31 33 14 71,64
12,20 23 89 88 95 36 3 58 40 32 8 69,41
12,66 39 52 82 10 61 19 28 89 50 74 30,20
12,74 52 62 7 66 87 85 16 81 15 1 25,35
12,11 19 41 40 66 10 58 54 30 6 72 11,42
12,47 72 50 68 45 55 12 2 41 63 38 74,15
12,7 51 9 85 51 18 17 95 92 71 24 85,17
12,9 63 72 67 95 51 75 1 8 18 62 63,76
12,28 41 95 15 93 86 76 62 40 95 94 14,91
12,22 55 78 17 40 11 10 94 67 71 43 21,77
12,36 57 10 40 73 83 41 77 29 24 49 92,87
12,15 82 21 49 15 47 7 78 71 15 9 2,15
12,50 63 35 2 51 5 24 45 83 15 43 56,16
12,16 70 19 1 9 83 11 16 56 64 65 95,65
12,28 68 49 29 12 18 33 16 28 7 75 94,25
12,78 68 16 18 16 15 47 74 36 37 75 19,11
12,20 18 22 27 92 5 42 53 4 81 90 63,61
12,25 69 40 76 58 60 3 18 82 66 57 23,33
12,43 13 30 88 2 4 7 51 85 64 26 51,28
12,75 53 64 69 8 47 0 70 27 70 77 37,65
12,58 83 16 64 64 54 12 16 94 81 40 8,62
12,86 33 19 22 34 25 81 57 44 16 85 17,23
12,83 16 57 22 93 13 14 52 65 49 94 0,58
12,84 35 38 36 47 18 69 26 8 32 85 89,83
12,16 88 63 58 42 85 22 55 7 8 17 41,54
12,34 89 29 45 25 34 79 42 41 28 33 69,40
12,2 51 57 17 33 20 30 90 77 20 27 12,8
12,79 21 70 37 21 1 54 5 5 24 39 9,93
12,8 77 12 64 17 51 41 6 62 15 59 95,83
12,70 79 44 13 60 94 56 66 30 80 79 72,71
12,45 43 77 28 13 75 86 77 12 6 38 43,35
12,56 19 7 56 48 47 15 26 84 78 42 85,55
12,19 27 14 87 80 20 75 36 56 41 44 61,20
12,85 71 6 68 51 35 49 81 54 79 62 34,11
12,63 26 69 41 26 37 79 83 18 49 54 29,14
12,70 28 11 35 3 79 57 57 72 84 83 46,29
12,2 48 94 92 10 40 20 23 10 48 5 69,9
12,66 79 61 12 47 3 53 80 61 29 25 55,59
12,55 43 78 87 77 42 7 76 30 24 91 57,79
12,34 27 61 12 37 13 30 67 41 32 52 19,13
12,28 77 42 15 72 50 95 76 2 68 71 40,52
12,47 37 4 71 48 51 39 69 69 80 88 48,75
12,32 12 72 8 30 61 64 38 22 79 41 17,8
12,5 39 23 80 29 59 71 48 12 80 85 9,68
12,78 5 95 40 59 87 56 5 12 54 44 94,21
12,77 52 56 41 49 90 75 34 51 37 36 64,90
12,6 28 57 28 1 34 93 5 12 38 12 30,12
12,8 47 68 84 84 6 31 11 76 56 33 60,36
12,67 80 91 67 73 53 82 39 9 22 31 10,24
12,78 65 36 62 92 67 25 3 56 67 74 25,22
12,43 56 38 20 21 61 66 91 71 72 72 28,39
12,33 86 77 61 12 26 12 12 55 38 63 35,30
12,88 5 20 25 34 48 2 23 19 65 53 82,32
12,9 39 9 60 21 73 60 21 7 72 13 14,2
12,39 61 24 31 4 92 89 59 51 18 80 0,52
12,57 70 89 42 43 66 10 38 1 41 51 34,62
