seed,input,target
289398,17 15 30 49,17 2 32 1
289398,26 11 48 25,26 37 5 20
289398,4 3 59 23,4 7 56 39
289398,28 49 34 58,28 57 21 49
289398,25 49 2 59,25 54 56 5
289398,48 34 44 24,48 2 46 10
289398,27 44 32 17,27 51 23 30
289398,50 27 47 6,50 37 4 0
289398,41 45 44 39,41 36 0 39
289398,52 35 28 22,52 27 5 27
289398,56 27 28 38,56 33 51 29
289398,41 51 6 9,41 22 28 27
289398,51 57 52 17,51 8 50 47
289398,47 20 54 26,47 17 31 57
289398,59 12 7 1,59 41 48 49
289398,30 51 45 55,30 11 26 41
289398,26 5 58 27,26 21 49 16
289398,14 9 20 21,14 13 43 14
289398,20 53 54 26,20 43 27 3
289398,33 5 26 21,33 38 54 35
289398,6 44 2 2,6 40 42 44
289398,54 5 23 10,54 59 32 22
289398,10 3 2 36,10 13 15 51
289398,20 36 43 12,20 16 29 31
289398,54 56 53 47,54 0 53 10
289398,56 0 1 9,56 56 57 56
289398,55 22 46 3,55 37 3 6
289398,11 5 40 39,11 16 26 15
289398,24 44 54 22,24 58 2 24
289398,28 19 24 1,28 37 51 52
289398,50 18 7 45,50 48 45 30
289398,22 19 50 7,22 31 11 18
289398,33 53 59 45,33 16 35 0
289398,46 2 15 8,46 48 53 51
289398,57 52 6 57,57 9 5 52
289398,27 43 59 4,27 50 9 3
289398,30 39 38 13,30 49 7 10
289398,56 23 47 36,56 39 6 32
289398,26 26 27 42,26 2 29 51
289398,56 9 3 18,56 55 58 46
289398,21 37 37 42,21 18 55 17
289398,13 38 42 58,13 51 13 31
289398,11 50 35 49,11 31 46 35
289398,0 46 48 49,0 46 34 3
289398,22 16 29 44,22 38 57 11
289398,12 31 13 34,12 53 46 0
289398,25 41 51 35,25 56 7 32
289398,15 54 11 33,15 39 20 13
289398,53 45 38 47,53 18 56 13
289398,15 51 26 51,15 36 52 3
289398,11 2 33 52,11 13 56 8
289398,58 40 50 11,58 18 38 29
289398,24 30 2 58,24 14 16 34
289398,34 22 0 52,34 56 56 8
289398,5 54 31 16,5 59 20 36
289398,52 4 50 44,52 56 6 40
289398,37 51 1 31,37 18 19 50
289398,37 28 16 48,37 55 41 39
289398,32 31 35 39,32 43 8 37
289398,41 53 51 51,41 24 45 26
289398,24 42 59 58,24 56 5 53
289398,12 58 49 38,12 30 9 37
289398,25 40 10 7,25 55 45 42
289398,55 44 18 33,55 19 7 30
289398,9 24 20 8,9 23 3 1
289398,4 50 36 26,4 54 20 6
289398,25 19 47 12,25 34 1 13
289398,19 15 48 20,19 4 42 12
289398,50 15 50 19,50 45 25 34
289398,35 31 7 30,35 46 43 3
289398,53 46 27 40,53 19 46 36
289398,36 8 14 51,36 34 28 49
289398,58 20 23 32,58 38 51 23
289398,54 3 16 49,54 57 43 32
289398,14 17 0 51,14 1 1 52
289398,27 55 12 44,27 42 54 18
