length,input,target
16,61 86 76 66 57 69 83 30 29 53 14 61 6 73 38 13,23
16,29 41 36 55 11 18 17 63 24 33 56 86 33 86 1 92,17
16,38 27 25 52 18 45 34 34 2 32 55 70 80 44 82 17,47
16,91 19 49 36 14 47 86 78 1 52 72 73 95 73 8 27,57
16,42 66 0 83 85 72 46 6 25 34 69 78 54 17 91 32,44
16,37 36 89 71 68 47 71 10 33 45 72 9 87 88 21 46,30
16,10 17 79 1 93 59 4 72 71 58 75 48 36 25 60 91,3
16,27 4 18 88 70 43 35 19 67 10 53 17 87 27 91 42,26
16,61 95 30 11 54 9 38 47 44 58 21 44 24 65 41 78,32
16,91 75 8 62 31 3 5 32 51 72 11 46 66 3 19 13,60
16,54 86 18 91 34 69 93 62 53 77 24 21 74 95 19 11,9
16,61 29 16 69 14 82 24 48 20 8 1 28 10 25 11 81,39
16,85 30 23 30 27 40 84 30 19 65 66 18 49 57 56 9,32
16,57 83 16 35 13 30 72 93 89 94 79 40 34 54 87 26,38
16,30 38 86 72 89 25 72 89 1 45 27 17 1 70 70 76,48
16,74 50 37 76 87 6 2 35 6 92 95 6 94 41 10 5,8
16,7 7 78 38 90 19 55 68 45 43 32 6 77 35 31 15,94
16,39 51 37 9 48 59 65 9 20 67 71 75 76 28 29 51,30
16,86 26 48 80 74 17 66 53 75 65 61 54 40 81 51 84,77
16,80 7 87 37 48 5 38 50 39 5 1 68 6 93 60 57,61
16,64 22 2 12 33 29 84 73 78 68 86 47 86 73 9 64,46
16,68 18 49 41 81 46 49 20 1 26 36 63 0 69 30 48,33
16,85 15 30 23 66 37 54 66 79 49 86 23 55 10 39 50,23
16,68 15 55 84 69 27 85 31 53 50 84 33 7 66 38 14,47
16,70 65 0 16 48 61 63 25 35 26 38 27 84 34 92 49,81
16,59 69 44 17 37 60 78 51 53 41 34 85 83 57 61 60,85
16,30 34 65 15 6 52 71 32 14 59 11 80 49 83 74 64,35
16,10 50 20 72 0 29 84 30 4 11 38 91 64 48 36 95,6
16,35 38 89 39 36 49 3 83 71 73 70 71 66 80 77 82,18
16,70 60 80 93 30 81 3 85 53 55 80 35 55 85 76 46,83
16,0 44 42 47 86 57 26 62 18 83 69 63 6 3 78 14,18
16,38 20 83 19 24 8 24 73 59 62 63 2 63 69 85 88,28
16,2 37 27 50 46 75 36 15 23 47 90 26 67 25 85 82,25
16,14 67 90 35 62 43 83 79 83 48 74 1 42 89 33 39,50
