seed,input,target
288871,39 52 25 20 44 17,39 51 11 55 39 14
288871,54 34 26 11 17 20,54 7 24 35 57 43
288871,16 18 21 1 22 11,16 34 59 58 43 45
288871,39 44 14 2 51 28,39 26 4 5 15 4
288871,15 26 51 1 12 57,15 2 39 40 19 48
288871,19 53 21 48 25 0,19 57 41 31 17 17
288871,35 1 0 8 4 38,35 34 34 25 32 3
288871,9 16 44 51 24 28,9 53 30 59 35 46
288871,33 51 24 19 7 18,33 22 29 20 17 24
288871,17 13 6 43 10 37,17 27 34 2 8 14
288871,44 44 6 13 43 5,44 21 17 27 48 53
288871,43 4 4 8 2 39,43 39 37 41 40 53
288871,19 54 59 17 41 21,19 55 6 41 0 21
288871,21 9 30 27 26 41,21 20 55 17 53 27
288871,54 37 6 2 36 54,54 21 17 16 52 44
288871,27 18 23 9 15 5,27 22 50 54 26 35
288871,37 7 3 31 34 45,37 40 43 12 30 22
288871,12 17 35 53 42 2,12 4 46 10 15 17
288871,3 49 15 5 5 35,3 36 1 7 3 20
288871,8 42 57 26 50 2,8 21 43 20 0 2
288871,33 45 38 0 27 12,33 40 57 57 8 38
288871,2 29 13 13 22 17,2 53 22 53 13 8
288871,56 13 1 42 54 22,56 33 35 19 55 24
288871,2 43 12 41 50 59,2 34 55 42 20 5
288871,8 17 42 32 43 48,8 47 4 41 9 26
288871,48 53 9 30 48 7,48 37 45 1 24 31
288871,29 58 34 36 37 22,29 6 23 2 26 8
288871,51 57 10 23 30 59,51 32 29 13 43 48
288871,15 43 47 6 28 2,15 37 22 20 59 57
288871,54 55 2 42 0 36,54 37 38 35 35 17
288871,23 55 51 47 19 1,23 32 19 10 52 51
288871,40 8 58 3 38 38,40 45 29 34 4 14
288871,55 39 47 31 36 55,55 44 14 57 35 8
288871,57 41 6 26 0 43,57 31 35 42 42 49
288871,25 38 38 24 45 34,25 55 45 8 15 10
288871,42 47 17 24 53 48,42 51 12 27 41 31
288871,20 16 6 40 39 22,20 47 38 26 12 7
288871,56 36 30 8 2 34,56 10 27 35 33 2
288871,9 39 21 7 52 16,9 45 56 50 25 8
288871,24 19 42 42 10 54,24 6 27 49 52 44
288871,8 3 20 16 16 49,8 11 55 28 18 27
288871,33 13 13 9 57 7,33 56 33 29 7 10
288871,52 27 32 25 36 20,52 29 57 10 14 7
288871,2 43 24 17 5 12,2 34 17 35 30 42
288871,32 42 35 12 40 11,32 10 31 43 3 8
288871,53 48 44 40 22 8,53 9 40 52 19 14
288871,7 13 45 44 25 29,7 38 28 8 48 13
288871,22 45 41 37 56 32,22 36 49 47 15 8
288871,53 18 45 51 20 21,53 17 6 57 43 35
288871,9 26 30 2 24 20,9 12 34 35 44 27
288871,45 14 59 36 23 37,45 59 0 36 5 38
288871,58 56 10 32 35 30,58 27 30 2 59 29
288871,12 56 48 49 59 2,12 44 7 12 47 46
288871,35 14 5 17 44 29,35 54 50 7 55 15
288871,5 29 35 2 55 28,5 55 13 14 33 11
288871,0 54 15 3 53 18,0 54 26 33 23 48
288871,24 41 29 0 54 22,24 38 48 48 41 17
