seed,input,target
432177,5 23 6,5 28 34
432177,28 51 43,28 19 2
432177,55 15 23,55 10 33
432177,44 22 25,44 6 31
432177,37 3 46,37 40 26
432177,35 49 20,35 24 44
432177,2 4 5,2 6 11
432177,47 10 16,47 57 13
432177,5 9 0,5 14 14
432177,18 12 17,18 30 47
432177,9 19 36,9 28 4
432177,41 0 5,41 41 46
432177,30 34 23,30 4 27
432177,35 19 33,35 54 27
432177,1 18 0,1 19 19
432177,42 13 5,42 55 0
432177,0 21 38,0 21 59
432177,2 18 24,2 20 44
432177,42 16 10,42 58 8
432177,7 19 42,7 26 8
432177,22 50 14,22 12 26
432177,0 23 47,0 23 10
432177,59 23 26,59 22 48
432177,27 12 40,27 39 19
432177,18 39 12,18 57 9
432177,17 2 1,17 19 20
432177,44 47 31,44 31 2
432177,32 38 51,32 10 1
432177,41 30 5,41 11 16
432177,45 55 3,45 40 43
432177,35 49 33,35 24 57
432177,2 45 19,2 47 6
432177,23 4 43,23 27 10
432177,36 24 57,36 0 57
432177,27 49 43,27 16 59
432177,7 49 42,7 56 38
432177,0 50 42,0 50 32
432177,31 55 28,31 26 54
432177,41 0 18,41 41 59
432177,49 43 55,49 32 27
432177,31 16 36,31 47 23
432177,57 12 1,57 9 10
432177,48 4 39,48 52 31
432177,35 25 26,35 0 26
432177,41 57 0,41 38 38
432177,51 51 31,51 42 13
432177,29 12 10,29 41 51
432177,45 11 54,45 56 50
432177,41 18 8,41 59 7
432177,10 27 25,10 37 2
432177,16 54 56,16 10 6
432177,26 20 25,26 46 11
432177,50 5 32,50 55 27
432177,58 15 16,58 13 29
432177,14 16 36,14 30 6
432177,24 25 48,24 49 37
432177,13 27 22,13 40 2
432177,16 47 53,16 3 56
432177,34 8 34,34 42 16
432177,11 4 38,11 15 53
432177,0 6 12,0 6 18
432177,51 58 47,51 49 36
432177,6 32 27,6 38 5
432177,6 51 40,6 57 37
432177,56 4 5,56 0 5
432177,46 7 29,46 53 22
432177,57 34 2,57 31 33
432177,32 5 8,32 37 45
432177,25 50 21,25 15 36
432177,31 48 1,31 19 20
432177,9 2 58,9 11 9
432177,57 37 7,57 34 41
432177,27 22 44,27 49 33
432177,50 35 32,50 25 57
432177,44 35 47,44 19 6
432177,39 28 42,39 7 49
432177,39 47 55,39 26 21
432177,23 53 39,23 16 55
432177,39 5 58,39 44 42
432177,31 8 50,31 39 29
432177,26 26 45,26 52 37
432177,10 30 43,10 40 23
432177,15 12 48,15 27 15
432177,49 52 9,49 41 50
432177,48 29 1,48 17 18
432177,40 44 47,40 24 11
432177,56 31 0,56 27 27
432177,7 59 46,7 6 52
432177,41 33 6,41 14 20
432177,1 54 33,1 55 28
432177,14 16 49,14 30 19
432177,33 32 27,33 5 32
432177,7 8 0,7 15 15
432177,7 11 5,7 18 23
432177,10 25 49,10 35 24
432177,15 7 54,15 22 16
432177,14 31 34,14 45 19
432177,54 48 33,54 42 15
432177,31 38 50,31 9 59
432177,53 28 30,53 21 51
432177,28 1 22,28 29 51
432177,37 34 14,37 11 25
432177,31 29 1,31 0 1
432177,18 17 40,18 35 15
432177,58 54 41,58 52 33
432177,32 30 14,32 2 16
432177,50 57 33,50 47 20
432177,54 41 30,54 35 5
432177,45 8 38,45 53 31
432177,11 31 46,11 42 28
432177,48 20 9,48 8 17
432177,20 17 13,20 37 50
432177,27 57 14,27 24 38
432177,50 50 30,50 40 10
432177,25 23 22,25 48 10
432177,4 26 2,4 30 32
432177,27 15 17,27 42 59
432177,19 2 1,19 21 22
432177,31 24 7,31 55 2
432177,32 0 27,32 32 59
432177,11 24 6,11 35 41
432177,0 54 15,0 54 9
432177,40 37 20,40 17 37
432177,45 19 25,45 4 29
432177,19 14 11,19 33 44
432177,11 17 3,11 28 31
432177,49 28 15,49 17 32
432177,57 44 36,57 41 17
432177,4 21 8,4 25 33
432177,47 48 0,47 35 35
432177,9 22 26,9 31 57
432177,55 48 13,55 43 56
432177,34 7 37,34 41 18
432177,46 29 43,46 15 58
432177,45 56 28,45 41 9
432177,3 19 59,3 22 21
432177,50 38 33,50 28 1
432177,6 6 0,6 12 12
432177,9 56 24,9 5 29
432177,29 18 29,29 47 16
432177,30 55 3,30 25 28
432177,21 40 34,21 1 35
432177,3 54 16,3 57 13
432177,46 22 3,46 8 11
432177,48 0 13,48 48 1
432177,16 16 32,16 32 4
432177,46 25 45,46 11 56
432177,45 49 25,45 34 59
432177,32 23 24,32 55 19
432177,25 7 27,25 32 59
432177,56 53 14,56 49 3
432177,32 22 28,32 54 22
432177,32 41 41,32 13 54
432177,6 17 14,6 23 37
432177,2 16 57,2 18 15
432177,56 56 19,56 52 11
432177,54 36 49,54 30 19
