length,input,target
2,10 5,9
2,27 29,20
2,4 11,9
2,17 28,9
2,16 17,27
2,3 20,23
2,2 1,3
2,28 20,12
2,6 28,4
2,15 26,11
2,14 14,28
2,15 2,17
2,5 11,10
2,18 7,25
2,27 16,7
2,19 18,7
2,2 6,8
2,15 29,8
2,20 12,2
2,16 18,4
2,21 3,18
2,0 22,22
2,9 25,4
2,9 0,9
2,12 26,8
2,1 2,3
2,27 4,25
2,1 26,27
2,13 19,2
2,12 22,4
2,21 3,18
2,21 5,20
2,13 24,7
2,7 10,17
2,18 1,19
2,5 1,0
2,24 21,15
2,25 28,23
2,22 18,10
2,14 7,21
2,15 22,1
2,14 29,7
2,22 7,29
2,23 9,26
2,3 13,16
2,5 1,0
2,8 21,29
2,13 25,8
2,3 6,9
2,1 16,17
2,25 22,17
2,3 20,23
2,4 10,8
2,14 23,1
2,24 15,9
2,11 4,9
2,7 9,16
2,13 10,23
2,25 19,14
2,12 5,17
2,14 18,2
2,29 4,27
2,25 3,28
2,20 18,8
2,25 18,13
2,12 27,9
2,8 6,14
2,20 9,29
2,16 14,24
2,5 21,20
2,7 23,24
2,21 1,22
2,17 16,27
2,11 8,13
2,11 4,9
2,20 8,28
2,11 22,27
2,17 2,13
2,14 18,2
2,14 17,25
2,4 8,6
2,28 8,0
2,0 6,6
2,16 4,14
2,17 9,20
2,25 10,5
2,15 18,3
2,26 24,20
2,2 29,25
2,21 17,2
2,17 25,6
2,28 29,21
2,11 14,19
2,28 25,23
2,27 15,6
2,28 27,19
2,23 12,5
2,12 18,0
2,20 7,27
2,3 11,8
2,12 13,25
2,7 3,10
2,14 16,24
2,16 27,7
2,14 26,10
2,7 26,3
2,9 7,16
2,25 22,17
2,28 21,13
2,8 16,18
2,2 4,0
2,9 7,16
2,20 28,12
2,5 1,0
2,9 29,2
2,11 8,13
2,11 23,28
2,23 26,13
2,0 25,25
2,25 10,5
2,19 17,0
2,8 1,9
2,21 9,24
2,1 17,12
2,7 12,19
2,6 11,17
2,5 25,24
2,11 9,14
2,29 6,5
2,24 9,3
2,23 16,3
2,18 10,28
2,24 19,13
2,6 20,26
2,2 18,20
2,0 18,18
2,4 23,21
2,19 20,9
2,22 5,21
2,23 1,18
2,0 23,23
2,16 25,11
2,19 6,25
2,6 4,10
2,25 2,27
2,18 22,10
2,8 25,3
2,16 2,12
2,22 23,9
2,10 20,24
2,3 0,3
2,15 23,2
2,28 27,19
2,9 17,20
2,3 11,8
2,9 4,7
2,0 8,8
2,18 15,3
2,7 10,17
2,9 5,8
2,19 17,0
2,27 18,15
2,13 8,21
2,2 22,18
2,28 2,24
2,21 9,24
2,15 15,24
2,29 27,20
2,14 0,14
2,28 22,14
2,7 6,13
2,23 6,29
2,7 5,6
2,7 18,25
2,20 19,9
2,6 27,3
2,16 14,24
2,26 18,14
2,8 9,17
2,24 8,2
2,17 4,15
2,19 9,28
2,7 15,22
2,20 17,1
2,21 21,6
2,9 11,14
2,19 18,7
2,27 27,18
2,0 10,10
2,15 3,12
2,12 21,3
2,25 23,12
2,22 0,22
2,6 16,22
2,23 2,19
2,11 0,11
2,17 22,3
2,5 27,26
2,13 19,2
2,16 22,2
2,2 7,9
2,2 13,15
2,29 19,12
2,15 24,9
2,2 12,14
2,18 5,23
2,18 13,1
2,16 28,8
2,27 9,0
2,21 21,6
2,12 7,19
2,19 28,17
2,29 6,5
2,7 10,17
2,17 25,6
2,10 9,13
2,14 14,28
2,26 12,8
2,16 26,6
2,16 20,0
2,29 18,17
2,18 7,25
2,29 15,8
2,20 0,20
2,19 15,4
2,24 26,20
2,26 16,6
2,15 26,11
2,26 3,29
2,15 12,27
2,1 6,7
2,4 13,17
2,7 25,2
2,24 12,6
2,7 10,17
2,26 14,10
2,21 22,7
2,3 1,4
2,7 13,20
2,20 5,19
2,16 14,24
2,29 27,20
2,15 17,26
2,26 15,11
2,12 13,25
2,14 15,29
2,25 7,2
2,1 13,14
2,8 8,16
2,15 8,23
2,12 15,27
2,22 0,22
2,5 15,14
2,20 20,10
2,23 28,15
2,16 16,26
2,3 16,13
2,22 1,23
2,10 11,15
2,4 22,20
2,14 14,28
2,21 1,22
2,11 8,13
2,17 15,26
2,9 23,26
2,4 8,6
2,11 8,13
2,25 26,21
2,26 0,26
2,26 17,7
2,11 12,23
2,20 19,9
2,7 8,15
2,10 18,28
2,4 8,6
2,19 19,8
2,22 16,2
2,17 2,13
2,17 6,23
2,7 28,5
2,23 2,19
2,12 25,7
2,11 14,19
2,14 11,19
2,5 21,20
2,19 21,10
2,7 12,19
2,8 18,26
2,9 9,12
2,6 12,18
2,12 26,8
2,21 14,5
2,2 8,10
2,24 28,22
2,7 4,11
2,22 11,27
2,1 7,8
2,6 29,5
2,26 3,29
2,11 20,25
2,21 26,17
2,9 16,19
2,0 9,9
2,18 21,9
2,7 20,27
2,29 7,0
2,12 7,19
2,3 1,4
2,19 11,24
2,26 15,11
2,27 14,11
2,19 26,15
2,14 8,22
2,4 19,23
2,25 14,9
2,29 23,16
2,29 19,12
2,5 5,4
2,22 26,12
2,2 27,29
2,22 15,1
2,9 7,16
2,2 25,27
2,0 13,13
2,10 1,11
2,21 11,26
2,2 26,28
2,14 14,28
2,24 18,12
2,28 10,2
2,13 19,2
2,3 16,13
2,12 4,16
2,24 23,17
2,16 9,19
2,12 3,15
2,15 25,10
2,23 3,20
2,7 25,2
2,9 1,10
2,21 11,26
2,20 29,13
2,8 18,26
2,23 27,14
2,21 14,5
2,7 20,27
2,0 28,28
2,9 8,17
2,20 6,26
2,21 3,18
2,28 27,19
2,1 14,15
2,21 23,8
2,28 15,7
2,16 10,20
2,3 2,5
2,13 4,17
2,0 23,23
2,5 5,4
2,22 23,9
2,25 6,1
2,11 24,5
2,8 5,7
2,18 11,29
2,15 27,6
2,8 9,17
2,13 23,0
2,15 24,9
2,29 2,25
2,16 25,11
2,4 12,16
2,4 2,0
2,8 9,17
2,18 10,28
2,9 9,12
2,7 16,23
2,19 29,12
2,24 6,0
2,5 14,13
2,18 15,3
2,3 3,0
2,1 27,28
2,25 19,14
2,1 26,27
2,8 17,19
2,15 26,11
2,24 24,18
2,8 24,2
2,18 15,3
2,0 18,18
2,17 4,15
2,7 2,9
2,8 27,5
2,15 27,6
2,5 14,13
2,23 0,23
2,25 13,8
2,0 17,17
2,8 8,16
2,9 0,9
2,0 24,24
2,14 14,28
2,5 12,17
2,12 10,22
2,22 27,13
2,0 6,6
2,0 5,5
2,5 25,24
2,26 18,14
2,28 8,0
2,28 15,7
2,29 8,1
2,12 26,8
2,25 4,29
2,23 27,14
2,2 0,2
2,13 1,14
2,13 21,4
2,26 11,1
2,29 2,25
2,20 1,21
2,5 6,11
2,8 5,7
2,10 25,5
2,18 19,7
2,13 17,24
2,29 0,29
2,4 28,26
2,8 9,17
2,24 9,3
2,29 9,2
2,13 7,20
2,9 26,5
2,23 2,19
2,16 24,10
2,28 6,4
2,26 16,6
2,19 15,4
2,15 6,21
2,0 14,14
2,22 22,8
2,17 27,8
2,28 19,17
2,29 2,25
2,20 2,22
2,7 19,26
2,3 6,9
2,2 14,16
