length,input,target
6,5 38 107 21 75 110,25
6,60 56 39 86 60 11,66
6,94 36 9 89 82 110,21
6,74 2 93 103 9 10,83
6,40 114 48 77 55 79,58
6,85 89 17 76 107 84,9
6,75 35 116 112 25 79,105
6,40 78 40 83 45 72,71
6,60 38 26 45 57 101,86
6,24 74 75 2 18 112,64
6,43 67 41 83 37 48,41
6,78 33 42 18 66 107,34
6,9 115 98 95 90 66,96
6,22 5 116 36 59 92,103
6,76 40 87 37 115 55,49
6,28 39 1 29 104 119,32
6,31 114 17 45 2 60,25
6,119 98 75 86 60 81,63
6,79 6 7 1 106 45,29
6,17 119 112 4 58 15,48
6,15 103 18 90 68 105,64
6,79 32 14 87 46 78,4
6,12 6 83 0 66 70,63
6,31 70 68 22 61 3,8
6,76 34 99 109 68 4,26
6,97 90 19 95 37 1,102
6,10 98 32 76 61 93,53
6,61 75 10 27 108 23,82
6,46 41 91 75 3 111,100
6,77 44 114 48 47 30,105
6,0 93 41 8 5 10,116
6,110 102 24 93 5 77,107
6,97 55 22 103 27 6,77
6,34 52 60 117 95 53,66
6,110 74 84 74 26 55,45
6,82 25 50 110 112 83,1
6,64 62 43 109 69 95,65
6,98 66 11 78 42 107,38
6,48 24 102 6 104 87,108
6,14 6 113 36 85 26,103
6,106 86 95 2 1 115,29
6,117 75 30 46 118 42,118
6,57 7 98 41 82 6,47
6,107 2 64 76 117 35,89
6,72 71 4 109 48 68,90
6,46 84 79 72 56 71,1
6,50 53 26 5 86 103,28
6,69 42 80 13 17 65,53
6,27 43 88 92 60 70,14
6,21 79 90 105 10 13,9
6,110 28 82 105 70 51,51
6,66 14 110 118 2 26,69
6,70 38 32 78 81 67,20
6,95 30 105 91 71 75,100
6,4 107 58 35 38 8,19
6,46 8 21 54 64 100,55
6,12 91 94 63 87 91,28
6,43 67 100 41 47 91,24
6,119 114 94 45 38 4,27
6,35 33 44 35 108 37,17
6,104 50 112 1 92 48,21
6,13 99 24 53 99 69,73
6,65 110 24 113 16 45,11
6,98 14 2 59 57 112,11
6,88 96 111 59 119 100,75
6,52 31 16 5 94 69,62
6,87 100 24 115 56 19,74
6,22 7 91 15 9 57,73
6,53 85 27 87 119 109,16
6,49 21 26 103 42 99,30
6,95 76 10 42 21 95,69
6,110 51 88 112 12 27,92
6,111 117 85 45 57 10,21
6,18 61 27 51 28 17,66
6,62 108 7 50 100 17,91
6,40 57 94 61 40 52,45
6,52 27 17 64 84 10,23
6,34 50 100 54 21 61,81
6,36 104 114 84 110 107,33
6,58 28 66 88 66 59,50
