seed,input,target
280664,0 0,0 0
280664,0 1,0 1
280664,0 2,0 2
280664,0 3,0 3
280664,0 4,0 4
280664,0 5,0 5
280664,0 6,0 6
280664,0 7,0 7
280664,0 8,0 8
280664,0 9,0 9
280664,0 10,0 10
280664,0 11,0 11
280664,0 12,0 12
280664,0 13,0 13
280664,0 14,0 14
280664,0 15,0 15
280664,0 16,0 16
280664,0 17,0 17
280664,0 18,0 18
280664,0 19,0 19
280664,0 20,0 20
280664,0 21,0 21
280664,0 22,0 22
280664,0 23,0 23
280664,0 24,0 24
280664,0 25,0 25
280664,0 26,0 26
280664,0 27,0 27
280664,0 28,0 28
280664,0 29,0 29
280664,0 30,0 30
280664,0 31,0 31
280664,0 32,0 32
280664,0 33,0 33
280664,0 34,0 34
280664,0 35,0 35
280664,0 36,0 36
280664,0 37,0 37
280664,0 38,0 38
280664,0 39,0 39
280664,0 40,0 40
280664,0 41,0 41
280664,0 42,0 42
280664,0 43,0 43
280664,0 44,0 44
280664,0 45,0 45
280664,0 46,0 46
280664,0 47,0 47
280664,0 48,0 48
280664,0 49,0 49
280664,0 50,0 50
280664,0 51,0 51
280664,0 52,0 52
280664,0 53,0 53
280664,0 54,0 54
280664,0 55,0 55
280664,0 56,0 56
280664,0 57,0 57
280664,0 58,0 58
280664,0 59,0 59
280664,1 0,1 1
280664,1 1,1 2
280664,1 2,1 3
280664,1 3,1 4
280664,1 4,1 5
280664,1 5,1 6
280664,1 6,1 7
280664,1 7,1 8
280664,1 8,1 9
280664,1 9,1 0
280664,1 10,1 11
280664,1 11,1 12
280664,1 12,1 13
280664,1 13,1 14
280664,1 14,1 15
280664,1 15,1 16
280664,1 16,1 17
280664,1 17,1 18
280664,1 18,1 19
280664,1 19,1 10
280664,1 20,1 21
280664,1 21,1 22
280664,1 22,1 23
280664,1 23,1 24
280664,1 24,1 25
280664,1 25,1 26
280664,1 26,1 27
280664,1 27,1 28
280664,1 28,1 29
280664,1 29,1 20
280664,1 30,1 31
280664,1 31,1 32
280664,1 32,1 33
280664,1 33,1 34
280664,1 34,1 35
280664,1 35,1 36
280664,1 36,1 37
280664,1 37,1 38
280664,1 38,1 39
280664,1 39,1 30
280664,1 40,1 41
280664,1 41,1 42
280664,1 42,1 43
280664,1 43,1 44
280664,1 44,1 45
280664,1 45,1 46
280664,1 46,1 47
280664,1 47,1 48
280664,1 48,1 49
280664,1 49,1 40
280664,1 50,1 51
280664,1 51,1 52
280664,1 52,1 53
280664,1 53,1 54
280664,1 54,1 55
280664,1 55,1 56
280664,1 56,1 57
280664,1 57,1 58
280664,1 58,1 59
280664,1 59,1 50
280664,2 0,2 2
280664,2 1,2 3
280664,2 2,2 4
280664,2 3,2 5
280664,2 4,2 6
280664,2 5,2 7
280664,2 6,2 8
280664,2 7,2 9
280664,2 8,2 0
280664,2 9,2 1
280664,2 10,2 12
280664,2 11,2 13
280664,2 12,2 14
280664,2 13,2 15
280664,2 14,2 16
280664,2 15,2 17
280664,2 16,2 18
280664,2 17,2 19
280664,2 18,2 10
280664,2 19,2 11
280664,2 20,2 22
280664,2 21,2 23
280664,2 22,2 24
280664,2 23,2 25
280664,2 24,2 26
280664,2 25,2 27
280664,2 26,2 28
280664,2 27,2 29
280664,2 28,2 20
280664,2 29,2 21
280664,2 30,2 32
280664,2 31,2 33
280664,2 32,2 34
280664,2 33,2 35
280664,2 34,2 36
280664,2 35,2 37
280664,2 36,2 38
280664,2 37,2 39
280664,2 38,2 30
280664,2 39,2 31
280664,2 40,2 42
280664,2 41,2 43
280664,2 42,2 44
280664,2 43,2 45
280664,2 44,2 46
280664,2 45,2 47
280664,2 46,2 48
280664,2 47,2 49
280664,2 48,2 40
280664,2 49,2 41
280664,2 50,2 52
280664,2 51,2 53
280664,2 52,2 54
280664,2 53,2 55
280664,2 54,2 56
280664,2 55,2 57
280664,2 56,2 58
280664,2 57,2 59
280664,2 58,2 50
280664,2 59,2 51
280664,3 0,3 3
280664,3 1,3 4
280664,3 2,3 5
280664,3 3,3 6
280664,3 4,3 7
280664,3 5,3 8
280664,3 6,3 9
280664,3 7,3 0
280664,3 8,3 1
280664,3 9,3 2
280664,3 10,3 13
280664,3 11,3 14
280664,3 12,3 15
280664,3 13,3 16
280664,3 14,3 17
280664,3 15,3 18
280664,3 16,3 19
280664,3 17,3 10
280664,3 18,3 11
280664,3 19,3 12
280664,3 20,3 23
280664,3 21,3 24
280664,3 22,3 25
280664,3 23,3 26
280664,3 24,3 27
280664,3 25,3 28
280664,3 26,3 29
280664,3 27,3 20
280664,3 28,3 21
280664,3 29,3 22
280664,3 30,3 33
280664,3 31,3 34
280664,3 32,3 35
280664,3 33,3 36
280664,3 34,3 37
280664,3 35,3 38
280664,3 36,3 39
280664,3 37,3 30
280664,3 38,3 31
280664,3 39,3 32
280664,3 40,3 43
280664,3 41,3 44
280664,3 42,3 45
280664,3 43,3 46
280664,3 44,3 47
280664,3 45,3 48
280664,3 46,3 49
280664,3 47,3 40
280664,3 48,3 41
280664,3 49,3 42
280664,3 50,3 53
280664,3 51,3 54
280664,3 52,3 55
280664,3 53,3 56
280664,3 54,3 57
280664,3 55,3 58
280664,3 56,3 59
280664,3 57,3 50
280664,3 58,3 51
280664,3 59,3 52
280664,4 0,4 4
280664,4 1,4 5
280664,4 2,4 6
280664,4 3,4 7
280664,4 4,4 8
280664,4 5,4 9
280664,4 6,4 0
280664,4 7,4 1
280664,4 8,4 2
280664,4 9,4 3
280664,4 10,4 14
280664,4 11,4 15
280664,4 12,4 16
280664,4 13,4 17
280664,4 14,4 18
280664,4 15,4 19
280664,4 16,4 10
280664,4 17,4 11
280664,4 18,4 12
280664,4 19,4 13
280664,4 20,4 24
280664,4 21,4 25
280664,4 22,4 26
280664,4 23,4 27
280664,4 24,4 28
280664,4 25,4 29
280664,4 26,4 20
280664,4 27,4 21
280664,4 28,4 22
280664,4 29,4 23
280664,4 30,4 34
280664,4 31,4 35
280664,4 32,4 36
280664,4 33,4 37
280664,4 34,4 38
280664,4 35,4 39
280664,4 36,4 30
280664,4 37,4 31
280664,4 38,4 32
280664,4 39,4 33
280664,4 40,4 44
280664,4 41,4 45
280664,4 42,4 46
280664,4 43,4 47
280664,4 44,4 48
280664,4 45,4 49
280664,4 46,4 40
280664,4 47,4 41
280664,4 48,4 42
280664,4 49,4 43
280664,4 50,4 54
280664,4 51,4 55
280664,4 52,4 56
280664,4 53,4 57
280664,4 54,4 58
280664,4 55,4 59
280664,4 56,4 50
280664,4 57,4 51
280664,4 58,4 52
280664,4 59,4 53
280664,5 0,5 5
280664,5 1,5 6
280664,5 2,5 7
280664,5 3,5 8
280664,5 4,5 9
280664,5 5,5 0
280664,5 6,5 1
280664,5 7,5 2
280664,5 8,5 3
280664,5 9,5 4
280664,5 10,5 15
280664,5 11,5 16
280664,5 12,5 17
280664,5 13,5 18
280664,5 14,5 19
280664,5 15,5 10
280664,5 16,5 11
280664,5 17,5 12
280664,5 18,5 13
280664,5 19,5 14
280664,5 20,5 25
280664,5 21,5 26
280664,5 22,5 27
280664,5 23,5 28
280664,5 24,5 29
280664,5 25,5 20
280664,5 26,5 21
280664,5 27,5 22
280664,5 28,5 23
280664,5 29,5 24
280664,5 30,5 35
280664,5 31,5 36
280664,5 32,5 37
280664,5 33,5 38
280664,5 34,5 39
280664,5 35,5 30
280664,5 36,5 31
280664,5 37,5 32
280664,5 38,5 33
280664,5 39,5 34
280664,5 40,5 45
280664,5 41,5 46
280664,5 42,5 47
280664,5 43,5 48
280664,5 44,5 49
280664,5 45,5 40
280664,5 46,5 41
280664,5 47,5 42
280664,5 48,5 43
280664,5 49,5 44
280664,5 50,5 55
280664,5 51,5 56
280664,5 52,5 57
280664,5 53,5 58
280664,5 54,5 59
280664,5 55,5 50
280664,5 56,5 51
280664,5 57,5 52
280664,5 58,5 53
280664,5 59,5 54
280664,6 0,6 6
280664,6 1,6 7
280664,6 2,6 8
280664,6 3,6 9
280664,6 4,6 0
280664,6 5,6 1
280664,6 6,6 2
280664,6 7,6 3
280664,6 8,6 4
280664,6 9,6 5
280664,6 10,6 16
280664,6 11,6 17
280664,6 12,6 18
280664,6 13,6 19
280664,6 14,6 10
280664,6 15,6 11
280664,6 16,6 12
280664,6 17,6 13
280664,6 18,6 14
280664,6 19,6 15
280664,6 20,6 26
280664,6 21,6 27
280664,6 22,6 28
280664,6 23,6 29
280664,6 24,6 20
280664,6 25,6 21
280664,6 26,6 22
280664,6 27,6 23
280664,6 28,6 24
280664,6 29,6 25
280664,6 30,6 36
280664,6 31,6 37
280664,6 32,6 38
280664,6 33,6 39
280664,6 34,6 30
280664,6 35,6 31
280664,6 36,6 32
280664,6 37,6 33
280664,6 38,6 34
280664,6 39,6 35
280664,6 40,6 46
280664,6 41,6 47
280664,6 42,6 48
280664,6 43,6 49
280664,6 44,6 40
280664,6 45,6 41
280664,6 46,6 42
280664,6 47,6 43
280664,6 48,6 44
280664,6 49,6 45
280664,6 50,6 56
280664,6 51,6 57
280664,6 52,6 58
280664,6 53,6 59
280664,6 54,6 50
280664,6 55,6 51
280664,6 56,6 52
280664,6 57,6 53
280664,6 58,6 54
280664,6 59,6 55
280664,7 0,7 7
280664,7 1,7 8
280664,7 2,7 9
280664,7 3,7 0
280664,7 4,7 1
280664,7 5,7 2
280664,7 6,7 3
280664,7 7,7 4
280664,7 8,7 5
280664,7 9,7 6
280664,7 10,7 17
280664,7 11,7 18
280664,7 12,7 19
280664,7 13,7 10
280664,7 14,7 11
280664,7 15,7 12
280664,7 16,7 13
280664,7 17,7 14
280664,7 18,7 15
280664,7 19,7 16
280664,7 20,7 27
280664,7 21,7 28
280664,7 22,7 29
280664,7 23,7 20
280664,7 24,7 21
280664,7 25,7 22
280664,7 26,7 23
280664,7 27,7 24
280664,7 28,7 25
280664,7 29,7 26
280664,7 30,7 37
280664,7 31,7 38
280664,7 32,7 39
280664,7 33,7 30
280664,7 34,7 31
280664,7 35,7 32
280664,7 36,7 33
280664,7 37,7 34
280664,7 38,7 35
280664,7 39,7 36
280664,7 40,7 47
280664,7 41,7 48
280664,7 42,7 49
280664,7 43,7 40
280664,7 44,7 41
280664,7 45,7 42
280664,7 46,7 43
280664,7 47,7 44
280664,7 48,7 45
280664,7 49,7 46
280664,7 50,7 57
280664,7 51,7 58
280664,7 52,7 59
280664,7 53,7 50
280664,7 54,7 51
280664,7 55,7 52
280664,7 56,7 53
280664,7 57,7 54
280664,7 58,7 55
280664,7 59,7 56
280664,8 0,8 8
280664,8 1,8 9
280664,8 2,8 0
280664,8 3,8 1
280664,8 4,8 2
280664,8 5,8 3
280664,8 6,8 4
280664,8 7,8 5
280664,8 8,8 6
280664,8 9,8 7
280664,8 10,8 18
280664,8 11,8 19
280664,8 12,8 10
280664,8 13,8 11
280664,8 14,8 12
280664,8 15,8 13
280664,8 16,8 14
280664,8 17,8 15
280664,8 18,8 16
