seed,input,target
25445,25 16 20 40,25 8 40 52
25445,38 39 57 54,38 25 22 3
25445,42 33 34 54,42 1 43 53
25445,59 18 18 58,59 41 13 54
25445,42 0 52 58,42 42 15 59
25445,49 42 6 58,49 44 40 9
25445,14 27 52 57,14 48 36 35
25445,0 57 42 7,0 57 26 29
25445,9 34 25 23,9 17 51 16
25445,33 58 37 39,33 20 29 40
25445,50 2 48 33,50 49 21 6
25445,47 11 39 57,47 39 28 49
25445,10 22 25 17,10 59 34 53
25445,53 38 59 43,53 33 18 50
25445,10 39 38 20,10 21 28 14
25445,46 47 13 10,46 24 4 11
25445,49 42 18 4,49 44 28 30
25445,28 1 13 27,28 27 17 55
25445,56 23 29 46,56 27 1 55
25445,1 49 5 23,1 25 31 38
25445,22 28 25 21,22 35 43 35
25445,42 39 34 52,42 56 40 0
25445,23 14 36 33,23 52 9 15
25445,1 24 36 16,1 36 57 37
25445,57 42 28 7,57 26 48 55
25445,49 46 33 17,49 39 11 58
25445,34 58 5 20,34 38 46 54
25445,24 5 58 51,24 29 6 57
25445,50 56 11 17,50 31 26 11
25445,53 58 27 45,53 3 15 46
25445,5 5 1 0,5 9 11 11
25445,30 56 9 19,30 48 57 42
25445,17 25 32 34,17 51 7 28
25445,20 57 10 18,20 3 6 42
25445,26 35 28 1,26 58 18 20
25445,2 44 58 55,2 35 2 46
25445,27 40 18 46,27 51 20 25
25445,7 1 26 59,7 8 49 19
25445,14 40 10 21,14 38 41 16
25445,15 27 15 44,15 3 27 50
25445,33 28 21 36,33 11 51 46
25445,21 59 49 21,21 42 18 43
25445,17 48 26 13,17 40 30 43
25445,47 56 20 24,47 15 32 56
25445,7 35 24 23,7 29 55 25
25445,55 39 41 22,55 44 15 33
25445,48 20 10 6,48 4 11 5
25445,34 29 2 27,34 23 22 34
25445,15 57 16 28,15 58 39 0
25445,4 45 1 10,4 21 22 12
25445,46 6 8 30,46 44 39 4
25445,10 12 53 58,10 49 13 54
25445,34 11 32 47,34 30 2 32
25445,21 40 17 41,21 33 48 25
25445,45 34 18 58,45 5 30 53
25445,35 58 52 56,35 2 41 33
25445,25 1 4 49,25 26 34 43
25445,22 37 35 42,22 40 26 22
25445,28 52 40 8,28 53 28 26
25445,54 19 58 46,54 27 46 26
25445,59 3 25 51,59 56 45 35
25445,15 15 58 59,15 24 57 15
25445,56 41 34 19,56 3 19 37
25445,46 36 10 3,46 32 29 34
25445,9 14 25 18,9 49 35 52
