length,input,target
8,253 318 183 446 385 435 25 57,86
8,407 334 299 297 435 453 436 428,49
8,106 303 7 422 96 14 417 67,324
8,23 51 98 366 235 237 300 325,291
8,399 213 332 300 60 387 314 381,286
8,268 359 361 135 118 210 355 43,225
8,153 428 150 22 263 407 444 358,405
8,122 264 175 140 282 472 44 303,118
8,220 290 243 423 383 371 67 173,218
8,160 36 177 349 420 368 176 428,474
8,388 296 271 268 201 287 389 206,230
8,243 349 361 447 91 352 213 0,236
8,209 147 261 348 162 401 186 321,439
8,327 318 70 27 430 348 429 426,59
8,41 350 187 331 26 363 4 186,340
8,198 415 243 256 152 19 95 317,463
8,117 217 172 323 462 293 265 177,354
8,433 255 8 462 207 123 186 256,174
8,229 245 230 284 460 418 344 177,19
8,331 470 360 127 100 363 67 410,244
8,134 185 210 417 163 223 85 58,59
8,227 151 145 415 190 273 319 211,279
8,211 444 123 172 147 254 57 33,21
8,48 423 1 224 327 234 415 464,184
8,15 66 227 125 16 220 135 306,222
8,195 391 451 180 267 242 277 348,139
8,324 372 2 319 448 26 317 2,250
8,314 350 157 382 341 47 230 34,195
8,52 168 77 99 45 350 230 217,302
8,244 229 329 438 454 51 195 246,198
8,48 415 58 224 317 250 279 58,277
8,120 374 174 58 439 290 114 368,373
8,364 160 293 117 116 190 276 264,172
8,272 280 124 118 402 421 169 445,351
8,106 223 38 131 46 404 247 339,282
8,160 150 31 52 100 452 265 455,349
8,226 125 211 61 252 462 236 347,368
8,271 324 330 54 336 77 307 421,384
8,405 451 148 469 339 230 183 112,177
8,2 194 225 143 299 43 414 60,296
8,86 235 177 108 176 244 94 110,142
8,17 310 299 160 231 274 474 76,349
8,78 467 17 319 326 303 355 53,418
8,95 105 102 408 117 68 24 218,209
8,82 236 33 27 196 367 433 304,446
8,103 96 8 407 292 463 96 189,246
8,320 402 135 341 236 325 391 438,8
8,213 154 224 137 191 409 437 96,229
8,18 460 251 88 310 130 84 443,248
8,109 330 24 35 432 399 55 457,417
8,395 122 402 3 205 51 470 309,293
8,178 460 164 114 178 247 66 417,76
8,433 103 234 34 376 232 142 476,266
8,146 195 463 49 88 382 25 142,42
8,186 68 406 381 97 475 144 357,378
8,191 28 377 291 419 342 354 113,379
8,256 316 299 390 8 11 245 254,455
8,364 422 357 88 19 269 136 126,221
8,123 229 175 125 116 384 384 359,115
8,60 88 292 272 353 411 215 468,43
8,93 40 130 292 89 372 50 337,431
8,452 349 29 205 283 467 71 271,51
8,242 458 35 290 115 139 75 236,46
8,466 337 294 464 70 434 235 266,66
8,233 268 93 125 214 285 33 302,29
8,39 275 388 248 112 52 79 132,261
8,211 165 354 174 188 268 119 362,425
8,150 134 142 38 362 317 131 49,431
8,180 86 169 26 29 153 304 381,324
8,430 341 69 441 302 313 234 275,105
8,220 412 117 287 357 181 124 415,217
8,30 335 69 290 101 214 234 44,57
8,434 345 115 470 209 464 256 354,303
8,400 459 422 133 141 455 14 105,329
8,250 35 148 165 439 222 50 209,62
8,464 337 441 415 120 252 307 471,207
8,44 295 66 65 449 7 453 201,56
8,140 5 283 210 381 25 382 379,253
8,434 289 156 20 33 278 353 128,187
8,285 313 215 458 440 207 458 215,355
8,311 306 391 119 383 33 140 168,387
8,405 206 122 252 149 80 434 175,311
8,60 357 433 63 125 116 391 63,0
8,247 474 85 263 50 77 26 161,379
8,117 98 296 92 172 10 437 420,86
8,167 267 230 18 385 154 105 330,12
8,147 99 469 445 167 162 19 25,85
8,22 379 454 430 173 237 25 99,251
8,75 225 379 317 202 183 463 236,156
8,110 406 24 172 211 230 213 21,23
8,66 448 454 151 182 138 117 439,135
8,4 402 356 2 181 92 192 292,213
8,464 52 22 150 94 62 313 247,56
8,11 220 23 255 120 189 12 436,30
8,60 138 91 147 464 321 421 469,411
8,34 19 80 93 454 240 202 133,451
8,229 384 330 287 153 311 269 394,165
8,277 79 55 62 376 295 478 466,272
8,295 124 233 291 98 350 163 464,82
8,202 30 444 142 357 193 141 402,191
8,307 68 402 170 385 84 147 106,81
8,339 376 134 202 83 469 280 247,198
8,17 445 163 292 259 58 194 39,55
8,75 75 33 210 139 230 69 100,463
8,360 454 424 153 464 348 397 239,303
8,93 371 135 293 177 143 419 448,339
8,125 284 34 230 321 444 408 267,25
8,286 34 378 465 46 454 349 39,11
8,96 411 44 354 204 208 306 206,121
8,77 283 376 59 373 390 460 184,382
8,169 243 355 325 375 138 377 474,168
8,1 417 191 419 21 286 79 419,169
8,183 105 355 188 475 354 159 69,400
8,390 418 329 80 49 61 399 263,133
8,44 134 246 44 202 251 104 91,224
8,153 148 132 377 94 113 303 224,328
8,472 329 146 131 444 297 233 347,379
8,401 149 266 342 17 77 472 36,288
8,190 126 279 341 144 393 311 192,176
8,387 304 199 47 372 24 175 65,397
8,130 22 371 122 172 284 116 54,91
8,245 445 176 403 98 349 228 17,421
8,119 229 392 407 391 151 62 338,177
8,311 99 199 60 419 287 119 343,101
8,262 93 263 79 27 431 392 379,434
8,122 80 276 110 372 211 236 180,103
8,290 168 449 226 69 121 132 454,201
8,21 109 154 7 153 95 445 284,128
8,370 209 289 224 64 226 340 269,95
8,358 345 436 411 121 384 165 229,173
8,299 365 266 402 99 126 398 236,359
8,430 336 52 221 105 428 130 133,267
8,233 304 128 37 417 181 381 177,314
8,193 314 234 446 302 94 398 168,373
8,416 355 357 22 138 137 99 223,199
8,472 147 304 283 392 226 318 416,414
8,200 335 35 296 292 85 28 363,42
8,285 430 45 257 269 228 59 18,259
8,445 335 344 332 291 73 268 366,10
8,375 66 337 287 164 252 174 222,417
8,98 204 356 237 277 140 373 454,463
8,389 282 236 161 406 312 270 261,157
8,186 479 41 479 170 298 74 320,459
8,341 451 400 112 82 92 4 95,169
