seed,input,target
52164,0 0,0 0
52164,0 1,0 1
52164,0 2,0 2
52164,0 3,0 3
52164,0 4,0 4
52164,0 5,0 5
52164,0 6,0 6
52164,0 7,0 7
52164,0 8,0 8
52164,0 9,0 9
52164,1 0,1 1
52164,1 1,1 2
52164,1 2,1 3
52164,1 3,1 4
52164,1 4,1 5
52164,1 5,1 6
52164,1 6,1 7
52164,1 7,1 8
52164,1 8,1 9
52164,1 9,1 0
52164,2 0,2 2
52164,2 1,2 3
52164,2 2,2 4
52164,2 3,2 5
52164,2 4,2 6
52164,2 5,2 7
52164,2 6,2 8
52164,2 7,2 9
52164,2 8,2 0
52164,2 9,2 1
52164,3 0,3 3
52164,3 1,3 4
52164,3 2,3 5
52164,3 3,3 6
52164,3 4,3 7
52164,3 5,3 8
52164,3 6,3 9
52164,3 7,3 0
52164,3 8,3 1
52164,3 9,3 2
52164,4 0,4 4
52164,4 1,4 5
52164,4 2,4 6
52164,4 3,4 7
52164,4 4,4 8
52164,4 5,4 9
52164,4 6,4 0
52164,4 7,4 1
52164,4 8,4 2
52164,4 9,4 3
52164,5 0,5 5
52164,5 1,5 6
52164,5 2,5 7
52164,5 3,5 8
52164,5 4,5 9
52164,5 5,5 0
52164,5 6,5 1
52164,5 7,5 2
52164,5 8,5 3
52164,5 9,5 4
52164,6 0,6 6
52164,6 1,6 7
52164,6 2,6 8
52164,6 3,6 9
52164,6 4,6 0
52164,6 5,6 1
52164,6 6,6 2
52164,6 7,6 3
52164,6 8,6 4
52164,6 9,6 5
52164,7 0,7 7
52164,7 1,7 8
52164,7 2,7 9
52164,7 3,7 0
52164,7 4,7 1
52164,7 5,7 2
52164,7 6,7 3
52164,7 7,7 4
52164,7 8,7 5
52164,7 9,7 6
52164,8 0,8 8
52164,8 1,8 9
52164,8 2,8 0
52164,8 3,8 1
52164,8 4,8 2
52164,8 5,8 3
52164,8 6,8 4
52164,8 7,8 5
52164,8 8,8 6
52164,8 9,8 7
52164,9 0,9 9
52164,9 1,9 0
52164,9 2,9 1
52164,9 3,9 2
52164,9 4,9 3
52164,9 5,9 4
52164,9 6,9 5
52164,9 7,9 6
52164,9 8,9 7
52164,9 9,9 8
