length,input,target
6,91 8 63 29 53 2,74
6,17 95 5 45 39 1,78
6,11 10 93 75 34 29,68
6,26 59 86 54 91 4,12
6,40 2 87 71 55 24,23
6,35 32 95 24 51 61,86
6,35 66 68 81 65 62,21
6,43 61 74 65 86 61,38
6,0 85 19 75 0 57,20
6,88 26 0 49 47 32,46
6,68 12 62 28 55 51,92
6,54 1 68 75 61 80,71
6,30 55 70 3 40 89,35
6,71 41 94 73 87 93,95
6,88 62 89 7 28 66,8
6,84 55 66 42 40 86,9
6,17 55 57 57 51 19,68
6,70 87 16 90 55 12,14
6,31 85 22 87 25 31,1
6,78 92 51 26 39 59,89
6,64 39 20 80 54 37,2
6,87 26 27 84 39 73,0
6,59 58 23 23 20 46,85
6,69 19 81 3 29 94,71
6,39 38 13 36 9 72,55
6,78 87 77 70 12 18,50
6,91 66 51 45 59 28,60
6,2 30 89 0 56 6,43
6,51 12 33 35 39 38,28
6,20 24 71 5 3 36,43
6,88 61 59 14 89 69,28
6,13 72 17 7 69 16,58
6,27 10 21 63 88 32,49
6,84 55 9 25 39 87,19
6,48 33 53 82 7 53,84
6,48 4 71 94 86 86,49
6,60 54 44 36 63 7,72
6,88 32 32 18 93 85,16
6,11 16 19 30 22 76,2
6,86 21 28 65 65 4,21
6,95 3 83 45 86 34,42
6,49 4 0 41 58 19,71
6,65 5 87 16 51 47,3
6,48 33 12 73 23 37,90
6,26 72 21 44 4 19,50
6,11 46 21 9 93 94,58
6,48 87 58 53 53 95,30
6,49 91 90 12 25 25,16
6,33 94 33 95 35 10,84
6,20 29 54 93 65 61,2
6,43 89 64 58 40 1,79
6,12 49 89 47 92 94,55
6,5 79 59 41 19 91,82
6,56 77 30 6 76 20,41
6,58 56 16 12 15 12,17
6,87 40 67 65 62 20,85
6,66 11 29 49 19 88,50
6,18 11 26 18 70 15,10
6,89 67 39 75 88 72,38
6,50 34 47 60 17 33,45
6,90 39 48 7 90 35,81
6,2 16 67 74 8 64,31
6,94 60 28 82 0 40,40
6,48 13 71 60 1 78,87
6,44 11 28 57 69 64,25
6,56 15 33 20 92 41,53
6,7 40 56 3 59 31,60
6,70 20 3 72 55 78,50
6,6 53 30 47 26 55,33
6,46 91 40 2 1 67,3
6,58 12 17 39 37 82,41
6,71 44 73 91 55 24,38
6,14 27 73 39 30 36,63
6,46 26 34 61 21 95,51
6,85 49 15 3 0 14,54
6,13 53 59 75 24 82,94
6,46 59 89 49 10 74,95
6,4 72 25 46 35 88,14
6,41 0 50 60 38 46,67
6,34 21 42 34 95 34,80
6,50 26 83 69 74 89,63
6,10 84 58 76 0 58,82
6,28 71 81 33 4 55,8
6,90 11 48 84 52 33,34
6,86 77 89 73 72 68,37
6,41 1 33 50 93 6,48
6,4 73 10 22 85 70,12
6,33 67 72 18 92 21,95
6,25 90 32 11 56 68,54
6,57 75 13 59 68 1,93
6,93 53 11 21 14 71,15
6,91 81 80 72 32 38,70
6,73 46 93 84 58 19,69
6,38 78 17 5 93 0,47
6,91 1 40 60 49 60,45
6,61 89 90 58 24 81,79
6,21 33 85 61 52 13,85
6,3 40 33 19 50 60,69
6,29 90 17 56 10 52,18
6,19 38 84 93 47 73,90
6,33 70 37 20 28 93,37
6,37 92 47 70 8 0,58
