seed,input,target
697948,0 0 0 0,0 0 0 0
697948,0 0 0 1,0 0 0 1
697948,0 0 0 2,0 0 0 2
697948,0 0 0 3,0 0 0 3
697948,0 0 1 0,0 0 1 1
697948,0 0 1 1,0 0 1 2
697948,0 0 1 2,0 0 1 3
697948,0 0 1 3,0 0 1 0
697948,0 0 2 0,0 0 2 2
697948,0 0 2 1,0 0 2 3
697948,0 0 2 2,0 0 2 0
697948,0 0 2 3,0 0 2 1
697948,0 0 3 0,0 0 3 3
697948,0 0 3 1,0 0 3 0
697948,0 0 3 2,0 0 3 1
697948,0 0 3 3,0 0 3 2
697948,0 1 0 0,0 1 1 1
697948,0 1 0 1,0 1 1 2
697948,0 1 0 2,0 1 1 3
697948,0 1 0 3,0 1 1 0
697948,0 1 1 0,0 1 2 2
697948,0 1 1 1,0 1 2 3
697948,0 1 1 2,0 1 2 0
697948,0 1 1 3,0 1 2 1
697948,0 1 2 0,0 1 3 3
697948,0 1 2 1,0 1 3 0
697948,0 1 2 2,0 1 3 1
697948,0 1 2 3,0 1 3 2
697948,0 1 3 0,0 1 0 0
697948,0 1 3 1,0 1 0 1
697948,0 1 3 2,0 1 0 2
697948,0 1 3 3,0 1 0 3
697948,0 2 0 0,0 2 2 2
697948,0 2 0 1,0 2 2 3
697948,0 2 0 2,0 2 2 0
697948,0 2 0 3,0 2 2 1
697948,0 2 1 0,0 2 3 3
697948,0 2 1 1,0 2 3 0
697948,0 2 1 2,0 2 3 1
697948,0 2 1 3,0 2 3 2
697948,0 2 2 0,0 2 0 0
697948,0 2 2 1,0 2 0 1
697948,0 2 2 2,0 2 0 2
697948,0 2 2 3,0 2 0 3
697948,0 2 3 0,0 2 1 1
697948,0 2 3 1,0 2 1 2
697948,0 2 3 2,0 2 1 3
697948,0 2 3 3,0 2 1 0
697948,0 3 0 0,0 3 3 3
697948,0 3 0 1,0 3 3 0
697948,0 3 0 2,0 3 3 1
697948,0 3 0 3,0 3 3 2
697948,0 3 1 0,0 3 0 0
697948,0 3 1 1,0 3 0 1
697948,0 3 1 2,0 3 0 2
697948,0 3 1 3,0 3 0 3
697948,0 3 2 0,0 3 1 1
697948,0 3 2 1,0 3 1 2
697948,0 3 2 2,0 3 1 3
697948,0 3 2 3,0 3 1 0
697948,0 3 3 0,0 3 2 2
697948,0 3 3 1,0 3 2 3
697948,0 3 3 2,0 3 2 0
697948,0 3 3 3,0 3 2 1
697948,1 0 0 0,1 1 1 1
697948,1 0 0 1,1 1 1 2
697948,1 0 0 2,1 1 1 3
697948,1 0 0 3,1 1 1 0
697948,1 0 1 0,1 1 2 2
697948,1 0 1 1,1 1 2 3
697948,1 0 1 2,1 1 2 0
697948,1 0 1 3,1 1 2 1
697948,1 0 2 0,1 1 3 3
697948,1 0 2 1,1 1 3 0
697948,1 0 2 2,1 1 3 1
697948,1 0 2 3,1 1 3 2
697948,1 0 3 0,1 1 0 0
697948,1 0 3 1,1 1 0 1
697948,1 0 3 2,1 1 0 2
697948,1 0 3 3,1 1 0 3
697948,1 1 0 0,1 2 2 2
697948,1 1 0 1,1 2 2 3
697948,1 1 0 2,1 2 2 0
697948,1 1 0 3,1 2 2 1
697948,1 1 1 0,1 2 3 3
697948,1 1 1 1,1 2 3 0
697948,1 1 1 2,1 2 3 1
697948,1 1 1 3,1 2 3 2
697948,1 1 2 0,1 2 0 0
697948,1 1 2 1,1 2 0 1
697948,1 1 2 2,1 2 0 2
697948,1 1 2 3,1 2 0 3
697948,1 1 3 0,1 2 1 1
697948,1 1 3 1,1 2 1 2
697948,1 1 3 2,1 2 1 3
697948,1 1 3 3,1 2 1 0
697948,1 2 0 0,1 3 3 3
697948,1 2 0 1,1 3 3 0
697948,1 2 0 2,1 3 3 1
697948,1 2 0 3,1 3 3 2
697948,1 2 1 0,1 3 0 0
697948,1 2 1 1,1 3 0 1
697948,1 2 1 2,1 3 0 2
697948,1 2 1 3,1 3 0 3
697948,1 2 2 0,1 3 1 1
697948,1 2 2 1,1 3 1 2
697948,1 2 2 2,1 3 1 3
697948,1 2 2 3,1 3 1 0
697948,1 2 3 0,1 3 2 2
697948,1 2 3 1,1 3 2 3
697948,1 2 3 2,1 3 2 0
697948,1 2 3 3,1 3 2 1
697948,1 3 0 0,1 0 0 0
697948,1 3 0 1,1 0 0 1
697948,1 3 0 2,1 0 0 2
697948,1 3 0 3,1 0 0 3
697948,1 3 1 0,1 0 1 1
697948,1 3 1 1,1 0 1 2
697948,1 3 1 2,1 0 1 3
697948,1 3 1 3,1 0 1 0
697948,1 3 2 0,1 0 2 2
697948,1 3 2 1,1 0 2 3
697948,1 3 2 2,1 0 2 0
697948,1 3 2 3,1 0 2 1
697948,1 3 3 0,1 0 3 3
697948,1 3 3 1,1 0 3 0
697948,1 3 3 2,1 0 3 1
697948,1 3 3 3,1 0 3 2
697948,2 0 0 0,2 2 2 2
697948,2 0 0 1,2 2 2 3
697948,2 0 0 2,2 2 2 0
697948,2 0 0 3,2 2 2 1
697948,2 0 1 0,2 2 3 3
697948,2 0 1 1,2 2 3 0
697948,2 0 1 2,2 2 3 1
697948,2 0 1 3,2 2 3 2
697948,2 0 2 0,2 2 0 0
697948,2 0 2 1,2 2 0 1
697948,2 0 2 2,2 2 0 2
697948,2 0 2 3,2 2 0 3
697948,2 0 3 0,2 2 1 1
697948,2 0 3 1,2 2 1 2
697948,2 0 3 2,2 2 1 3
697948,2 0 3 3,2 2 1 0
697948,2 1 0 0,2 3 3 3
697948,2 1 0 1,2 3 3 0
697948,2 1 0 2,2 3 3 1
697948,2 1 0 3,2 3 3 2
697948,2 1 1 0,2 3 0 0
697948,2 1 1 1,2 3 0 1
697948,2 1 1 2,2 3 0 2
697948,2 1 1 3,2 3 0 3
697948,2 1 2 0,2 3 1 1
697948,2 1 2 1,2 3 1 2
697948,2 1 2 2,2 3 1 3
697948,2 1 2 3,2 3 1 0
697948,2 1 3 0,2 3 2 2
697948,2 1 3 1,2 3 2 3
697948,2 1 3 2,2 3 2 0
697948,2 1 3 3,2 3 2 1
697948,2 2 0 0,2 0 0 0
697948,2 2 0 1,2 0 0 1
697948,2 2 0 2,2 0 0 2
697948,2 2 0 3,2 0 0 3
697948,2 2 1 0,2 0 1 1
697948,2 2 1 1,2 0 1 2
697948,2 2 1 2,2 0 1 3
697948,2 2 1 3,2 0 1 0
697948,2 2 2 0,2 0 2 2
697948,2 2 2 1,2 0 2 3
697948,2 2 2 2,2 0 2 0
697948,2 2 2 3,2 0 2 1
697948,2 2 3 0,2 0 3 3
697948,2 2 3 1,2 0 3 0
697948,2 2 3 2,2 0 3 1
697948,2 2 3 3,2 0 3 2
697948,2 3 0 0,2 1 1 1
697948,2 3 0 1,2 1 1 2
697948,2 3 0 2,2 1 1 3
697948,2 3 0 3,2 1 1 0
697948,2 3 1 0,2 1 2 2
697948,2 3 1 1,2 1 2 3
697948,2 3 1 2,2 1 2 0
697948,2 3 1 3,2 1 2 1
697948,2 3 2 0,2 1 3 3
697948,2 3 2 1,2 1 3 0
697948,2 3 2 2,2 1 3 1
697948,2 3 2 3,2 1 3 2
697948,2 3 3 0,2 1 0 0
697948,2 3 3 1,2 1 0 1
697948,2 3 3 2,2 1 0 2
697948,2 3 3 3,2 1 0 3
697948,3 0 0 0,3 3 3 3
697948,3 0 0 1,3 3 3 0
697948,3 0 0 2,3 3 3 1
697948,3 0 0 3,3 3 3 2
697948,3 0 1 0,3 3 0 0
697948,3 0 1 1,3 3 0 1
697948,3 0 1 2,3 3 0 2
697948,3 0 1 3,3 3 0 3
697948,3 0 2 0,3 3 1 1
697948,3 0 2 1,3 3 1 2
697948,3 0 2 2,3 3 1 3
697948,3 0 2 3,3 3 1 0
697948,3 0 3 0,3 3 2 2
697948,3 0 3 1,3 3 2 3
697948,3 0 3 2,3 3 2 0
697948,3 0 3 3,3 3 2 1
697948,3 1 0 0,3 0 0 0
697948,3 1 0 1,3 0 0 1
697948,3 1 0 2,3 0 0 2
697948,3 1 0 3,3 0 0 3
697948,3 1 1 0,3 0 1 1
697948,3 1 1 1,3 0 1 2
697948,3 1 1 2,3 0 1 3
697948,3 1 1 3,3 0 1 0
697948,3 1 2 0,3 0 2 2
697948,3 1 2 1,3 0 2 3
697948,3 1 2 2,3 0 2 0
697948,3 1 2 3,3 0 2 1
697948,3 1 3 0,3 0 3 3
697948,3 1 3 1,3 0 3 0
697948,3 1 3 2,3 0 3 1
697948,3 1 3 3,3 0 3 2
697948,3 2 0 0,3 1 1 1
697948,3 2 0 1,3 1 1 2
697948,3 2 0 2,3 1 1 3
697948,3 2 0 3,3 1 1 0
697948,3 2 1 0,3 1 2 2
697948,3 2 1 1,3 1 2 3
697948,3 2 1 2,3 1 2 0
697948,3 2 1 3,3 1 2 1
697948,3 2 2 0,3 1 3 3
697948,3 2 2 1,3 1 3 0
697948,3 2 2 2,3 1 3 1
697948,3 2 2 3,3 1 3 2
697948,3 2 3 0,3 1 0 0
697948,3 2 3 1,3 1 0 1
697948,3 2 3 2,3 1 0 2
697948,3 2 3 3,3 1 0 3
697948,3 3 0 0,3 2 2 2
697948,3 3 0 1,3 2 2 3
697948,3 3 0 2,3 2 2 0
697948,3 3 0 3,3 2 2 1
697948,3 3 1 0,3 2 3 3
697948,3 3 1 1,3 2 3 0
697948,3 3 1 2,3 2 3 1
697948,3 3 1 3,3 2 3 2
697948,3 3 2 0,3 2 0 0
697948,3 3 2 1,3 2 0 1
697948,3 3 2 2,3 2 0 2
697948,3 3 2 3,3 2 0 3
697948,3 3 3 0,3 2 1 1
697948,3 3 3 1,3 2 1 2
697948,3 3 3 2,3 2 1 3
697948,3 3 3 3,3 2 1 0
