seed,input,target
892858,17 5 57,17 23 24
892858,9 8 49,9 7 12
892858,7 12 26,7 37 32
892858,13 37 41,13 28 2
892858,10 7 57,10 0 57
892858,57 45 44,57 29 45
892858,39 37 38,39 30 17
892858,16 3 21,16 19 46
892858,4 41 29,4 17 56
892858,18 0 7,18 18 21
892858,43 46 28,43 10 34
892858,23 1 25,23 21 0
892858,28 28 32,28 39 5
892858,21 7 44,21 15 38
892858,53 13 43,53 22 44
892858,40 8 41,40 45 22
892858,19 11 21,19 21 58
892858,2 22 22,2 20 38
892858,27 49 30,27 42 11
892858,37 38 40,37 20 32
892858,17 32 52,17 50 25
892858,40 11 46,40 38 27
892858,37 15 56,37 4 58
892858,43 39 25,43 4 36
892858,41 0 5,41 41 47
892858,59 27 24,59 32 56
892858,3 33 36,3 18 53
892858,5 11 9,5 1 3
892858,41 44 48,41 10 38
892858,22 15 20,22 55 30
892858,56 58 23,56 12 8
892858,31 51 17,31 7 43
892858,16 52 34,16 4 47
892858,56 16 26,56 30 5
892858,37 33 46,37 35 14
892858,18 30 7,18 9 6
892858,49 55 52,49 15 54
892858,5 4 6,5 11 5
892858,9 33 55,9 15 49
892858,0 13 39,0 13 24
892858,41 27 0,41 53 53
892858,46 54 7,46 1 11
892858,0 16 44,0 16 57
892858,16 44 35,16 57 0
892858,33 52 10,33 21 18
892858,55 30 21,55 20 36
892858,16 28 27,16 44 56
892858,25 13 5,25 5 9
892858,7 27 24,7 30 4
892858,42 43 5,42 49 55
892858,29 17 4,29 21 12
892858,29 58 5,29 6 2
892858,1 6 3,1 9 2
892858,48 30 55,48 17 47
892858,44 17 44,44 33 36
892858,19 10 38,19 22 39
892858,23 19 28,23 50 36
892858,56 0 58,56 56 12
892858,3 32 53,3 23 33
892858,28 4 38,28 30 17
892858,35 44 39,35 18 58
892858,49 37 11,49 47 39
892858,7 41 43,7 58 1
892858,3 48 34,3 37 33
892858,22 33 23,22 24 11
892858,22 52 36,22 10 14
892858,56 18 48,56 26 42
892858,27 34 41,27 6 32
892858,24 23 2,24 11 9
892858,0 13 52,0 13 50
892858,5 6 28,5 7 32
892858,19 59 51,19 49 14
892858,51 23 53,51 16 5
892858,11 23 51,11 52 41
892858,29 39 5,29 40 42
892858,22 3 36,22 17 0
892858,35 32 42,35 39 25
892858,6 48 35,6 50 43
892858,12 56 53,12 44 3
892858,18 34 31,18 4 40
892858,53 51 1,53 2 0
892858,28 1 9,28 27 31
892858,45 50 22,45 31 36
892858,50 16 19,50 6 43
892858,56 6 51,56 49 14
892858,49 59 12,49 19 40
892858,42 38 24,42 58 23
892858,42 19 11,42 33 28
892858,16 33 10,16 36 43
892858,44 35 47,44 48 31
892858,59 45 40,59 14 38
892858,7 57 0,7 21 21
892858,23 37 31,23 1 46
892858,8 33 20,8 54 28
892858,12 58 18,12 45 53
892858,45 1 22,45 46 48
892858,40 44 47,40 54 18
892858,56 50 13,56 21 52
892858,0 38 58,0 38 15
892858,31 4 52,31 29 2
892858,23 7 44,23 13 32
892858,41 13 27,41 18 6
892858,16 27 57,16 43 50
892858,10 22 44,10 59 15
892858,46 14 45,46 57 29
892858,50 39 43,50 14 45
892858,47 35 48,47 27 43
892858,4 56 16,4 58 39
892858,35 32 55,35 39 48
892858,10 16 0,10 55 55
892858,37 2 25,37 38 59
892858,50 13 27,50 9 21
892858,38 51 35,38 13 47
