length,input,target
6,69 46 95 10 114 77,51
6,91 53 55 46 68 79,32
6,86 29 12 119 60 33,99
6,57 18 33 82 67 17,34
6,80 100 11 9 71 62,93
6,71 23 89 96 17 91,27
6,3 53 77 69 87 40,89
6,8 106 114 30 25 102,25
6,71 7 21 78 28 41,6
6,117 64 110 22 70 77,100
6,19 116 5 100 94 40,14
6,102 25 20 69 12 6,114
6,112 77 31 0 87 79,26
6,42 32 50 74 74 85,117
6,54 77 4 0 3 94,112
6,117 22 2 44 37 15,117
6,23 11 113 73 97 93,50
6,116 55 74 118 97 80,60
6,56 74 102 5 80 110,67
6,25 33 108 40 100 99,45
6,23 101 111 91 111 18,95
6,71 16 27 41 118 0,33
6,49 64 19 91 33 23,39
6,110 86 46 84 48 50,64
6,21 49 8 83 82 87,90
6,34 5 26 47 18 51,61
6,64 92 21 98 7 107,29
6,69 78 109 0 117 12,25
6,83 47 22 89 77 42,0
6,22 90 95 103 12 77,39
6,12 27 116 24 50 52,41
6,104 37 96 110 116 118,101
6,98 78 3 4 116 117,56
6,57 65 34 112 22 72,2
6,49 50 63 25 119 95,41
6,16 45 32 116 65 85,119
6,104 67 78 73 16 102,80
6,81 78 89 26 39 96,49
6,46 50 82 51 93 107,69
6,67 7 16 32 72 92,46
6,38 118 39 6 27 75,63
6,90 98 27 54 12 34,75
6,53 87 90 7 32 79,108
6,12 53 48 65 61 112,111
6,40 94 14 102 110 108,108
6,85 84 89 10 38 98,44
6,100 9 13 28 22 94,26
6,73 19 16 16 13 2,19
6,106 11 4 33 87 40,41
6,102 25 55 8 87 71,108
6,71 56 78 56 44 100,45
6,39 88 10 39 95 62,93
6,66 54 35 114 116 78,103
6,10 88 49 41 39 6,113
6,94 74 41 36 59 110,54
6,100 62 2 94 111 9,18
6,30 76 52 13 16 107,54
6,93 68 4 105 72 4,106
6,73 79 2 6 17 104,41
6,90 74 9 60 48 24,65
6,113 38 55 56 18 34,74
6,75 22 74 43 72 15,61
6,14 99 25 62 40 10,10
6,23 33 21 28 67 40,92
6,54 31 95 12 19 35,6
6,117 14 27 56 79 53,106
6,47 73 0 11 92 9,112
6,41 12 73 5 74 40,5
6,43 114 69 114 23 104,107
6,78 96 91 69 16 84,74
6,90 84 116 35 109 53,7
6,15 108 0 114 64 34,95
6,41 95 105 34 17 7,59
6,41 69 25 10 75 83,63
6,43 14 4 89 52 89,51
6,64 14 87 50 20 60,55
6,66 115 29 100 44 23,17
6,76 50 13 69 1 87,56
6,53 4 32 116 106 15,86
6,88 103 115 78 93 17,14
6,66 56 21 64 102 100,49
6,101 25 47 10 39 23,5
6,51 25 106 76 19 3,40
6,31 96 51 94 111 91,114
6,90 90 115 22 32 24,13
6,111 62 94 98 51 98,34
6,17 23 80 74 59 29,42
6,35 44 53 73 20 66,51
6,78 18 113 8 38 75,90
6,98 16 28 72 35 37,46
6,74 91 36 44 16 51,72
6,3 99 49 40 14 12,97
6,14 58 88 62 113 48,23
6,110 39 53 9 26 82,79
6,8 0 85 46 92 15,6
6,30 6 68 107 12 13,116
6,46 20 109 81 87 88,71
6,30 52 55 93 49 18,57
6,17 35 113 66 38 1,30
6,101 116 33 97 113 117,97
6,3 96 13 58 22 92,44
6,106 61 73 22 106 52,60
6,82 45 8 107 116 80,78
6,106 100 106 32 113 32,9
6,43 51 69 15 4 108,50
6,11 77 38 57 2 62,7
6,41 60 11 31 95 1,119
6,59 24 10 30 36 80,119
6,10 75 73 65 107 61,31
6,112 54 75 98 54 89,2
6,56 20 58 22 72 67,55
6,52 104 88 118 25 10,37
6,82 38 80 88 99 82,109
6,3 30 26 97 115 75,106
6,81 113 37 40 36 30,97
6,59 116 106 108 105 20,34
6,1 78 39 103 83 15,79
6,3 34 43 13 24 115,112
6,107 24 61 66 38 42,98
6,97 99 27 60 43 2,88
6,105 43 56 99 39 23,5
6,28 111 84 93 95 48,99
6,91 113 83 12 104 84,7
6,46 73 95 50 97 78,79
6,58 61 4 87 62 91,3
6,57 3 28 18 110 30,6
6,106 57 7 77 54 112,53
6,64 25 34 114 100 115,92
6,117 112 99 94 24 51,17
6,18 104 99 54 29 43,107
6,36 9 1 25 37 40,28
6,52 84 62 64 31 4,57
6,87 14 94 97 23 1,76
6,32 29 93 79 87 38,118
6,57 1 91 103 5 15,32
6,16 41 15 63 40 90,25
6,30 6 17 82 94 89,78
6,53 56 63 7 107 89,15
6,60 12 61 78 97 111,59
6,118 116 26 32 114 51,97
6,62 35 34 27 79 85,82
6,49 19 81 18 16 116,59
6,73 5 115 117 102 13,65
6,43 49 42 113 27 10,44
6,117 81 61 70 92 100,41
6,41 33 71 53 37 95,90
6,13 19 18 12 6 67,15
6,61 20 117 96 112 58,104
6,39 57 5 100 21 58,40
6,108 45 69 91 38 35,26
6,43 113 36 85 35 88,40
6,11 24 42 42 45 30,74
6,113 78 44 108 26 52,61
6,88 27 72 85 38 99,49
6,59 67 41 85 72 21,105
6,112 70 105 67 20 56,70
6,18 114 37 32 119 1,81
6,9 71 12 33 108 113,106
6,43 100 85 90 40 35,33
6,7 100 77 52 38 75,109
6,48 19 55 57 30 35,4
6,90 3 9 58 26 69,15
6,110 111 74 26 25 81,67
6,32 64 14 79 98 58,105
6,71 50 1 78 74 95,9
6,81 18 13 8 44 24,68
6,30 14 79 94 15 69,61
6,92 2 53 67 95 15,84
6,5 35 18 97 106 0,21
6,48 32 36 37 75 19,7
6,89 73 119 110 91 93,95
6,54 89 4 114 84 32,17
6,37 62 107 61 80 83,70
6,28 8 105 26 50 81,58
6,2 49 91 20 90 1,13
6,37 80 93 79 81 28,38
6,19 32 87 50 111 38,97
6,32 89 77 106 119 15,78
6,108 73 79 90 0 29,19
6,70 77 86 71 43 75,62
6,25 85 108 34 91 101,84
6,48 24 7 83 58 107,87
6,12 100 16 15 11 8,42
6,77 98 7 116 13 64,15
6,68 13 60 105 10 81,97
6,11 114 39 107 103 118,12
6,47 108 96 87 72 1,51
6,8 62 85 102 59 21,97
6,93 41 100 79 74 5,32
6,16 3 7 9 32 35,102
6,71 9 25 90 48 19,22
6,70 53 71 15 67 34,70
6,77 117 15 47 39 28,83
6,36 97 10 108 80 104,75
6,26 35 13 30 116 34,14
6,46 20 60 31 68 23,8
6,50 103 54 111 22 119,99
6,4 97 20 80 49 32,42
6,20 5 42 104 15 66,12
6,65 44 84 86 14 27,80
6,115 32 43 45 37 13,45
6,87 77 66 73 73 49,65
6,22 80 3 88 11 35,119
