length,input,target
6,187 404 31 223 311 452,80
6,312 310 360 198 106 244,414
6,290 271 449 460 59 139,204
6,475 393 303 460 406 274,211
6,372 465 186 112 185 104,24
6,435 80 195 404 101 373,468
6,235 199 369 330 420 292,341
6,394 208 72 279 42 247,214
6,383 336 388 332 54 168,261
6,14 447 108 16 117 127,297
6,270 305 390 219 419 234,65
6,281 159 173 265 319 274,407
6,119 257 231 171 72 156,42
6,220 4 211 169 302 213,91
6,276 255 158 25 36 227,193
6,140 257 308 11 304 212,340
6,456 99 338 119 464 397,249
6,431 255 299 197 221 456,451
6,237 103 342 194 234 113,95
6,156 250 174 184 24 306,394
6,247 68 432 438 426 325,44
6,16 468 91 180 323 324,22
6,205 355 323 184 172 224,323
6,141 346 73 152 63 35,78
6,369 309 345 429 68 406,266
6,84 164 140 107 136 81,308
6,85 16 348 117 374 475,99
6,455 114 342 150 11 221,409
6,161 125 151 291 68 290,202
6,467 340 479 66 103 314,465
6,255 45 106 317 139 15,217
6,359 463 165 285 185 389,290
6,358 237 56 368 191 69,327
6,432 390 79 42 470 27,168
6,281 253 474 81 233 351,241
6,476 85 391 423 285 295,407
6,256 336 297 185 187 31,156
6,376 152 478 123 362 133,476
6,112 390 414 472 23 311,402
6,104 76 478 136 258 420,68
6,225 123 152 359 205 173,141
6,319 305 327 401 184 160,264
6,134 279 266 263 277 444,299
6,97 116 91 217 222 324,455
6,449 46 316 78 213 430,100
6,124 358 88 467 156 160,449
6,88 367 476 90 5 91,457
6,280 172 188 348 241 59,300
6,76 391 10 49 349 346,173
6,150 444 261 81 309 52,429
6,479 477 225 261 464 126,100
6,328 7 237 224 113 355,260
6,429 212 263 417 86 243,110
6,458 239 459 180 231 248,379
6,311 94 271 281 418 62,69
6,349 86 457 345 128 397,154
6,378 189 192 150 366 396,259
6,252 204 28 475 319 403,237
6,26 97 429 409 463 30,130
6,409 144 370 466 478 2,201
6,320 256 147 396 322 110,79
6,172 261 453 237 182 79,276
6,249 57 448 177 424 378,165
6,394 60 165 415 181 126,13
6,427 151 383 122 361 470,278
6,339 380 286 199 45 42,271
6,382 249 314 119 3 141,300
6,20 317 311 279 228 364,283
6,50 354 4 368 3 372,267
6,359 439 372 272 387 53,358
6,293 131 448 365 129 295,5
6,164 191 340 311 125 341,236
6,389 172 204 46 381 169,73
6,147 424 33 169 432 222,287
6,343 323 396 441 23 134,52
6,180 205 302 392 253 157,265
6,95 143 394 343 232 125,168
6,12 429 114 98 479 245,9
6,251 402 59 141 468 398,363
6,45 87 270 402 62 60,110
6,387 400 387 109 387 82,388
6,231 51 314 146 256 385,155
6,189 280 277 407 330 320,355
6,378 43 379 140 65 25,90
6,419 132 259 102 278 59,433
6,213 95 342 2 25 477,106
6,144 261 248 468 55 349,397
6,303 154 406 75 335 214,251
6,65 332 55 184 404 366,34
6,76 373 445 356 463 446,239
6,6 247 224 308 0 2,195
