length,input,target
4,18 4 5 14,35
4,17 0 25 4,4
4,20 4 22 29,27
4,16 3 29 27,27
4,10 26 1 30,25
4,13 32 29 33,29
4,27 13 32 12,6
4,23 17 19 13,24
4,9 34 15 29,3
4,28 30 11 31,22
4,34 31 1 12,0
4,16 33 32 20,23
4,30 11 5 10,8
4,4 34 24 24,8
4,12 25 35 31,25
4,12 28 1 31,30
4,8 13 13 7,5
4,18 28 4 12,20
4,29 5 13 16,15
4,21 14 27 2,22
4,21 25 27 28,23
4,5 16 3 29,5
4,28 15 12 7,20
4,34 8 22 13,35
4,3 9 20 30,20
4,4 19 28 8,17
4,10 28 23 10,23
4,6 8 1 19,34
4,27 20 35 10,8
4,26 35 31 18,32
4,19 5 11 34,21
4,2 3 2 32,33
4,14 10 28 8,12
4,19 9 17 33,30
4,1 21 24 7,17
4,13 27 33 12,7
4,13 11 18 25,25
4,20 23 5 5,5
4,0 34 6 6,10
4,5 32 24 15,34
4,3 26 22 10,13
4,15 13 19 15,20
4,7 18 4 17,4
4,14 2 21 19,14
4,17 19 34 21,7
4,9 29 4 11,5
4,24 18 8 19,33
4,6 17 26 0,7
4,28 29 7 9,25
4,21 2 3 12,32
4,15 28 32 4,31
4,7 2 2 26,31
4,31 30 11 25,19
4,25 28 10 1,22
4,24 23 22 27,12
4,24 34 27 8,15
4,16 0 17 25,16
4,29 7 16 29,33
4,29 33 26 6,16
4,11 35 25 17,4
4,17 4 3 7,19
4,12 27 11 23,25
4,6 4 14 29,11
4,14 30 0 19,27
4,5 34 35 3,29
4,6 34 24 18,10
4,14 18 14 16,20
4,10 24 11 2,5
4,15 0 25 7,11
4,5 31 28 11,27
4,28 17 0 0,3
4,0 17 31 35,5
4,10 3 10 13,24
4,17 18 1 21,15
4,13 12 11 34,28
4,19 5 30 12,24
4,18 10 7 2,31
4,21 7 1 20,7
4,30 16 31 14,13
4,0 26 11 34,29
4,18 9 16 21,22
4,5 30 26 35,12
4,19 14 28 29,6
4,14 3 30 21,26
4,33 30 27 22,34
4,18 6 5 10,33
4,19 14 17 9,17
4,7 6 5 30,6
4,27 12 7 29,33
4,23 0 21 18,20
4,30 32 22 33,3
4,14 32 1 16,21
4,24 33 32 31,6
4,21 18 13 32,6
4,30 8 1 27,24
4,15 5 5 21,34
4,28 22 33 32,31
4,4 16 20 5,33
4,10 0 27 23,12
4,3 8 33 25,27
4,21 5 11 33,22
4,16 34 13 2,23
4,2 30 20 31,11
4,27 14 6 7,12
4,21 30 26 30,35
4,24 5 29 0,16
4,27 23 27 3,32
4,25 19 12 32,16
4,15 25 31 29,22
4,27 11 7 7,10
4,4 11 27 34,28
4,33 26 2 17,30
4,11 30 0 15,14
4,2 31 27 15,33
4,32 2 16 14,22
4,4 26 33 31,16
4,27 9 28 1,23
4,25 7 6 10,6
4,24 10 32 23,11
4,5 27 4 24,12
4,33 34 7 6,2
4,23 5 17 35,26
4,33 1 15 7,14
4,17 24 33 23,13
4,11 2 1 24,32
4,14 26 11 10,13
4,1 7 33 33,32
4,21 17 10 15,15
4,8 28 13 27,34
4,35 5 13 12,23
4,18 15 15 24,30
4,35 7 13 35,6
4,29 18 20 6,31
4,26 18 5 8,15
4,30 12 1 4,11
4,28 20 8 13,27
4,30 20 22 19,13
4,29 8 31 15,5
4,17 22 25 24,10
4,11 32 23 27,9
4,12 5 26 4,5
