length,input,target
12,69 89 118 62 1 119 87 31 81 14 65 12,73
12,15 103 16 67 68 116 116 78 39 12 103 8,79
12,28 22 16 29 12 38 10 84 68 5 95 76,9
12,91 75 13 69 42 117 117 89 85 83 18 43,84
12,4 20 6 28 108 112 22 69 58 75 74 71,74
12,110 15 56 118 69 49 45 55 27 105 74 102,39
12,51 47 11 71 44 103 113 35 119 45 38 99,82
12,48 76 40 34 14 106 53 42 16 68 82 75,15
12,10 76 67 105 89 41 86 109 11 62 10 20,11
12,47 93 63 11 63 90 28 87 48 112 80 104,48
12,116 39 88 94 56 90 65 57 30 29 38 85,42
12,34 22 73 25 26 30 52 92 59 14 68 102,77
12,107 29 92 110 31 69 64 36 78 76 23 80,54
12,104 9 90 48 32 50 97 49 61 30 23 76,70
12,17 81 30 83 44 85 35 119 69 31 48 105,98
12,34 41 81 9 31 84 17 52 69 79 76 53,11
12,87 63 54 109 57 76 47 90 112 51 65 88,30
12,28 27 48 60 23 16 115 114 0 117 19 108,93
12,36 119 85 8 73 38 23 100 80 74 58 97,93
12,35 80 62 90 86 65 98 51 109 10 44 49,35
12,52 35 45 0 84 81 60 14 22 38 91 60,28
12,78 84 42 13 9 14 111 20 55 108 45 17,72
12,115 16 59 106 70 103 98 96 25 5 67 107,108
12,5 60 106 14 28 39 108 92 13 19 84 6,58
12,33 74 48 4 36 7 6 27 90 44 50 40,89
12,41 77 56 6 4 10 20 38 35 16 54 43,18
12,95 75 27 40 22 54 60 70 108 112 76 5,105
12,49 10 101 15 91 53 45 12 75 44 73 106,59
12,57 119 25 23 33 79 87 117 77 4 39 39,107
12,9 60 44 45 29 103 43 107 65 97 112 119,88
12,112 57 4 86 28 89 47 36 104 100 14 75,52
12,106 81 3 117 95 86 34 31 100 82 43 56,88
12,20 71 64 55 0 117 97 2 25 45 71 119,17
12,107 94 73 34 1 98 3 45 103 28 10 94,111
12,119 32 105 29 23 6 96 108 98 86 87 1,37
12,37 43 76 58 16 49 29 48 10 45 83 71,89
12,106 96 118 111 16 47 70 46 72 32 118 54,55
12,77 115 65 58 59 75 86 31 72 51 10 40,22
12,24 68 90 60 80 16 46 97 20 87 83 82,105
12,38 79 98 42 53 40 54 83 54 64 42 92,116
12,1 118 70 89 95 22 26 71 77 87 96 49,79
12,24 71 50 115 76 56 72 1 21 26 102 14,64
12,24 12 18 46 92 29 89 11 115 89 46 16,118
12,83 8 119 75 4 21 49 0 119 80 116 102,86
12,105 59 59 115 48 96 15 61 34 86 68 103,96
12,64 111 67 93 43 19 94 42 94 79 84 94,102
12,56 104 52 56 72 21 53 90 93 51 27 99,116
12,6 79 112 84 46 80 119 112 96 91 30 35,112
12,7 91 89 115 49 18 29 74 4 52 26 58,67
12,75 2 14 119 49 104 54 75 63 21 76 40,66
12,98 47 44 97 69 96 67 7 104 61 117 80,93
12,38 108 48 100 111 76 42 93 86 40 3 106,50
12,86 115 36 0 115 4 91 35 69 0 5 71,110
12,55 6 46 52 80 67 26 58 94 54 27 72,37
12,115 53 84 87 36 29 37 48 60 50 34 94,95
12,36 58 15 15 38 24 18 12 95 65 92 113,93
12,85 51 18 99 107 24 69 69 59 15 80 20,53
12,6 78 37 50 23 94 28 1 93 22 101 118,49
12,53 68 57 35 90 57 7 91 35 79 85 18,82
12,105 115 60 117 59 119 102 96 37 28 67 63,41
12,25 64 46 66 35 65 39 4 30 63 82 95,10
12,80 16 54 115 58 67 1 41 0 78 7 67,34
12,74 12 94 19 24 19 58 62 69 112 41 89,64
12,82 48 58 32 84 110 55 102 118 94 14 36,63
12,18 106 107 31 52 62 0 112 23 4 28 76,99
12,50 73 11 107 98 96 93 52 28 13 69 85,13
12,31 43 0 92 89 62 62 25 23 67 74 21,0
12,98 37 108 24 92 10 34 80 87 9 9 8,59
12,10 75 114 119 56 75 56 32 35 116 38 24,65
12,46 87 75 12 111 94 15 102 92 112 56 113,5
12,103 50 51 60 11 95 16 97 112 63 108 50,59
12,37 49 78 87 26 10 112 48 65 2 52 38,50
12,27 93 31 40 55 24 52 83 35 45 58 96,50
12,23 31 55 86 17 15 67 107 0 25 94 61,97
12,103 44 44 25 48 38 106 101 92 62 64 100,68
12,92 1 47 101 45 117 30 31 25 8 78 48,74
12,101 83 81 55 105 79 35 28 77 79 53 73,15
12,97 102 50 92 106 73 1 111 102 88 35 71,79
12,85 59 35 17 95 42 34 112 25 66 113 18,82
12,68 119 41 116 44 94 95 60 0 10 114 47,13
12,107 15 100 112 74 25 112 74 5 100 97 73,4
12,57 79 98 46 50 96 5 51 0 50 68 8,100
12,7 10 61 100 103 77 37 107 27 42 102 115,55
12,70 43 29 102 37 15 59 3 19 87 30 95,35
12,97 13 96 113 68 25 102 52 72 75 76 14,73
12,73 94 77 81 13 19 90 105 82 58 55 42,97
12,46 104 25 19 19 100 43 72 67 31 102 28,88
12,77 41 81 4 82 57 71 117 106 32 47 20,10
12,32 60 104 61 8 105 115 83 31 76 46 64,103
12,15 107 41 16 111 117 58 91 24 63 21 54,93
12,118 97 71 46 89 49 55 119 49 57 73 17,77
12,9 104 116 69 61 112 92 21 108 105 28 24,86
12,14 101 118 106 94 26 5 101 39 91 45 55,30
12,82 47 88 71 27 108 109 29 7 6 8 60,44
12,15 27 42 83 83 36 10 62 43 21 39 94,5
12,78 74 70 46 11 77 28 103 70 114 10 101,48
12,95 106 113 36 1 29 49 98 108 35 86 75,36
12,14 59 76 0 100 14 70 49 50 41 67 91,65
12,13 41 6 77 27 81 57 94 115 53 118 54,53
12,89 63 18 105 24 73 11 1 82 77 20 114,118
12,80 59 31 82 111 13 22 37 16 12 38 93,112
12,119 101 20 79 13 89 101 85 107 73 49 20,49
12,118 1 95 65 98 18 107 17 75 3 22 62,63
12,4 104 113 74 113 110 105 73 32 92 25 12,3
