seed,input,target
861357,0 0 0 0 0,0 0 0 0 0
861357,0 0 0 0 1,0 0 0 0 1
861357,0 0 0 0 2,0 0 0 0 2
861357,0 0 0 0 3,0 0 0 0 3
861357,0 0 0 1 0,0 0 0 1 1
861357,0 0 0 1 1,0 0 0 1 2
861357,0 0 0 1 2,0 0 0 1 3
861357,0 0 0 1 3,0 0 0 1 0
861357,0 0 0 2 0,0 0 0 2 2
861357,0 0 0 2 1,0 0 0 2 3
861357,0 0 0 2 2,0 0 0 2 0
861357,0 0 0 2 3,0 0 0 2 1
861357,0 0 0 3 0,0 0 0 3 3
861357,0 0 0 3 1,0 0 0 3 0
861357,0 0 0 3 2,0 0 0 3 1
861357,0 0 0 3 3,0 0 0 3 2
861357,0 0 1 0 0,0 0 1 1 1
861357,0 0 1 0 1,0 0 1 1 2
861357,0 0 1 0 2,0 0 1 1 3
861357,0 0 1 0 3,0 0 1 1 0
861357,0 0 1 1 0,0 0 1 2 2
861357,0 0 1 1 1,0 0 1 2 3
861357,0 0 1 1 2,0 0 1 2 0
861357,0 0 1 1 3,0 0 1 2 1
861357,0 0 1 2 0,0 0 1 3 3
861357,0 0 1 2 1,0 0 1 3 0
861357,0 0 1 2 2,0 0 1 3 1
861357,0 0 1 2 3,0 0 1 3 2
861357,0 0 1 3 0,0 0 1 0 0
861357,0 0 1 3 1,0 0 1 0 1
861357,0 0 1 3 2,0 0 1 0 2
861357,0 0 1 3 3,0 0 1 0 3
861357,0 0 2 0 0,0 0 2 2 2
861357,0 0 2 0 1,0 0 2 2 3
861357,0 0 2 0 2,0 0 2 2 0
861357,0 0 2 0 3,0 0 2 2 1
861357,0 0 2 1 0,0 0 2 3 3
861357,0 0 2 1 1,0 0 2 3 0
861357,0 0 2 1 2,0 0 2 3 1
861357,0 0 2 1 3,0 0 2 3 2
861357,0 0 2 2 0,0 0 2 0 0
861357,0 0 2 2 1,0 0 2 0 1
861357,0 0 2 2 2,0 0 2 0 2
861357,0 0 2 2 3,0 0 2 0 3
861357,0 0 2 3 0,0 0 2 1 1
861357,0 0 2 3 1,0 0 2 1 2
861357,0 0 2 3 2,0 0 2 1 3
861357,0 0 2 3 3,0 0 2 1 0
861357,0 0 3 0 0,0 0 3 3 3
