length,input,target
5,58 9 47 108 54,119
5,32 8 26 101 92,57
5,48 25 88 92 0,7
5,45 117 115 2 119,77
5,11 69 21 41 11,4
5,20 54 5 53 20,91
5,2 43 24 109 98,40
5,113 81 37 35 106,58
5,99 57 110 97 92,52
5,32 93 20 85 35,48
5,68 76 105 59 92,105
5,24 79 103 95 74,22
5,51 24 65 62 64,114
5,54 24 95 104 3,47
5,42 95 30 107 65,112
5,114 78 108 97 15,16
5,117 19 115 97 60,60
5,31 66 45 90 45,3
5,90 4 1 1 22,79
5,73 3 97 46 6,89
5,8 50 59 56 8,110
5,33 76 88 35 111,57
5,96 2 100 68 28,55
5,14 37 81 64 9,16
5,39 70 37 31 66,12
5,88 16 81 30 44,38
5,113 75 78 105 7,58
5,100 60 72 11 90,114
5,98 104 78 52 94,6
5,4 25 83 55 116,102
5,71 102 45 109 32,70
5,15 102 117 105 12,24
5,88 85 63 38 70,100
5,40 87 34 26 67,8
5,21 8 97 95 90,5
5,26 102 4 101 19,77
5,72 63 82 68 74,118
5,119 47 28 115 87,97
5,32 33 82 10 109,53
5,70 57 54 51 16,88
5,8 71 38 65 96,106
5,24 50 20 88 78,62
5,10 117 80 49 71,37
5,38 96 65 92 64,60
5,6 40 99 83 116,44
5,22 46 7 66 93,37
5,71 28 62 8 115,37
5,104 65 61 77 47,80
5,118 62 27 52 94,57
5,64 78 48 95 72,19
5,24 76 9 65 50,28
5,54 102 51 103 118,14
5,62 109 82 57 71,98
5,91 10 113 30 93,17
5,87 98 17 5 19,20
5,61 65 41 37 88,21
5,52 50 87 82 45,34
5,10 50 33 104 51,67
5,4 97 12 112 76,94
5,75 46 97 115 65,54
5,89 117 13 10 39,45
5,38 22 23 92 33,111
5,50 25 86 82 80,116
5,103 19 47 105 55,77
5,50 56 3 110 62,14
5,75 69 59 51 102,27
5,90 54 31 37 84,47
5,46 78 112 69 99,62
5,77 60 25 89 49,2
5,67 44 59 111 54,41
5,42 3 108 20 85,55
5,54 19 12 5 108,99
5,32 108 101 80 7,35
5,110 46 19 69 92,109
5,52 117 56 99 116,36
5,76 93 108 84 4,59
5,20 53 49 53 10,0
5,38 1 113 97 70,71
5,62 87 15 5 32,104
5,113 38 35 52 37,37
5,69 57 70 105 18,118
5,86 6 87 69 32,89
5,46 31 67 32 17,2
5,91 76 37 76 58,38
5,105 13 106 83 97,70
5,57 109 103 103 116,23
5,104 97 59 86 66,115
5,118 11 102 46 83,76
5,104 111 38 94 3,94
5,44 80 71 109 3,5
5,81 96 83 112 59,47
5,82 50 112 85 102,4
5,31 102 97 108 13,38
5,62 74 85 99 59,13
5,5 32 9 85 63,43
5,107 55 10 82 115,62
5,83 104 26 72 1,102
5,109 108 104 85 93,53
5,97 52 73 64 63,50
5,10 51 108 88 9,14
5,44 107 26 47 84,50
5,21 74 26 8 18,4
5,104 34 4 17 20,35
5,72 106 22 66 3,86
5,14 95 93 107 89,112
5,9 50 21 64 61,16
5,116 5 97 23 94,90
5,77 11 85 5 1,59
5,36 6 21 108 0,13
5,66 33 63 63 118,46
5,33 113 91 99 106,35
5,8 93 4 41 104,33
5,66 0 94 15 46,65
5,83 8 14 47 118,89
5,43 44 19 7 114,28
5,36 1 16 15 59,64
5,7 38 62 67 75,68
5,6 8 44 87 52,97
5,102 112 26 67 84,52
5,104 11 32 18 62,72
5,17 65 25 115 61,57
5,118 114 89 96 34,90
5,75 36 102 3 37,110
5,47 16 83 82 60,42
5,91 77 41 119 94,17
5,100 1 45 11 56,118
5,111 105 79 113 72,55
5,103 112 78 78 105,28
5,15 24 119 87 83,87
5,117 85 44 66 69,30
5,1 41 94 48 102,112
5,76 91 71 3 105,98
5,66 81 63 7 95,33
5,25 118 15 74 37,79
5,18 101 106 74 24,116
5,1 22 93 30 62,47
5,16 63 8 19 114,58
5,22 57 88 93 79,23
5,51 6 14 92 117,7
5,8 18 81 58 61,14
5,43 101 115 74 64,48
5,114 65 76 98 46,78
5,85 98 56 55 46,83
5,20 118 65 80 29,2
5,54 50 79 52 104,106
5,14 2 66 17 53,58
5,73 64 96 62 51,43
5,65 44 4 63 79,69
5,48 105 97 116 59,115
5,94 96 3 25 48,63
5,93 81 83 99 25,9
5,54 115 52 63 85,18
5,112 10 3 64 4,50
5,15 46 27 61 56,34
5,100 2 78 43 100,96
5,60 15 98 106 6,105
5,55 106 51 50 83,92
5,118 81 8 70 2,43
5,81 74 67 108 81,20
5,108 94 48 94 99,46
5,71 8 84 40 58,14
5,88 71 84 12 85,99
5,18 14 100 92 52,10
5,59 8 76 94 113,48
5,11 68 44 55 41,76
5,0 22 87 89 68,4
5,73 11 21 76 35,80
5,4 11 103 22 77,102
5,92 30 0 58 97,13
5,8 64 56 48 9,2
5,53 64 103 86 25,113
5,103 66 23 102 13,57
5,94 63 54 73 10,25
5,4 105 66 76 50,55
5,90 46 78 5 0,84
5,49 60 83 76 17,71
5,105 73 0 82 47,107
5,111 56 91 109 62,117
5,24 44 91 39 40,69
5,12 8 89 31 10,63
5,34 31 79 0 41,96
5,4 100 14 95 110,88
5,79 98 98 1 77,46
5,35 115 63 12 74,83
5,3 58 96 42 105,52
5,91 26 93 49 75,117
5,2 6 106 42 82,54
5,9 64 1 43 31,16
5,9 2 65 92 41,19
5,98 5 27 1 36,114
5,33 106 22 69 35,115
5,33 0 86 98 98,25
5,19 80 106 33 6,114
5,71 82 103 54 55,92
5,64 78 99 111 101,40
5,68 18 119 113 40,102
5,32 110 56 51 97,80
5,77 88 25 17 104,51
5,76 57 51 34 90,41
5,86 37 87 23 28,71
5,64 45 79 79 94,115
5,94 25 117 29 88,71
5,93 16 96 40 13,78
5,5 62 75 16 103,31
5,28 8 63 19 77,88
5,111 8 22 87 21,43
5,27 87 114 86 90,27
5,27 5 33 71 82,55
5,0 33 56 84 101,0
5,11 20 4 83 17,115
5,77 6 36 117 93,91
5,44 11 81 57 35,66
5,65 104 39 119 83,57
5,53 43 98 118 110,6
5,41 25 70 70 108,60
5,31 76 16 73 111,11
5,81 6 104 109 51,23
5,43 80 100 25 64,29
5,79 85 80 114 55,69
5,28 73 10 52 12,99
5,29 104 76 119 13,108
5,83 82 21 88 64,35
5,12 74 62 73 29,31
5,31 112 99 16 40,41
5,37 60 100 50 51,114
5,67 71 46 47 118,42
5,89 2 66 62 26,62
5,56 11 74 88 9,78
5,108 27 42 77 118,8
5,12 37 25 1 78,118
5,80 32 44 12 45,40
5,38 36 74 89 77,75
5,14 28 33 77 4,29
5,83 83 74 53 61,78
5,9 111 100 1 17,9
5,37 58 46 36 48,90
5,110 23 77 82 93,35
5,51 8 119 6 75,78
5,62 94 20 45 60,47
5,84 80 92 25 84,11
5,102 6 37 16 53,28
5,6 99 17 63 119,100
5,50 23 27 105 5,34
5,53 22 18 24 10,102
5,16 112 61 107 11,117
5,85 116 50 47 67,111
5,112 52 33 43 72,3
5,23 62 102 110 101,96
5,110 27 45 81 87,49
5,87 107 89 74 12,69
5,113 34 15 118 52,16
5,50 9 2 73 38,50
5,35 45 72 43 21,51
5,22 33 119 4 92,38
5,43 97 10 56 54,42
5,21 73 74 46 33,49
5,81 67 78 70 6,63
5,33 7 111 61 15,83
5,95 81 49 61 78,17
5,32 37 61 65 74,109
5,18 10 53 19 69,7
5,117 16 1 35 4,53
5,74 52 103 18 13,34
5,4 79 113 22 26,66
5,111 97 49 81 43,6
5,91 14 23 9 100,39
5,76 56 52 48 43,38
5,89 15 19 78 15,3
5,23 42 99 55 20,15
5,50 14 27 104 13,81
5,83 17 10 75 37,94
5,61 27 24 94 64,113
5,81 24 117 65 59,31
5,20 37 113 5 27,6
5,112 32 70 82 60,74
5,76 12 88 91 105,4
5,40 43 113 49 40,118
5,14 100 64 93 27,20
5,50 34 14 60 75,66
5,107 109 88 54 49,59
5,100 119 75 81 53,90
5,113 11 97 28 61,16
5,54 23 45 67 38,53
5,85 113 104 59 30,10
5,78 115 72 3 25,101
5,11 91 102 5 21,64
5,91 6 84 73 32,68
5,44 68 114 90 46,111
5,20 10 71 22 26,12
5,96 31 21 78 103,33
5,65 43 6 0 89,28
5,9 34 53 117 30,9
5,114 78 28 59 107,82
5,39 43 18 4 111,44
5,13 10 81 113 83,33
5,105 63 34 63 3,109
5,6 91 56 26 74,46
5,116 51 60 26 109,95
5,36 43 106 13 55,115
5,60 48 15 43 7,24
5,62 113 56 113 26,87
5,98 34 103 84 107,74
5,80 53 5 57 83,118
5,47 97 44 46 43,71
5,43 88 10 65 82,51
5,99 93 66 72 6,43
5,113 79 20 64 60,4
5,113 81 62 64 118,17
5,104 14 12 97 46,99
5,64 85 18 88 27,109
5,104 0 64 21 30,39
5,24 61 92 52 76,15
5,111 40 35 61 47,99
5,68 1 48 70 90,34
5,23 16 112 118 6,67
5,5 102 57 6 65,39
5,73 27 102 105 10,48
5,15 83 100 107 11,36
5,41 35 35 106 32,11
5,114 108 108 59 1,71
5,117 32 48 21 112,83
5,118 76 55 91 27,85
5,104 9 18 57 62,12
5,22 21 94 1 86,65
5,19 7 14 85 78,92
5,101 18 84 24 11,20
5,82 17 82 52 11,32
5,49 4 26 114 15,108
5,109 101 106 13 101,9
5,9 69 38 9 75,3
5,110 42 92 39 23,5
5,53 108 115 62 98,102
