length,input,target
2,23 11,12
2,9 68,80
2,70 112,36
2,115 113,24
2,59 112,23
2,110 1,111
2,16 100,48
2,17 13,8
2,97 10,104
2,86 71,42
2,15 11,7
2,74 19,90
2,59 97,6
2,24 116,114
2,63 88,102
2,18 101,74
2,32 41,53
2,99 71,56
2,119 82,37
2,81 49,62
2,105 66,52
2,8 18,21
2,71 111,16
2,74 84,32
2,70 15,50
2,34 42,63
2,114 108,53
2,9 112,40
2,114 5,119
2,31 80,108
2,42 29,107
2,41 42,73
2,69 107,22
2,47 9,38
2,103 41,38
2,109 80,85
2,70 99,32
2,17 61,108
2,15 73,100
2,108 12,104
2,112 27,66
2,12 109,102
2,88 5,86
2,97 3,101
2,47 54,93
2,58 26,31
2,95 19,76
2,93 106,21
2,69 75,86
2,59 41,37
2,10 16,2
2,92 97,64
2,46 104,71
2,38 84,6
2,30 56,8
2,47 83,67
2,43 42,110
2,97 21,111
2,53 6,67
2,89 50,117
2,96 48,42
2,8 35,65
2,43 117,64
2,53 18,55
2,89 19,74
2,99 83,72
2,81 53,61
2,73 18,84
2,61 92,107
2,35 51,106
2,6 12,14
2,4 108,90
2,20 10,9
2,2 31,37
2,62 93,22
2,24 11,35
2,50 2,48
2,111 53,43
2,17 37,84
2,13 41,95
2,92 53,38
2,106 20,113
2,19 4,20
2,66 103,95
2,44 45,118
2,117 47,74
2,51 48,85
2,15 105,39
2,62 83,16
2,64 71,103
2,40 36,73
2,14 53,52
2,108 98,91
2,19 113,57
2,66 4,70
2,21 17,12
2,44 73,5
2,0 78,78
2,1 117,93
2,41 117,9
2,9 112,40
2,66 72,34
2,59 8,71
2,63 57,40
2,38 2,36
2,9 63,95
2,15 80,118
2,99 65,62
2,34 31,69
2,84 17,82
2,5 42,31
2,27 80,100
2,46 118,50
2,47 89,61
2,5 18,7
2,43 102,68
2,4 10,22
2,89 30,71
2,14 42,91
2,93 103,23
2,19 45,111
2,101 60,88
2,6 113,107
2,31 1,30
2,116 37,77
2,113 102,11
2,28 117,85
2,110 43,64
2,54 67,21
2,52 49,109
2,28 106,74
2,25 36,18
2,31 110,74
2,116 60,29
2,49 110,78
2,26 86,60
2,8 68,94
2,46 40,98
2,76 17,81
2,109 11,97
2,37 31,72
2,52 12,55
2,94 58,69
2,36 50,0
2,93 17,84
2,98 47,12
2,11 95,83
2,88 73,14
2,65 71,97
2,59 15,64
2,95 16,79
2,79 79,107
2,86 101,114
2,39 113,11
2,112 13,98
2,103 92,87
2,100 64,81
2,27 114,68
2,76 100,62
2,69 39,116
2,53 109,45
2,40 92,8
2,116 109,58
2,72 112,105
2,73 96,60
2,112 42,59
2,88 34,69
2,64 67,104
2,45 78,93
2,61 9,52
2,55 64,23
2,8 60,78
2,119 39,80
2,89 11,90
2,100 34,15
2,103 63,12
2,62 25,87
2,112 72,21
2,61 78,118
2,16 34,94
2,103 67,11
2,30 84,72
2,19 60,37
2,87 98,12
2,97 109,59
2,89 38,59
2,14 13,3
2,65 56,117
2,51 39,22
2,114 75,42
2,11 119,41
2,87 118,19
2,91 89,49
2,70 9,60
2,43 1,42
2,85 46,59
2,66 97,89
2,37 117,70
2,71 10,61
2,1 60,66
2,66 103,95
2,54 80,78
2,36 38,84
2,99 100,46
2,49 76,112
2,7 44,62
2,51 50,88
2,115 15,108
2,21 16,13
2,113 75,46
2,59 111,19
2,35 83,85
2,95 101,12
2,18 104,92
2,7 116,94
2,71 73,34
2,61 24,85
2,114 1,115
2,112 12,99
2,3 40,44
2,65 16,54
2,107 107,0
2,54 113,100
2,109 63,14
2,103 12,116
2,28 104,76
2,74 65,58
2,95 70,48
2,51 98,32
2,97 76,94
2,25 15,45
2,41 115,7
2,54 93,92
2,97 90,88
2,24 112,113
2,26 91,69
2,81 90,100
2,33 114,18
2,101 117,30
2,25 24,1
2,55 18,62
2,23 42,103
2,75 88,111
2,55 46,41
2,2 62,86
2,57 96,6
2,13 58,38
2,28 79,48
2,31 22,41
2,3 77,99
2,110 92,15
2,87 78,113
2,97 108,58
2,30 60,12
2,14 80,38
2,43 63,17
2,91 59,18
2,119 42,77
2,70 78,21
