seed,input,target
40699,35 53 18,35 18 6
40699,9 49 50,9 48 28
40699,48 35 36,48 3 39
40699,14 14 1,14 8 9
40699,51 22 14,51 33 27
40699,50 6 2,50 56 58
40699,24 0 29,24 24 3
40699,9 42 47,9 41 38
40699,27 5 24,27 22 6
40699,47 29 29,47 16 45
40699,20 9 29,20 29 8
40699,31 14 14,31 25 39
40699,43 36 20,43 9 29
40699,9 19 36,9 18 54
40699,56 42 42,56 18 20
40699,53 47 41,53 10 21
40699,2 15 19,2 17 6
40699,56 58 23,56 4 27
40699,18 46 15,18 24 39
40699,30 52 13,30 12 5
40699,41 37 45,41 8 43
40699,28 32 43,28 10 23
40699,22 53 19,22 45 54
40699,30 10 16,30 20 36
40699,40 57 54,40 27 41
40699,13 37 54,13 50 4
40699,18 23 4,18 41 45
40699,57 45 57,57 12 39
40699,43 27 28,43 10 48
40699,23 1 38,23 24 12
40699,50 21 0,50 31 31
40699,1 6 3,1 7 0
40699,41 23 2,41 14 16
40699,22 6 28,22 28 6
40699,33 12 59,33 25 44
40699,10 35 24,10 55 39
40699,41 0 18,41 41 59
40699,50 33 10,50 23 33
40699,49 43 55,49 32 17
40699,30 59 29,30 19 48
40699,31 35 49,31 46 35
40699,16 58 54,16 34 18
40699,35 25 26,35 50 36
40699,41 57 0,41 28 28
40699,52 29 37,52 31 48
40699,0 1 42,0 1 43
40699,46 42 10,46 38 28
40699,3 48 34,3 41 5
40699,10 27 25,10 47 12
40699,16 51 51,16 37 18
40699,36 13 56,36 29 45
40699,25 1 8,25 26 24
40699,22 52 36,22 44 0
40699,2 52 35,2 54 29
40699,48 48 1,48 36 37
40699,16 12 59,16 8 57
40699,39 40 39,39 9 38
40699,52 43 56,52 15 31
40699,40 12 1,40 52 53
40699,33 32 14,33 45 59
40699,23 7 31,23 20 11
40699,48 53 52,48 21 43
40699,35 29 37,35 54 21
40699,46 14 32,46 50 22
40699,51 14 4,51 45 49
40699,35 32 42,35 47 39
40699,22 6 41,22 28 59
40699,27 7 59,27 24 43
40699,43 19 42,43 52 14
40699,59 33 30,59 22 12
40699,28 1 9,28 29 28
40699,35 41 47,35 6 43
40699,9 53 23,9 52 35
40699,6 2 40,6 8 48
40699,40 42 1,40 32 33
40699,23 12 1,23 35 36
40699,45 43 19,45 38 27
40699,55 18 0,55 43 43
40699,1 10 27,1 11 48
