seed,input,target
137030,49 3 58 52 32,49 54 40 0 32
137030,29 16 40 51 2,29 23 11 21 23
137030,35 45 7 31 58,35 12 22 32 13
137030,14 9 52 47 52,14 15 54 18 30
137030,54 20 21 46 34,54 28 22 38 51
137030,19 44 10 3 37,19 5 2 9 36
137030,12 56 35 23 39,12 44 48 7 57
137030,42 51 20 6 44,42 16 33 32 9
137030,45 23 41 8 16,45 55 42 46 52
137030,40 3 8 42 28,40 43 38 35 46
137030,37 6 19 11 24,37 39 15 23 41
137030,44 37 46 25 35,44 20 25 44 48
137030,33 52 58 6 39,33 21 44 40 53
137030,46 23 16 36 52,46 49 4 12 37
137030,33 30 32 29 40,33 7 34 23 11
137030,0 3 16 59 8,0 3 29 8 0
137030,17 57 55 18 27,17 36 27 22 34
137030,41 46 27 33 26,41 3 15 9 12
137030,3 26 42 58 21,3 13 31 11 51
137030,10 37 11 28 21,10 12 20 59 38
137030,44 35 41 7 10,44 48 25 35 25
137030,3 9 15 11 52,3 7 42 41 29
137030,46 37 18 54 41,46 31 47 16 54
137030,0 20 25 29 56,0 20 52 28 57
137030,42 47 37 48 31,42 51 45 32 50
137030,54 48 17 1 29,54 47 55 56 43
137030,40 7 25 35 38,40 47 30 9 37
137030,9 52 34 29 34,9 34 20 57 1
137030,7 41 57 1 59,7 58 26 24 58
137030,13 35 32 8 39,13 47 24 32 7
137030,32 27 7 1 30,32 59 52 51 8
137030,17 18 8 16 1,17 24 32 45 46
137030,0 33 27 46 42,0 33 10 20 34
137030,27 53 8 43 18,27 41 37 15 31
137030,43 0 19 6 17,43 43 24 30 38
137030,48 59 2 58 36,48 43 44 0 36
137030,30 27 28 9 11,30 7 32 28 33
137030,31 1 1 19 34,31 32 30 39 9
137030,33 36 20 0 16,33 44 27 27 14
137030,36 50 16 9 43,36 32 45 44 22
137030,41 16 20 41 47,41 21 56 3 58
137030,9 45 14 45 41,9 42 31 49 36
137030,49 15 50 55 42,49 5 13 57 26
137030,13 33 55 12 53,13 46 2 14 25
137030,59 4 56 0 55,59 55 1 1 31
137030,51 26 52 57 6,51 10 47 13 15
137030,0 7 27 39 5,0 7 30 19 17
137030,21 35 45 47 13,21 7 51 42 32
137030,41 4 45 29 30,41 45 16 42 11
137030,37 54 50 38 22,37 56 21 28 23
137030,52 0 27 9 45,52 52 29 24 47
137030,39 59 5 30 10,39 54 50 41 44
137030,50 33 29 16 47,50 44 54 24 46
137030,4 26 19 46 21,4 38 5 40 13
137030,20 30 3 21 54,20 55 52 20 9
137030,18 18 27 26 26,18 46 23 40 30
137030,1 30 39 4 55,1 45 23 18 25
137030,30 12 19 59 6,30 42 33 18 23
137030,8 1 56 15 4,8 6 52 17 21
137030,14 4 27 4 45,14 23 46 40 50
137030,1 18 45 3 46,1 21 31 28 9
137030,35 32 24 17 19,35 39 6 41 14
137030,38 20 47 51 32,38 3 58 32 48
137030,39 38 59 13 3,39 32 14 1 6
137030,33 23 49 34 23,33 53 11 41 15
137030,46 43 13 1 6,46 29 16 17 12
137030,8 3 27 13 18,8 11 45 58 38
137030,57 50 18 9 29,57 22 58 56 43
137030,35 55 14 6 36,35 8 37 39 31
137030,13 20 13 34 37,13 5 25 39 30
137030,47 8 7 33 20,47 36 46 13 5
137030,35 15 13 56 59,35 59 46 0 59
137030,29 12 33 39 56,29 17 58 8 34
137030,15 48 28 34 5,15 52 27 6 2
137030,15 11 4 47 17,15 23 18 54 25
137030,52 34 47 14 51,52 31 48 11 21
137030,8 9 1 43 43,8 4 3 52 3
137030,45 42 24 39 25,45 13 39 28 42
137030,59 49 49 56 18,59 10 37 55 32
137030,6 9 13 3 9,6 11 49 54 59
137030,11 32 18 5 19,11 43 25 31 46
137030,24 6 34 0 46,24 30 11 11 29
137030,58 6 8 53 55,58 50 52 39 48
137030,17 51 44 26 15,17 43 2 50 8
137030,15 29 27 44 29,15 5 54 13 38
137030,57 7 31 58 29,57 54 0 58 19
137030,41 59 20 6 36,41 26 1 9 38
137030,0 6 22 9 43,0 6 46 38 33
137030,37 43 35 45 34,37 15 11 27 6
137030,10 3 4 39 50,10 5 11 33 16
137030,55 16 10 37 38,55 28 35 16 51
137030,10 27 57 17 37,10 33 19 44 20
137030,19 56 40 57 2,19 54 15 58 59
137030,24 29 4 49 49,24 14 23 28 56
137030,42 44 47 48 12,42 48 31 4 25
137030,30 19 20 56 26,30 39 17 45 7
137030,34 26 23 40 44,34 16 26 14 47
137030,0 43 52 56 42,0 43 55 1 57
137030,36 39 56 1 37,36 50 31 32 5
137030,2 42 13 12 17,2 33 56 35 57
137030,0 47 43 58 13,0 47 5 19 39
137030,29 25 57 36 18,29 56 14 39 16
137030,27 15 4 29 42,27 12 17 56 8
137030,32 4 19 28 15,32 33 57 7 42
137030,21 31 6 15 16,21 5 7 42 26
137030,38 0 41 6 36,38 38 24 30 16
137030,41 48 8 5 40,41 31 33 24 36
137030,14 54 49 30 19,14 34 43 13 4
137030,42 23 6 59 42,42 29 31 9 39
137030,37 43 46 13 22,37 15 47 57 39
137030,57 41 30 28 20,57 31 22 35 51
137030,45 5 52 58 3,45 37 49 18 13
137030,42 37 48 17 25,42 57 23 59 34
137030,55 0 59 57 31,55 55 6 54 0
137030,56 48 1 3 41,56 22 23 20 30
137030,36 3 4 44 14,36 39 37 17 28
137030,15 39 14 47 2,15 43 32 2 1
137030,36 23 16 15 43,36 5 35 59 16
137030,29 25 22 3 42,29 56 28 31 52
137030,46 9 11 33 9,46 38 40 25 27
137030,20 8 18 2 8,20 15 31 30 29
137030,40 46 9 44 51,40 48 57 24 49
137030,48 8 50 23 50,48 56 21 59 9
137030,27 26 34 13 8,27 4 47 57 55
137030,28 2 45 0 0,28 29 37 37 37
137030,46 41 38 40 28,46 33 43 3 17
137030,14 41 19 54 56,14 37 0 54 36
137030,9 55 29 46 4,9 29 51 43 39
137030,0 49 38 51 27,0 49 46 11 45
137030,45 52 44 19 5,45 33 36 9 0
137030,59 51 15 15 31,59 8 45 50 39
137030,6 23 22 34 53,6 47 52 31 8
137030,26 0 42 32 50,26 26 22 30 55
137030,38 2 19 39 23,38 36 9 45 55
137030,23 23 44 38 15,23 54 13 29 22
137030,40 11 44 57 17,40 38 34 37 5
137030,42 28 49 1 51,42 5 14 13 48
137030,16 22 33 28 28,16 25 40 29 53
137030,55 49 59 55 8,55 9 31 1 10
137030,11 23 11 29 53,11 52 57 6 59
137030,39 31 49 43 47,39 3 36 51 42
137030,58 30 22 41 15,58 14 5 43 28
137030,34 20 53 15 37,34 50 24 0 37
137030,59 55 13 15 22,59 4 24 0 22
137030,20 53 26 42 3,20 7 24 40 43
137030,39 48 7 25 18,39 58 48 22 58
137030,18 41 15 51 16,18 59 44 4 31
137030,34 52 36 56 33,34 46 32 21 6
137030,1 26 46 17 50,1 37 21 50 34
137030,6 24 25 0 10,6 13 40 40 37
137030,21 43 27 52 21,21 26 49 12 6
137030,22 49 58 20 58,22 0 58 37 51
137030,41 29 45 42 58,41 52 8 21 44
137030,35 44 17 8 55,35 18 37 41 34
137030,48 51 20 30 17,48 38 3 21 50
137030,0 50 15 23 23,0 50 8 43 33
137030,20 26 46 7 41,20 51 43 36 49
137030,55 16 18 25 50,55 28 12 29 4
137030,23 1 16 17 35,23 21 49 3 20
137030,59 4 1 54 9,59 55 56 20 13
137030,11 25 5 28 32,11 37 44 55 18
137030,45 17 38 45 26,45 49 46 25 43
137030,24 12 33 51 30,24 3 18 31 22
137030,21 12 15 35 57,21 51 14 56 14
137030,58 40 54 20 25,58 6 51 19 27
137030,56 7 25 25 50,56 50 46 19 51
137030,24 10 38 55 39,24 34 4 59 20
137030,11 19 15 52 29,11 56 32 20 57
137030,56 0 29 17 35,56 56 43 29 50
137030,26 37 46 53 31,26 17 7 20 56
137030,35 20 21 38 27,35 51 17 1 39
137030,36 11 47 33 9,36 44 14 55 49
137030,10 33 0 6 8,10 30 30 28 26
137030,44 48 35 30 49,44 7 29 59 10
137030,54 4 44 0 0,54 48 28 28 28
137030,23 43 2 39 8,23 8 7 57 55
137030,17 47 0 13 34,17 8 8 36 15
137030,8 31 46 34 24,8 53 24 21 2
137030,50 10 55 20 15,50 56 19 38 11
137030,8 19 59 12 6,8 41 26 5 7
137030,4 35 13 54 33,4 46 59 5 51
137030,38 55 29 27 2,38 21 11 45 47
137030,26 38 47 12 59,26 16 50 11 16
137030,21 51 4 50 15,21 46 40 8 45
137030,56 28 40 22 47,56 42 54 30 21
137030,51 25 35 49 45,51 11 40 7 51
137030,52 31 22 59 22,52 24 9 31 36
137030,36 0 28 55 27,36 36 14 33 10
137030,8 33 17 57 43,8 54 25 22 44
137030,53 53 43 11 41,53 0 43 45 22
137030,0 8 5 34 15,0 8 10 32 47
137030,48 23 55 45 33,48 7 16 48 20
137030,31 13 36 17 34,31 44 19 44 49
137030,40 5 41 37 45,40 42 55 46 25
137030,21 55 46 15 6,21 38 27 12 21
137030,13 47 39 21 0,13 35 22 48 48
137030,5 17 4 59 1,5 34 27 45 46
137030,18 14 58 45 36,18 40 9 42 59
