length,input,target
16,69 2 19 8 36 1 9 115 39 11 53 20 82 39 68 60,20
16,13 119 11 25 91 21 12 74 2 26 39 85 5 16 52 88,98
16,102 28 74 59 64 27 96 70 49 11 1 91 52 37 94 79,55
16,76 23 106 79 56 0 25 41 35 53 36 94 25 72 56 55,61
16,94 78 74 116 67 45 20 32 50 55 6 58 73 53 0 92,51
16,60 19 50 85 60 92 67 61 92 68 104 61 3 47 0 80,54
16,23 24 18 99 77 91 41 101 71 77 32 117 100 62 41 19,113
16,93 61 24 25 22 114 40 2 87 118 76 67 85 2 58 116,83
16,19 57 101 72 33 33 104 100 51 6 0 103 118 68 18 7,30
16,114 6 12 3 47 85 39 113 15 54 54 102 96 114 85 4,32
16,59 67 89 45 100 61 86 64 6 72 4 116 23 86 5 93,12
16,49 42 119 110 117 90 29 32 83 75 76 41 18 107 99 20,107
16,0 21 88 26 72 72 27 83 104 67 46 26 74 56 13 102,94
16,52 56 6 72 66 32 62 8 96 61 74 10 115 112 108 96,88
16,79 107 108 102 118 34 112 99 69 50 92 20 91 20 20 57,104
16,7 67 111 25 55 59 38 32 104 52 108 31 20 97 18 87,88
16,70 52 1 70 75 36 91 108 103 33 82 113 77 111 35 38,104
16,35 50 69 84 35 27 70 45 74 87 106 42 114 81 39 39,81
16,2 70 30 61 87 13 48 27 105 98 33 3 18 114 76 37,28
16,51 22 24 77 19 8 103 90 114 29 40 42 43 29 66 45,111
16,32 119 19 74 65 32 80 23 14 33 103 7 114 0 3 54,113
16,10 74 18 85 46 106 42 27 69 110 109 60 33 2 37 18,13
16,115 53 107 54 15 113 25 114 111 38 64 41 85 31 64 81,118
16,48 70 0 26 81 39 38 97 69 52 5 73 16 94 111 75,64
16,65 22 55 6 20 66 69 64 10 9 108 105 5 19 10 38,90
16,5 79 69 14 65 90 87 114 78 43 14 89 105 95 0 21,119
16,89 108 14 70 37 28 10 17 78 67 42 76 45 100 49 23,27
16,20 39 6 118 118 27 6 30 66 112 8 116 37 3 90 61,15
16,116 86 97 32 23 104 89 101 101 84 67 4 27 72 117 84,53
16,119 34 61 114 51 92 103 118 90 104 47 50 54 75 8 61,84
16,40 25 51 118 33 86 47 63 66 39 36 85 103 48 53 119,80
16,35 26 51 41 58 50 91 20 83 3 99 103 110 42 65 44,111
16,7 113 113 85 14 119 23 102 46 56 70 31 9 43 42 100,82
16,9 66 79 83 84 17 78 12 18 40 7 75 31 113 17 63,12
16,25 75 76 18 112 8 44 14 5 45 16 51 21 6 45 105,1
16,25 112 58 87 15 82 80 63 107 97 26 18 117 82 87 22,99
16,31 64 50 43 63 37 1 69 99 56 72 8 60 68 76 101,30
16,20 84 119 23 96 5 63 93 46 85 42 28 18 72 33 70,86
16,6 94 29 12 98 30 30 18 48 65 48 70 44 82 28 71,79
16,70 4 94 35 58 56 7 112 7 58 94 5 74 113 104 27,57
16,73 119 109 20 96 38 38 35 86 69 34 11 44 0 36 65,77
16,88 106 71 109 33 73 62 60 29 37 101 61 115 60 25 92,102
16,53 63 53 67 24 112 70 16 83 9 6 93 115 96 1 80,9
16,80 87 1 73 114 76 87 10 78 108 69 104 67 108 105 83,37
16,27 82 86 16 72 11 41 119 10 56 94 100 16 100 87 33,55
16,28 40 23 111 2 0 101 29 54 92 39 90 101 68 115 41,8
16,38 32 61 72 60 73 114 23 99 6 43 68 118 102 59 71,71
