length,input,target
14,66 85 7 32 7 88 44 47 71 93 58 48 68 59,17
14,94 64 35 49 78 27 10 84 85 2 26 72 27 61,26
14,52 73 10 6 78 13 69 26 39 83 79 43 29 51,19
14,24 19 77 28 31 16 24 7 82 44 19 70 29 26,20
14,64 89 50 6 35 3 86 91 12 31 16 66 39 54,94
14,42 34 42 36 67 58 32 25 36 34 67 17 23 29,54
14,37 81 34 6 19 37 19 64 51 75 88 36 29 75,11
14,79 82 64 64 45 43 44 91 54 95 14 92 29 44,88
14,29 10 71 27 94 68 61 29 69 46 28 2 54 66,82
14,20 83 85 50 38 14 85 48 42 89 56 44 18 33,89
14,42 1 23 65 3 30 69 67 76 75 23 26 46 29,47
14,56 63 35 49 46 86 55 5 33 35 70 85 33 61,64
14,48 52 61 77 26 31 39 95 20 57 65 14 7 64,16
14,23 91 1 3 6 72 54 4 63 22 48 45 45 15,8
14,27 30 44 79 66 60 63 69 84 18 46 13 44 37,60
14,40 48 88 61 36 28 6 26 75 37 95 34 29 46,53
14,35 53 71 14 3 78 88 73 12 56 29 11 40 78,57
14,62 6 95 53 53 28 48 34 71 65 67 80 78 62,82
14,90 81 24 1 1 49 65 44 70 83 36 44 54 85,19
14,26 76 64 9 77 84 75 50 5 10 6 27 16 33,34
14,4 3 18 1 22 79 92 19 86 86 15 88 36 89,58
14,8 63 30 24 48 41 8 14 44 52 48 26 64 30,16
14,4 95 79 17 95 37 48 10 57 84 37 52 39 57,7
14,89 90 92 62 91 20 56 90 0 54 47 88 30 92,33
14,15 87 53 72 66 28 37 44 1 8 68 56 41 2,46
14,53 45 59 48 15 53 20 16 19 0 93 47 70 78,20
14,78 21 10 42 33 67 32 0 23 25 86 38 40 68,43
14,79 81 63 52 8 67 36 90 77 60 76 31 48 1,77
14,24 94 73 41 93 4 86 29 13 50 51 81 49 62,74
14,46 82 7 24 38 29 21 94 29 79 17 46 15 13,0
14,57 80 51 28 39 39 18 10 39 60 56 64 34 16,35
14,19 94 63 64 12 21 69 64 8 45 42 93 57 73,92
14,34 80 20 56 18 94 92 42 79 74 70 18 85 35,81
14,47 85 65 95 76 87 69 23 1 44 0 91 4 66,49
14,56 63 36 59 8 27 79 5 7 49 32 9 70 47,55
14,69 0 85 75 80 46 34 18 64 47 28 1 81 44,8
14,53 59 23 85 61 25 89 59 59 94 67 29 24 71,34
14,62 61 43 74 46 53 43 50 71 19 50 84 25 46,27
14,45 18 5 12 92 12 14 59 55 58 1 69 83 86,81
14,10 49 27 83 39 0 26 32 44 32 76 28 51 24,73
14,51 88 84 36 4 12 26 64 7 78 30 11 38 17,66
14,52 63 49 53 75 19 92 89 43 76 86 21 85 12,67
14,79 42 0 62 92 52 40 59 26 37 80 79 71 51,58
14,35 48 5 9 37 65 74 26 63 21 90 50 66 20,81
14,72 54 76 44 6 41 12 59 5 90 16 43 53 18,73
14,5 64 67 80 76 68 36 9 84 11 72 66 8 29,35
14,79 54 41 45 2 51 7 3 33 63 82 83 88 79,94
14,9 53 43 76 21 54 61 44 75 11 15 26 48 73,37
