length,input,target
7,76 10 55 72 61 106 8,53
7,2 58 9 90 86 107 49,51
7,91 70 44 63 20 47 97,57
7,16 21 46 23 74 87 103,29
7,17 65 112 114 99 102 70,79
7,18 96 27 1 81 41 111,98
7,16 29 115 72 80 85 18,69
7,49 90 4 16 27 70 45,18
7,109 10 77 35 10 99 99,0
7,54 114 31 29 94 56 106,90
7,17 104 0 60 14 90 26,51
7,63 52 8 97 27 6 58,108
7,52 14 15 16 52 86 98,15
7,67 4 37 29 70 86 20,21
7,10 83 24 24 117 96 32,20
7,104 25 107 58 70 87 61,71
7,5 110 114 86 85 0 20,88
7,83 94 13 46 47 66 89,19
7,117 6 17 60 20 0 8,22
7,118 116 113 28 102 119 79,58
7,19 52 75 71 115 40 103,63
7,106 118 42 74 87 23 73,2
7,91 43 52 104 80 117 81,11
7,113 86 22 9 51 103 103,58
7,41 45 32 87 96 22 16,14
7,73 111 54 14 38 119 9,87
7,64 91 79 33 50 118 92,79
7,97 109 36 110 61 92 60,41
7,102 36 116 63 112 14 69,104
7,29 39 24 59 68 22 119,17
7,115 107 99 117 77 8 56,47
7,64 25 50 78 9 18 4,61
7,108 117 19 39 118 102 12,0
7,9 82 40 50 110 26 27,44
7,39 94 68 8 43 68 103,94
7,96 78 63 2 118 8 96,33
7,26 106 50 109 44 66 64,47
7,74 7 38 66 30 82 43,52
7,5 27 32 117 54 40 103,111
7,109 80 112 96 104 74 88,28
7,19 105 37 29 41 98 115,26
7,99 17 44 112 104 104 96,63
7,82 87 57 103 42 52 27,98
7,119 6 90 85 16 111 110,60
7,69 27 100 45 100 61 92,23
7,86 93 48 49 45 44 104,90
7,62 110 74 4 119 115 83,22
7,114 51 62 19 43 111 102,81
7,52 100 73 81 79 34 83,42
7,24 100 19 55 87 82 104,68
7,25 113 30 101 7 108 112,103
7,119 101 33 76 3 88 59,5
7,88 109 90 89 110 21 118,92
7,17 77 4 73 62 46 103,64
7,111 36 58 15 27 109 59,59
7,103 25 112 52 11 93 77,25
7,44 115 40 54 53 94 100,115
7,91 18 96 42 68 6 113,46
7,119 108 70 53 88 49 83,101
7,17 29 68 100 36 77 34,29
7,77 63 64 113 70 104 67,33
7,115 82 73 30 108 25 1,105
7,29 90 61 98 75 6 3,16
7,110 61 87 52 86 108 27,86
7,91 77 8 99 99 1 41,112
7,91 88 54 77 106 58 112,91
7,66 8 88 96 9 45 67,72
7,116 78 42 15 52 60 36,118
7,23 118 62 39 58 6 84,0
7,68 65 61 100 85 114 9,94
7,80 97 25 86 87 16 36,23
7,30 67 45 67 82 4 31,22
7,29 61 79 62 83 11 71,100
7,16 36 62 3 75 60 0,80
7,89 106 43 5 57 54 22,85
7,77 49 45 89 14 102 27,64
7,61 3 17 56 3 103 58,1
7,112 117 43 56 106 82 44,100
7,16 97 52 79 42 71 116,68
7,98 61 17 22 8 93 44,10
7,48 66 118 21 31 104 19,25
7,112 45 22 30 13 86 87,102
7,72 106 113 45 118 118 73,44
7,83 100 7 20 75 17 90,75
7,30 117 30 8 48 114 9,27
7,9 12 61 104 0 94 62,18
7,70 55 86 32 68 20 111,68
7,48 91 19 85 116 41 46,28
7,39 8 86 57 71 95 24,67
7,46 29 13 39 17 13 51,51
7,90 95 96 48 8 49 89,107
7,98 18 95 80 30 117 19,105
7,99 47 5 32 82 28 93,78
7,5 114 98 94 65 110 77,13
7,116 47 7 79 23 91 57,96
7,17 11 3 60 97 31 100,109
7,8 62 105 55 87 43 15,100
7,0 2 113 22 35 119 89,30
7,25 89 29 40 96 84 35,1
7,13 87 42 85 61 8 60,6
7,87 25 96 79 117 22 28,39
7,12 25 103 47 16 64 63,97
7,0 47 11 117 97 92 88,44
7,106 40 15 95 43 92 76,23
7,1 84 66 115 19 83 57,14
7,37 29 7 5 12 29 8,5
7,103 1 84 78 71 103 116,100
7,110 23 111 98 85 93 17,43
7,60 36 2 58 12 43 104,30
7,100 35 67 73 12 50 62,117
7,19 27 102 1 6 80 79,45
7,28 5 60 66 52 29 64,66
7,2 115 10 49 62 41 68,48
7,57 54 42 6 31 34 69,69
7,41 44 88 12 43 90 22,55
7,99 15 23 10 3 118 26,64
7,27 109 112 10 68 107 60,18
7,95 12 77 59 36 98 22,59
7,44 47 4 57 105 64 91,114
7,47 8 14 24 21 93 53,17
7,34 24 14 47 68 88 86,46
7,68 71 1 98 7 23 0,119
7,109 57 42 89 96 12 108,119
7,80 84 94 59 107 45 118,31
7,102 102 17 33 36 4 68,93
7,50 102 1 87 30 96 59,8
7,72 88 105 80 6 69 5,32
7,0 92 18 20 43 69 98,13
7,68 1 91 52 99 32 27,111
7,91 56 68 43 113 114 28,79
7,89 81 110 46 24 20 4,8
7,84 27 36 95 6 50 1,5
7,30 82 5 111 83 76 39,29
7,110 34 20 57 110 25 0,31
7,113 26 94 33 35 33 97,32
7,26 23 51 80 74 12 51,9
7,106 50 6 95 55 98 64,32
7,111 59 114 66 96 105 82,105
7,18 62 83 67 70 55 102,88
7,37 82 15 86 4 69 73,40
7,99 74 5 47 85 73 58,5
7,34 104 80 24 35 80 62,5
7,43 36 49 69 16 79 75,100
7,95 18 53 37 47 15 85,74
7,41 65 105 108 118 96 103,114
7,99 109 10 58 14 74 49,91
7,50 58 20 93 9 28 80,98
7,92 119 35 40 98 90 70,87
7,112 62 13 71 72 57 84,80
7,18 29 82 73 88 32 70,112
7,9 79 115 73 50 0 0,24
7,63 57 24 96 67 3 23,33
7,81 43 109 85 38 21 36,93
7,0 74 4 96 84 92 81,108
7,80 30 62 10 28 104 15,7
7,18 42 61 98 2 95 46,61
7,23 75 107 76 84 62 16,73
7,71 17 43 73 23 64 14,13
7,70 27 55 80 95 13 46,70
7,18 74 21 67 19 74 58,1
7,68 21 26 74 85 51 108,18
7,15 117 50 43 18 37 35,79
7,13 91 47 69 79 90 66,0
7,101 38 115 92 44 16 49,33
7,95 72 12 29 3 35 114,63
7,109 79 18 42 108 60 40,38
7,117 62 62 53 7 31 31,85
7,47 22 119 21 37 115 18,52
7,42 81 87 91 1 76 62,110
7,68 4 59 62 48 105 38,12
7,47 58 50 4 2 95 63,40
7,78 96 110 58 76 99 79,30
7,83 1 66 81 65 102 92,108
7,80 1 108 99 90 96 103,3
7,104 33 11 2 8 79 44,92
7,41 116 4 76 119 7 60,65
7,54 88 31 24 45 54 101,116
7,60 13 100 21 106 16 48,109
7,117 36 40 78 43 75 82,58
7,53 99 21 9 20 20 102,111
7,116 36 93 85 119 93 38,106
7,29 104 30 89 73 18 48,47
7,46 12 45 116 87 64 105,68
7,18 101 55 113 116 24 53,76
7,75 2 115 55 1 24 69,27
7,29 106 39 67 41 90 94,104
7,110 104 78 7 53 72 78,31
7,1 112 0 43 48 54 38,50
7,15 69 5 12 51 111 56,51
7,24 25 98 50 94 34 7,117
7,96 8 67 38 118 1 109,92
7,53 74 31 57 55 60 114,23
7,98 12 47 104 119 82 114,50
7,98 94 119 25 62 105 112,53
7,49 119 51 45 9 28 107,39
7,110 115 114 115 15 38 92,97
7,73 31 91 30 100 91 14,12
7,119 50 49 10 37 12 4,101
7,64 103 106 79 84 51 37,49
7,61 101 18 92 1 26 29,97
7,38 99 28 62 47 19 40,93
7,4 46 76 56 33 32 103,100
7,16 83 110 83 74 42 82,98
7,73 41 22 80 55 64 106,87
7,18 29 93 88 110 20 33,53
7,13 15 62 86 56 52 84,117
7,79 0 115 92 37 4 22,36
7,99 15 48 0 108 26 109,47
7,109 0 19 117 24 9 27,40
7,45 67 13 59 98 65 80,16
7,57 28 4 86 20 117 104,22
7,11 108 91 89 112 101 8,26
7,93 32 112 89 81 64 93,61
7,33 109 27 40 117 30 79,32
7,99 23 41 65 90 69 18,10
7,46 80 47 67 101 97 65,47
7,104 55 67 115 14 112 13,4
7,96 41 15 7 95 23 17,59
7,78 20 61 72 95 104 7,58
7,29 116 8 22 54 62 57,100
7,88 38 2 110 85 34 72,48
7,119 44 107 98 6 96 87,46
7,23 58 105 96 24 58 54,17
7,47 78 72 84 11 39 52,12
7,90 59 70 64 88 56 6,83
7,105 24 90 96 83 13 80,50
7,45 91 41 31 97 14 6,47
7,11 48 46 0 119 16 100,89
7,116 23 95 30 64 105 24,53
7,79 3 36 10 28 96 92,101
7,15 1 105 25 21 36 17,35
7,27 78 68 77 13 106 39,20
7,62 108 38 57 96 67 51,41
7,67 62 51 81 115 67 20,40
7,83 79 7 20 2 62 110,97
7,85 93 84 104 43 81 94,112
7,115 31 113 19 18 30 26,83
7,56 31 69 91 18 117 109,100
7,96 94 17 99 20 38 17,116
7,17 62 93 51 34 75 116,91
7,60 98 8 115 105 76 78,50
7,69 27 48 103 103 75 37,61
7,80 77 5 74 17 31 107,42
7,90 55 53 29 43 78 37,25
7,70 22 94 109 101 70 50,112
7,27 57 105 99 78 1 41,29
7,26 79 36 91 95 111 15,41
7,38 117 118 53 13 94 89,82
7,59 27 116 28 102 71 98,26
7,84 95 28 45 25 68 105,96
7,40 78 65 53 116 9 112,85
7,0 79 109 37 87 90 63,31
7,90 3 85 62 35 34 113,61
7,9 81 20 10 47 41 22,60
7,60 56 9 12 60 88 88,39
7,118 86 107 43 88 78 35,37
7,41 72 112 14 82 15 37,23
7,64 13 67 105 107 32 77,91
7,119 39 5 59 101 55 28,99
7,1 1 13 33 107 15 43,103
7,39 77 61 105 88 9 84,56
7,63 10 86 39 62 115 82,53
7,60 34 30 13 58 98 84,63
7,85 15 103 20 81 89 94,20
7,58 10 65 99 117 108 32,83
7,5 66 53 58 50 19 69,73
7,1 63 107 68 45 82 116,110
7,116 49 106 9 68 91 104,116
7,28 39 10 42 97 106 41,113
7,58 24 78 118 88 20 42,115
7,47 44 50 100 118 118 9,73
7,58 19 103 4 65 55 117,95
7,107 9 54 97 71 89 32,4
7,13 30 93 119 108 103 88,23
7,80 99 15 61 93 109 4,54
7,94 57 65 21 18 24 23,47
7,103 98 116 27 12 109 105,12
7,26 114 95 55 23 41 106,28
7,109 50 112 70 1 43 37,40
7,78 33 104 55 12 34 23,119
7,33 10 92 36 87 43 90,1
7,41 107 34 54 73 61 98,31
7,34 3 78 81 31 33 15,47
7,0 76 86 4 107 52 19,9
7,90 2 116 43 33 58 15,79
7,73 117 21 12 73 61 92,89
7,96 88 119 65 75 105 42,93
7,17 79 5 81 98 8 102,21
7,27 19 55 84 22 29 20,109
7,95 17 74 98 113 74 15,51
7,82 39 44 27 68 48 44,34
7,81 46 77 68 46 112 118,98
7,101 1 77 106 84 16 69,53
7,66 61 50 84 15 65 20,57
7,102 37 6 119 42 66 36,103
7,61 86 20 14 73 78 95,13
7,101 18 72 99 90 53 81,73
7,111 42 80 73 95 55 60,85
7,45 21 24 60 70 118 74,12
7,87 56 118 24 85 32 29,90
7,71 50 22 67 80 99 111,39
7,5 28 44 21 109 2 20,93
7,117 96 84 65 89 74 8,105
7,73 113 80 45 97 74 33,13
7,73 2 59 118 113 55 81,84
7,24 108 57 1 73 34 18,38
7,81 40 62 119 44 41 23,5
7,55 57 34 71 20 114 63,56
7,65 30 62 74 98 76 30,0
7,17 5 88 71 7 100 92,16
7,58 68 76 28 66 111 113,39
7,84 51 103 28 66 104 35,119
7,37 74 108 50 96 30 78,35
7,112 69 108 69 93 87 94,83
7,5 38 11 32 72 86 114,78
7,99 26 51 93 14 89 4,97
7,92 118 83 52 114 7 71,15
7,54 41 93 32 43 105 13,97
7,14 90 2 53 47 92 110,23
7,38 18 2 35 96 101 106,105
7,86 116 40 40 65 44 52,29
7,4 77 95 81 78 10 77,33
7,11 93 80 85 95 119 83,31
7,73 101 32 97 50 46 88,118
7,7 73 112 103 29 97 74,102
