length,input,target
3,3 55 107,104
3,98 93 105,115
3,10 48 24,20
3,58 103 96,117
3,91 62 44,58
3,85 54 33,65
3,98 100 82,21
3,40 82 88,34
3,105 89 45,66
3,84 112 9,107
3,42 30 58,27
3,83 82 3,57
3,20 9 42,66
3,82 96 39,92
3,74 38 119,119
3,99 84 15,76
3,29 67 26,71
3,20 68 84,21
3,114 116 89,114
3,33 76 115,88
3,93 62 68,98
3,78 37 41,67
3,103 78 110,69
3,4 23 85,108
3,63 50 117,15
3,111 33 14,50
3,96 44 77,98
3,73 12 87,28
3,19 1 54,42
3,91 3 73,40
3,89 23 69,31
3,58 10 0,71
3,68 115 90,46
3,17 18 117,69
3,63 73 112,37
3,105 44 96,78
3,115 27 20,75
3,31 66 99,96
3,101 33 36,78
3,8 22 84,55
3,46 67 53,40
3,77 80 104,28
3,69 103 31,108
3,65 69 67,89
3,52 21 19,50
3,31 12 112,84
3,31 56 109,90
3,38 56 109,98
3,64 66 3,106
3,36 7 96,54
3,23 94 15,51
3,19 90 24,61
3,108 104 0,85
3,41 60 99,19
3,8 70 79,23
3,28 35 22,1
3,14 4 112,44
3,30 25 117,92
3,118 7 52,91
3,10 9 95,87
3,56 89 9,18
3,46 99 85,15
3,89 5 54,8
3,107 27 70,60
3,109 26 72,11
3,80 108 73,44
3,13 30 56,5
3,90 58 68,58
3,79 27 73,56
3,10 9 97,53
3,48 51 20,26
3,36 81 31,74
3,62 107 63,2
3,57 69 57,28
3,69 89 36,46
3,108 24 102,94
3,110 39 106,101
3,119 104 76,97
3,2 114 6,98
3,15 4 58,40
3,84 95 108,73
3,29 53 115,17
3,81 71 110,91
3,34 62 10,112
3,32 63 50,64
3,117 44 49,36
3,104 56 9,53
3,97 71 108,117
3,111 85 108,71
3,21 68 28,33
3,7 97 4,72
3,29 112 46,96
3,22 30 41,80
3,51 10 77,10
3,1 36 102,92
3,76 114 40,28
3,101 45 39,33
3,116 30 86,19
3,102 66 25,77
3,112 102 112,22
3,83 106 60,60
3,20 114 70,11
3,70 34 26,95
3,23 73 61,105
3,52 28 10,12
3,15 52 43,21
3,97 13 22,105
3,39 80 39,80
3,3 72 28,20
3,51 26 75,76
3,41 35 48,17
3,31 73 84,89
3,81 108 8,12
3,107 25 71,85
3,116 107 93,46
3,13 100 88,93
3,30 30 19,67
3,114 88 20,38
3,100 57 51,39
3,0 9 25,50
3,64 81 101,49
3,51 47 107,57
3,119 36 10,90
3,108 37 24,35
3,47 100 94,118
3,95 87 85,19
3,4 76 54,74
3,10 48 84,34
3,5 61 55,16
3,116 100 10,49
3,76 102 85,119
3,95 62 119,16
3,44 31 66,28
3,105 5 22,113
3,55 52 28,53
3,100 44 69,81
3,51 25 65,83
3,89 56 74,93
3,109 70 28,24
3,46 3 92,65
3,82 18 57,34
3,106 20 71,72
3,56 26 51,3
