length,input,target
3,17 38 7,95
3,89 36 1,56
3,89 30 6,65
3,21 78 38,109
3,78 101 34,87
3,5 22 105,113
3,15 43 3,83
3,32 118 70,87
3,20 94 69,70
3,98 59 11,65
3,29 4 65,70
3,30 59 75,76
3,54 100 51,92
3,50 2 24,6
3,79 32 7,42
3,13 87 47,24
3,53 70 102,5
3,0 27 58,74
3,4 12 30,55
3,32 25 59,79
3,91 50 17,18
3,22 80 9,36
3,13 77 57,48
3,116 2 101,68
3,45 115 92,70
3,76 92 95,91
3,63 97 116,44
3,64 106 66,19
3,65 16 26,32
3,66 15 42,44
3,111 24 20,49
3,31 20 87,51
3,5 36 4,38
3,97 18 89,26
3,39 86 98,23
3,13 25 4,76
3,14 83 50,105
3,86 43 35,116
3,1 64 106,42
3,115 50 1,20
3,60 38 15,85
3,56 87 104,62
3,99 101 73,58
3,114 15 93,62
3,97 16 35,86
3,81 0 43,27
3,115 32 98,38
3,118 68 101,11
3,106 111 6,56
3,53 50 46,55
3,83 118 109,43
3,106 20 70,73
3,110 111 7,87
3,11 67 102,58
3,1 0 26,28
3,99 80 20,80
3,119 32 93,98
3,119 59 72,32
3,92 107 89,27
3,117 82 39,90
3,42 110 37,2
3,103 70 17,19
3,19 79 105,42
3,78 49 7,2
3,15 90 108,52
3,31 23 2,37
3,73 103 38,23
3,114 98 58,18
3,43 59 31,108
3,61 113 41,15
3,65 14 60,119
3,53 31 85,30
3,17 85 86,28
3,118 94 33,35
3,93 79 79,20
3,8 19 31,109
3,81 2 63,110
3,1 19 32,82
3,19 2 99,50
3,3 87 104,13
3,53 72 3,89
3,57 77 77,92
3,27 68 66,23
3,5 108 81,43
3,59 18 96,84
3,36 52 8,22
3,114 76 76,79
3,26 63 5,87
3,80 68 36,119
3,106 17 54,53
3,45 32 114,4
3,57 107 23,9
3,100 114 60,98
3,58 84 70,62
3,85 90 109,17
3,99 80 29,13
3,80 23 95,55
3,85 118 10,25
3,18 0 83,71
3,106 42 82,84
3,118 77 43,115
3,107 60 74,41
3,25 102 89,58
3,76 102 36,21
3,93 15 53,40
3,14 11 35,71
3,96 29 46,104
3,17 13 98,101
3,37 49 59,83
3,37 9 100,80
3,47 69 107,25
3,51 115 72,83
3,92 46 71,2
3,17 50 54,53
3,50 20 61,74
3,31 79 70,27
3,15 29 11,81
3,44 44 28,91
3,6 89 2,81
3,114 2 30,82
3,99 41 95,69
3,50 76 19,38
3,16 6 86,40
3,74 107 105,72
3,91 32 65,62
3,39 66 102,98
3,41 89 104,42
3,55 12 79,21
3,106 67 56,109
3,114 99 99,84
3,44 116 76,38
3,118 1 50,69
3,74 103 7,115
3,84 61 117,69
3,90 76 76,103
3,80 109 106,31
3,99 119 103,116
3,111 24 19,53
3,25 88 15,106
3,63 105 3,17
3,37 46 117,1
3,18 110 13,72
3,57 119 75,26
3,73 36 56,92
3,52 72 2,34
3,54 17 100,30
3,67 114 34,84
3,69 52 20,36
3,70 86 60,109
3,107 82 19,63
3,13 67 113,77
3,19 106 97,34
3,24 52 97,86
3,101 110 19,33
3,16 59 91,28
3,14 50 58,28
3,25 35 71,83
3,110 51 72,82
3,58 111 3,91
3,9 105 81,112
3,35 79 108,107
3,61 93 32,37
3,23 5 87,59
3,93 21 22,94
3,16 3 47,95
3,59 11 84,75
3,50 95 83,21
3,16 42 26,64
3,46 25 54,83
3,90 31 52,92
3,38 66 103,21
3,83 52 59,14
3,104 71 96,112
3,6 29 57,100
3,50 0 74,32
3,29 104 38,4
3,8 29 51,111
3,47 92 47,13
3,55 68 92,70
3,16 116 54,80
3,7 101 114,56
3,10 68 6,112
3,86 61 20,32
3,38 32 83,34
3,115 31 85,47
3,34 38 35,22
3,69 6 102,1
3,17 92 31,39
3,50 35 72,27
3,49 14 115,74
3,53 46 33,39
3,102 83 81,3
3,7 41 28,109
3,78 96 37,77
3,28 92 92,47
3,97 5 16,116
3,118 109 13,24
3,58 17 9,65
3,56 112 87,50
3,95 78 90,49
3,87 35 30,25
3,118 67 101,85
3,77 26 67,55
3,36 28 96,63
3,40 45 86,21
3,36 42 100,61
3,86 82 51,100
3,102 106 95,98
3,10 5 76,28
3,67 83 75,12
3,5 91 110,24
3,16 113 35,103
3,43 10 75,105
3,59 79 63,49
3,41 60 31,58
3,54 84 27,13
3,41 57 115,28
3,1 118 81,20
3,73 54 84,116
3,10 0 107,87
3,62 42 65,55
3,8 103 80,31
3,24 30 105,111
3,101 85 32,93
3,108 35 98,112
3,8 2 111,105
3,20 76 58,74
3,112 34 67,25
3,71 11 4,64
3,2 45 63,88
3,40 100 59,5
3,15 96 34,16
3,88 99 109,68
3,88 98 43,72
3,103 80 107,58
3,7 106 104,35
3,64 1 99,10
3,116 101 98,85
3,29 103 4,52
3,84 31 8,64
3,50 92 107,94
3,72 97 38,85
3,94 110 52,102
3,75 3 71,110
3,59 29 56,8
3,40 20 18,25
3,104 13 98,68
3,10 49 16,116
3,74 85 97,1
3,56 48 57,31
3,73 93 65,2
3,30 72 12,72
3,7 113 40,30
3,107 109 31,90
3,18 65 52,78
3,57 103 51,53
3,101 104 75,107
3,105 33 117,99
3,29 33 61,84
3,96 83 19,66
3,118 19 111,62
3,103 22 5,108
3,63 39 29,118
3,0 68 22,61
3,45 116 68,112
3,65 66 104,25
3,86 78 21,22
3,14 21 59,71
3,73 112 23,51
3,112 31 50,111
3,115 21 22,119
3,116 89 19,19
3,116 26 109,50
3,10 61 108,52
3,54 65 43,84
3,96 11 57,80
3,106 106 0,55
3,75 36 70,80
3,106 28 32,113
3,5 109 57,22
3,63 118 86,58
3,108 51 4,20
3,101 43 83,57
3,36 37 60,47
3,57 42 91,93
3,6 94 7,83
3,76 119 67,118
3,65 68 95,56
3,87 16 73,65
3,3 62 78,22
3,118 96 67,72
3,64 88 21,12
3,37 5 58,60
3,75 5 117,66
3,75 115 100,1
3,78 97 11,102
3,58 4 91,99
3,48 116 15,108
3,4 108 53,14
3,100 117 19,69
3,110 116 18,78
3,88 27 10,53
3,16 33 52,37
3,36 54 28,76
3,119 85 109,92
3,11 14 2,15
3,13 23 119,83
3,82 68 24,69
3,64 47 53,15
3,32 2 119,115
3,1 103 73,117
3,107 24 99,2
