length,input,target
5,94 100 48 90 97,95
5,75 99 1 89 76,72
5,61 84 36 34 20,87
5,32 75 16 112 107,108
5,76 102 100 65 107,24
5,74 90 106 22 36,95
5,77 1 44 111 64,60
5,87 45 63 48 92,86
5,50 67 77 89 51,113
5,8 10 110 51 119,108
5,64 83 87 86 114,21
5,50 52 23 42 99,106
5,42 98 13 62 112,22
5,61 19 79 22 45,84
5,20 42 38 87 47,12
5,6 87 56 40 91,68
5,110 68 32 114 93,69
5,32 36 79 50 38,77
5,40 105 95 97 99,111
5,70 43 108 110 99,24
5,92 6 24 42 55,32
5,16 11 50 50 64,100
5,57 106 103 22 74,39
5,86 63 103 14 77,14
5,28 114 32 84 14,80
5,12 79 82 56 113,11
5,115 23 10 107 72,74
5,12 56 62 60 88,11
5,64 67 41 18 1,42
5,112 66 47 67 54,39
5,98 67 2 86 76,66
5,22 74 97 57 2,3
5,5 63 69 49 28,38
5,1 39 71 39 30,114
5,66 59 18 92 97,116
5,59 74 1 39 74,34
5,107 23 108 107 101,40
5,81 7 70 72 53,118
5,87 57 60 70 7,32
5,8 68 44 114 34,94
5,109 83 113 108 97,60
5,100 35 60 85 77,117
5,110 91 32 100 108,24
5,99 103 115 9 104,83
5,107 58 31 68 108,51
5,6 106 84 104 88,20
5,119 114 19 11 116,62
5,106 12 59 105 60,64
5,78 13 28 51 93,119
5,71 109 116 22 54,10
5,96 18 119 67 74,75
5,79 1 91 23 59,5
5,80 107 112 104 29,5
5,119 97 36 81 17,88
5,84 75 98 56 5,4
5,91 84 37 43 11,98
5,89 8 30 56 104,0
5,55 42 47 1 7,77
5,32 62 117 11 75,71
5,13 85 5 36 67,97
5,6 30 74 70 80,92
5,65 104 20 24 61,117
5,47 55 53 94 49,53
5,11 40 82 32 62,53
5,55 76 104 36 55,20
5,98 25 2 46 116,73
5,45 116 65 118 48,51
5,60 90 8 104 69,95
5,102 98 111 63 72,92
5,58 105 7 71 47,17
5,47 113 92 1 106,1
5,61 68 46 84 18,14
5,99 97 67 41 32,93
5,92 10 93 78 93,37
5,99 67 51 108 102,13
5,63 24 118 84 43,33
5,42 67 93 78 9,32
5,51 85 61 89 101,48
5,69 106 49 108 38,101
5,100 116 22 3 19,70
5,28 83 6 106 116,8
5,96 49 96 91 109,31
5,72 62 79 107 10,23
5,23 55 23 84 70,94
5,96 86 20 117 13,96
5,29 54 37 25 19,84
5,53 76 76 116 52,83
5,33 115 28 19 11,98
5,83 57 14 105 89,34
5,18 19 108 36 70,31
5,93 30 116 108 40,35
5,21 45 82 49 88,58
5,119 92 107 32 53,72
5,119 63 12 22 28,111
5,53 84 100 60 27,101
5,39 31 91 1 31,114
5,47 46 73 58 16,3
5,1 110 7 10 104,109
5,63 35 52 13 61,91
5,39 8 27 115 94,81
5,5 1 27 81 79,100
5,29 110 60 113 116,0
5,104 78 82 48 10,83
5,103 51 118 69 47,102
5,97 67 86 95 80,98
5,108 55 68 7 33,56
5,91 43 102 82 46,43
5,36 8 53 94 7,90
5,46 0 3 57 27,100
5,71 88 93 11 35,82
5,2 67 81 62 42,37
5,52 80 95 3 102,118
5,12 62 10 111 44,106
5,41 109 81 41 50,19
5,44 113 79 4 15,114
5,68 24 9 113 55,75
5,37 67 22 107 98,0
5,24 43 100 23 38,41
5,100 99 45 74 73,4
5,107 11 114 40 101,110
5,25 47 52 15 90,53
5,10 117 78 71 113,110
5,44 21 93 21 69,93
5,64 118 95 27 118,103
5,47 54 33 65 16,58
5,38 113 112 58 2,72
5,51 57 42 94 22,108
5,51 71 116 69 69,11
5,12 111 111 38 68,45
5,82 78 115 55 9,6
5,81 12 54 7 104,65
5,16 56 3 92 77,109
5,85 40 88 101 105,38
5,75 55 102 67 5,54
5,49 43 19 116 73,11
5,98 75 115 27 83,96
5,72 19 9 94 96,4
5,36 72 35 115 17,71
5,80 45 48 71 13,107
5,19 67 107 93 3,3
5,87 67 15 95 9,65
5,87 88 75 48 15,10
5,119 73 105 62 103,26
5,5 112 87 112 82,23
5,96 59 106 68 83,116
5,82 57 88 77 117,14
5,22 11 111 59 72,38
5,44 66 29 32 114,38
5,13 81 22 70 44,26
5,101 119 27 11 119,46
5,56 22 15 57 32,40
5,14 4 47 50 29,84
5,77 62 3 67 77,39
5,67 29 56 27 17,51
5,44 57 55 55 99,30
5,91 38 35 74 33,55
5,18 49 21 74 32,45
5,107 28 17 95 8,9
5,33 64 76 111 49,74
5,17 97 101 34 117,94
5,47 38 77 104 91,38
5,27 14 117 14 18,57
5,54 118 79 74 2,33
5,25 18 85 118 0,93
5,63 53 38 70 68,46
5,13 52 115 46 86,109
5,35 23 114 1 57,46
5,15 1 96 13 45,60
5,48 104 69 46 40,103
5,103 41 58 103 27,73
5,41 109 81 71 6,37
5,32 116 33 44 83,22
5,32 114 53 73 68,117
5,31 11 103 70 21,28
5,70 62 25 61 62,7
5,30 12 45 40 114,64
5,24 87 109 26 8,22
5,48 17 83 14 41,118
5,30 107 34 42 81,25
5,93 108 73 104 54,27
5,82 55 9 93 37,31
5,53 50 89 107 17,102
5,47 105 91 35 14,40
5,10 29 16 110 7,82
5,37 88 100 60 46,10
5,51 56 115 117 45,105
5,85 26 47 27 114,6
5,111 35 20 47 86,3
5,0 100 14 39 20,46
5,89 1 28 80 17,108
5,107 28 40 35 107,110
5,0 36 58 20 89,93
5,67 39 59 28 56,99
5,43 89 60 41 47,8
5,56 94 88 7 59,79
5,108 104 65 4 38,106
5,4 96 82 39 72,26
5,45 71 90 55 40,36
5,70 0 106 31 58,25
5,106 9 78 69 11,118
5,44 72 33 26 75,70
5,26 97 19 107 82,40
5,68 87 32 26 113,50
5,33 58 9 119 2,66
5,111 47 100 22 77,68
5,28 15 7 82 46,110
5,5 36 101 55 66,52
5,16 11 112 52 41,85
5,4 104 99 58 108,5
5,112 5 94 59 86,113
5,89 75 72 42 11,29
5,7 49 55 64 63,88
5,99 41 115 64 2,5
5,116 5 63 82 91,63
5,39 112 64 22 112,73
5,88 69 9 75 68,11
5,49 58 87 27 30,71
5,102 115 104 94 62,103
5,101 87 11 103 112,111
5,113 12 56 84 50,69
5,111 53 39 105 82,65
5,24 89 18 95 96,91
5,31 34 15 3 66,119
5,29 9 108 29 31,8
5,118 24 14 65 78,20
5,42 45 46 35 67,13
5,62 90 106 11 71,67
5,44 79 49 55 43,11
5,14 51 119 47 16,107
5,20 81 110 83 17,43
5,118 115 26 106 94,11
5,14 31 55 91 35,99
5,28 3 51 23 93,79
5,111 3 16 8 1,105
5,116 119 18 56 35,107
5,81 102 16 90 115,110
5,12 35 38 12 7,32
5,93 117 74 65 109,40
5,112 30 31 88 15,37
5,111 10 58 42 101,106
5,70 5 107 60 6,13
5,87 68 94 15 13,73
5,76 1 101 94 97,90
5,105 108 119 65 11,100
5,53 72 49 64 30,44
5,32 76 37 15 55,12
5,9 36 109 54 77,89
5,9 19 27 111 74,85
5,23 55 66 79 60,4
5,97 1 9 14 92,27
5,102 38 72 67 82,12
5,25 4 6 16 100,2
5,77 116 103 83 114,107
5,107 83 20 23 96,113
5,41 101 1 3 69,87
5,116 59 12 79 18,60
5,57 72 78 28 35,73
5,65 65 58 79 22,113
5,95 33 44 81 36,76
5,11 27 16 4 11,61
5,41 34 2 32 37,41
5,119 8 56 41 75,84
5,72 35 19 89 93,73
5,77 27 28 102 32,16
5,54 33 59 37 57,93
5,116 87 30 40 23,73
5,52 5 108 74 113,33
5,88 96 78 98 112,56
5,53 77 69 88 60,83
5,38 10 39 114 79,73
5,50 42 64 9 102,80
5,88 32 100 7 69,70
5,25 42 25 79 39,8
5,8 35 16 110 31,5
5,32 32 105 49 81,71
5,14 61 1 57 63,93
5,38 13 60 13 41,7
5,42 106 17 110 61,41
5,32 28 95 50 53,44
5,112 106 83 16 118,87
5,86 85 94 19 20,119
5,100 117 13 59 94,108
5,49 108 33 106 35,66
5,67 106 96 45 93,75
5,19 107 38 93 8,56
5,91 7 62 63 62,32
5,118 84 30 51 111,119
5,86 103 48 67 92,18
5,33 22 92 27 16,91
5,54 21 33 49 18,82
5,35 17 0 102 29,88
5,2 22 83 72 106,2
5,70 28 92 112 90,72
5,79 18 43 37 97,90
5,54 17 13 24 28,53
5,100 91 79 85 12,19
5,83 36 87 112 94,114
5,26 50 71 57 66,31
5,28 116 72 97 31,41
5,43 12 45 88 49,28
5,63 15 65 88 47,72
5,45 75 12 90 41,97
5,68 73 63 109 111,95
5,31 11 24 77 37,16
5,50 32 91 27 6,105
5,77 14 29 105 32,79
5,118 1 7 96 106,22
5,81 91 52 10 4,78
5,71 28 100 14 38,71
5,80 24 43 40 110,31
5,41 4 11 16 82,20
5,14 87 93 40 35,81
5,46 79 7 24 79,72
5,8 57 82 89 18,90
5,19 12 28 112 84,93
5,44 113 0 2 19,80
5,17 9 20 13 7,17
5,40 31 30 70 31,8
5,28 87 94 69 71,39
5,49 55 51 93 92,85
5,114 64 88 24 63,76
5,76 40 53 58 119,86
5,101 40 12 89 1,32
5,19 102 71 8 47,33
5,82 110 11 42 3,43
5,56 44 27 92 39,93
5,75 113 91 57 1,40
5,11 60 103 54 45,72
5,97 107 100 65 109,117
5,56 84 42 114 88,114
5,59 60 75 89 73,98
5,105 96 44 34 68,48
5,106 60 14 1 109,23
5,29 81 99 46 2,72
5,72 70 35 65 35,83
5,67 105 69 18 119,95
5,95 77 20 18 13,24
5,60 20 44 71 4,17
5,101 53 55 118 10,64
5,12 35 62 56 69,75
5,59 111 44 87 89,89
5,13 92 85 30 55,23
5,32 75 98 82 1,29
5,30 78 92 35 47,50
5,32 9 106 25 93,1
5,39 4 51 111 112,5
5,7 85 46 11 51,4
5,68 61 115 1 114,53
5,99 13 97 80 58,90
5,11 49 9 51 4,45
5,61 27 29 58 56,118
5,102 93 86 76 40,2
5,50 100 62 102 87,55
5,59 62 27 79 21,8
5,5 40 38 29 7,23
5,116 19 49 69 68,115
5,41 44 11 83 100,81
5,26 99 15 116 45,15
5,4 100 50 95 69,35
5,99 83 62 98 58,3
5,13 73 47 86 30,56
5,96 18 53 8 33,59
5,28 50 45 53 20,65
5,5 93 113 97 0,72
5,8 97 36 114 84,26
5,46 22 47 49 28,67
5,103 36 61 21 83,60
5,60 69 55 25 73,47
5,13 81 31 61 71,80
5,45 20 80 77 79,68
5,0 82 68 75 79,23
5,96 11 51 106 77,80
5,58 91 46 3 3,81
5,30 58 43 71 30,103
5,76 11 67 111 67,10
5,104 78 24 86 46,117
5,103 48 46 104 77,103
5,48 74 34 61 93,2
5,58 95 65 108 53,100
5,12 38 115 24 44,112
5,46 16 116 39 63,6
5,86 5 74 87 21,50
5,31 59 41 35 18,110
5,61 74 45 75 47,58
5,112 58 101 47 7,80
5,1 7 69 1 51,54
5,19 100 104 68 6,76
5,13 7 4 67 75,90
5,57 1 16 48 28,70
5,91 116 21 91 54,33
5,72 18 83 31 11,103
5,46 101 94 106 77,78
5,37 23 13 31 14,18
5,71 118 100 68 113,29
5,81 48 17 2 25,111
5,47 51 57 95 64,1
5,98 86 90 32 114,22
5,56 26 87 102 89,64
5,24 85 22 84 33,114
5,112 79 47 14 20,49
