seed,input,target
120205,4 42 28 9 45 59 20,4 18 8 4 21 42 34
120205,16 29 20 4 43 8 49,16 42 34 27 48 56 23
120205,14 0 5 27 42 15 46,14 14 22 34 0 15 47
120205,32 6 46 34 48 23 1,32 25 51 3 37 9 11
120205,34 34 24 46 33 30 22,34 20 53 24 22 31 36
120205,18 10 40 39 57 33 17,18 15 42 56 14 55 27
120205,20 57 20 28 34 47 11,20 3 35 46 14 44 36
120205,47 23 29 2 24 39 15,47 51 0 2 48 26 10
120205,42 6 3 11 32 35 3,42 47 44 36 22 25 30
120205,37 21 1 53 46 8 5,37 11 10 46 26 28 32
120205,22 10 7 37 9 16 54,22 12 22 40 36 2 45
120205,56 46 4 34 42 20 0,56 0 4 47 4 29 29
120205,10 7 24 34 18 28 55,10 0 24 21 55 16 7
120205,14 19 10 43 31 53 8,14 8 5 47 26 36 47
120205,16 18 59 10 18 12 35,16 34 36 43 25 4 46
120205,53 20 9 9 27 38 31,53 15 22 14 48 35 41
120205,25 22 47 7 59 28 58,25 1 56 50 28 39 55
120205,59 59 51 35 50 5 15,59 0 51 4 48 53 20
120205,8 14 40 1 20 22 39,8 37 12 14 7 40 53
120205,57 12 46 31 30 16 31,57 45 17 49 32 45 2
120205,15 40 23 47 52 13 52,15 42 29 38 14 1 28
120205,38 54 26 2 14 30 32,38 23 40 39 20 55 18
120205,12 9 9 1 6 33 59,12 18 16 17 12 31 9
120205,29 8 17 41 40 32 25,29 30 38 24 36 22 28
120205,1 31 8 57 30 8 0,1 46 42 23 36 47 47
120205,5 30 34 4 29 16 48,5 57 1 8 59 43 59
120205,55 3 6 24 17 21 53,55 52 48 21 50 5 16
120205,28 34 41 41 29 26 33,28 46 33 46 21 1 42
120205,0 54 44 1 1 44 17,0 54 13 12 14 47 55
120205,20 34 29 39 34 20 34,20 50 37 13 45 52 31
120205,49 22 54 58 38 8 21,49 0 54 40 57 55 26
120205,14 58 33 51 55 12 2,14 30 10 45 26 5 3
120205,3 19 35 58 1 42 33,3 34 18 35 34 0 33
120205,37 8 42 8 4 53 22,37 41 11 3 2 40 12
120205,43 0 31 2 21 27 14,43 43 12 13 9 21 53
120205,18 52 59 35 57 56 21,18 30 51 4 51 25 0
120205,0 28 38 13 14 7 36,0 28 5 25 3 9 38
120205,4 27 8 44 56 17 21,4 42 46 27 38 9 54
120205,46 19 34 18 36 37 15,46 55 12 9 38 32 47
120205,25 57 41 56 50 15 4,25 22 45 24 56 32 33
120205,59 43 39 46 56 47 21,59 16 55 37 55 36 4
120205,21 50 40 54 38 33 14,21 40 52 44 18 3 25
120205,29 41 39 5 50 28 37,29 39 28 32 15 4 13
120205,40 17 26 28 28 32 9,40 15 2 52 27 11 2
120205,30 51 18 9 40 48 10,30 59 41 43 3 37 47
120205,55 55 17 18 31 55 5,55 0 17 24 18 25 31
120205,0 59 12 12 32 16 10,0 59 47 59 27 14 17
120205,20 30 22 18 1 44 47,20 55 24 7 8 22 37
120205,37 20 41 1 1 2 45,37 2 28 27 29 27 59
120205,1 27 44 24 41 37 47,1 39 26 54 16 53 25
120205,36 0 46 47 33 30 14,36 36 54 18 3 21 53
120205,43 39 10 3 26 45 5,43 4 11 8 49 41 47
120205,58 17 51 43 41 1 8,58 40 1 58 7 8 0
120205,0 44 57 51 35 4 40,0 44 1 27 8 9 46
120205,59 22 32 12 9 43 26,59 37 29 17 19 4 38
120205,20 50 2 59 54 14 15,20 0 2 44 11 48 2
120205,50 6 14 3 42 34 16,50 51 22 17 9 17 33
120205,8 20 15 1 21 49 36,8 40 16 17 31 3 49
120205,2 43 16 11 46 57 55,2 34 51 56 0 57 13
120205,42 3 58 25 54 6 19,42 37 51 11 18 23 50
120205,35 0 12 3 32 55 18,35 35 56 59 27 36 11
120205,15 40 7 4 8 22 12,15 42 45 36 47 52 22
120205,2 18 26 0 42 19 20,2 15 2 2 33 57 43
120205,1 0 22 39 39 30 9,1 1 16 55 44 53 48
120205,26 49 12 56 39 57 1,26 44 32 21 34 37 36
120205,41 54 26 9 35 20 45,41 35 42 40 26 1 54
120205,20 30 1 39 2 4 50,20 55 56 5 3 2 37
120205,11 39 49 0 58 37 26,11 33 15 15 59 22 27
120205,41 38 45 52 17 5 48,41 7 51 27 13 20 1
120205,37 48 54 29 30 8 22,37 57 14 49 32 24 9
120205,55 48 32 35 49 39 40,55 10 28 45 30 19 7
120205,1 19 47 30 32 8 22,1 23 4 39 5 6 46
120205,18 56 51 47 59 55 47,18 26 37 22 7 16 50
120205,37 53 58 3 52 46 56,37 48 42 37 49 39 49
120205,47 44 14 17 15 54 32,47 3 25 6 39 50 40
120205,51 10 41 3 23 0 54,51 54 16 19 45 45 25
120205,49 30 23 45 9 59 13,49 32 39 35 26 41 18
120205,43 39 53 37 27 59 14,43 4 55 46 23 25 3
120205,28 4 41 50 55 44 31,28 30 20 0 55 39 3
120205,42 40 28 29 22 34 47,42 54 3 16 25 39 33
120205,27 22 57 56 22 5 11,27 18 34 39 21 13 22
120205,59 43 10 58 53 28 57,59 16 13 54 43 15 58
120205,29 30 3 9 4 28 38,29 59 56 52 54 3 50
120205,22 54 35 14 52 58 47,22 3 20 39 51 31 48
120205,30 2 25 34 33 22 58,30 32 54 7 27 18 35
120205,41 22 1 17 14 5 38,41 17 15 26 4 8 12
120205,27 18 29 52 24 11 25,27 22 33 21 2 7 26
120205,20 44 32 54 12 53 39,20 33 6 51 21 47 11
120205,17 39 56 45 49 42 42,17 3 41 4 50 20 34
120205,11 27 39 13 53 44 12,11 45 23 51 28 8 38
120205,56 52 42 13 19 7 30,56 16 58 45 51 57 5
120205,19 32 50 39 13 7 46,19 26 43 4 24 31 50
120205,4 30 44 14 19 41 33,4 39 26 4 28 2 57
120205,15 40 55 15 53 4 38,15 42 12 3 44 46 30
120205,26 21 16 12 20 7 29,26 7 44 32 36 46 21
120205,37 48 16 18 10 33 30,37 57 37 1 4 45 1
120205,35 10 55 55 3 39 49,35 25 18 25 30 19 52
120205,23 29 2 2 0 55 17,23 47 46 45 45 26 11
120205,39 14 12 36 47 33 35,39 20 41 6 34 19 33
120205,7 33 57 36 19 41 23,7 27 47 8 41 0 23
120205,55 51 23 0 11 1 4,55 5 28 28 33 35 31
120205,46 37 58 3 14 21 55,46 31 11 8 37 11 20
120205,22 20 41 6 5 24 37,22 57 31 35 30 4 13
120205,58 42 50 33 40 14 40,58 2 37 35 23 52 0
120205,59 39 9 29 30 0 35,59 20 13 38 56 56 39
120205,24 29 2 8 45 35 13,24 14 12 23 3 20 40
120205,5 43 56 13 31 53 34,5 47 15 28 36 26 57
120205,41 36 23 45 7 7 41,41 6 47 1 11 4 17
120205,3 47 46 16 23 29 20,3 58 4 31 38 48 4
120205,37 44 31 55 9 26 43,37 17 49 15 22 27 48
120205,48 26 56 29 37 28 28,48 23 30 8 14 50 36
120205,23 6 46 23 37 36 23,23 14 42 29 44 19 45
120205,44 8 10 16 41 16 39,44 39 45 48 25 8 18
120205,30 11 0 53 36 46 9,30 34 34 45 20 25 27
120205,48 36 49 48 58 11 16,48 33 15 52 36 44 34
120205,53 20 44 25 20 51 6,53 15 38 59 39 53 55
120205,5 17 19 50 58 37 15,5 34 48 47 14 41 23
120205,45 53 30 7 9 50 56,45 34 12 22 14 28 57
120205,54 55 39 44 43 57 15,54 37 13 32 11 15 24
120205,54 30 46 21 38 14 21,54 2 31 37 20 39 23
120205,14 6 54 12 30 3 50,14 18 24 3 21 14 28
120205,28 0 42 20 19 25 8,28 28 7 46 55 23 12
120205,46 24 55 14 46 56 41,46 20 11 48 30 48 25
120205,37 11 53 2 34 29 14,37 46 10 11 41 52 23
120205,4 59 24 5 16 17 24,4 53 46 39 12 4 37
120205,51 52 42 50 46 2 44,51 27 49 23 5 3 53
120205,23 48 18 58 37 58 23,23 29 19 50 23 26 6
120205,58 29 13 3 4 23 39,58 19 39 36 41 15 43
120205,24 42 42 25 43 43 52,24 40 56 45 14 45 33
120205,40 18 33 14 26 18 39,40 23 43 32 55 32 7
120205,16 12 52 32 55 21 38,16 28 53 42 12 6 26
120205,30 10 10 11 25 38 33,30 33 27 32 54 23 43
120205,48 40 22 1 16 59 4,48 24 9 11 59 0 4
120205,43 8 34 11 49 57 1,43 38 51 56 23 24 25
120205,3 46 20 48 55 17 47,3 59 39 58 28 20 26
120205,24 9 36 54 58 49 6,24 33 44 11 17 41 36
120205,12 30 11 39 9 19 17,12 34 30 19 23 50 7
120205,30 37 47 12 21 54 45,30 15 45 57 41 35 12
120205,58 17 41 5 41 23 39,58 40 51 49 36 5 42
120205,30 17 21 7 17 39 46,30 38 1 11 58 8 16
120205,48 30 23 9 44 50 51,48 17 30 35 18 29 0
120205,6 25 56 36 41 12 42,6 12 44 19 8 38 35
120205,12 50 3 30 49 28 0,12 41 46 16 1 41 41
120205,25 9 15 40 46 27 50,25 27 12 49 39 1 26
120205,50 8 21 59 24 21 59,50 52 20 5 49 2 44
120205,52 52 32 15 39 13 53,52 40 33 49 38 7 20
120205,6 46 36 17 46 4 25,6 35 17 35 14 23 39
120205,50 31 35 48 24 14 42,50 39 10 38 57 46 28
120205,27 14 21 37 23 23 11,27 16 24 43 33 53 49
120205,9 21 51 24 35 38 54,9 54 44 59 24 44 11
120205,34 5 51 7 49 9 7,34 28 52 49 22 14 20
120205,50 17 8 7 50 32 40,50 7 9 6 49 31 58
120205,39 3 33 10 17 21 0,39 36 16 13 8 42 42
120205,37 57 31 36 18 30 57,37 53 43 7 45 1 33
120205,56 56 14 42 53 19 41,56 18 40 56 15 30 20
120205,51 55 48 12 42 18 2,51 24 54 33 37 1 0
120205,17 18 7 24 0 53 39,17 24 31 16 16 5 42
120205,48 56 12 18 51 29 34,48 40 19 36 25 36 15
120205,45 30 30 12 45 59 20,45 1 45 57 29 8 40
120205,23 56 14 43 14 1 48,23 30 44 22 51 53 9
120205,50 30 30 36 24 2 8,50 41 50 21 2 1 10
120205,24 34 3 0 51 19 16,24 21 14 14 24 6 40
120205,30 4 7 5 7 22 39,30 24 31 27 33 51 41
120205,11 41 28 5 58 7 34,11 34 21 13 54 51 3
120205,10 7 59 21 39 49 33,10 0 59 38 25 16 36
120205,16 15 0 42 3 33 16,16 31 31 52 55 14 11
120205,36 59 34 38 38 42 59,36 34 20 27 56 8 29
120205,59 45 33 21 58 59 39,59 14 55 26 39 54 17
120205,39 20 52 36 35 18 18,39 17 44 19 33 59 41
120205,32 39 49 45 32 45 57,32 7 12 58 12 58 26
120205,16 20 51 25 25 38 4,16 33 22 28 42 58 51
120205,33 3 28 17 55 19 18,33 26 48 1 31 46 56
120205,50 4 12 39 41 16 34,50 58 46 35 21 49 27
120205,36 2 40 15 6 27 25,36 37 12 3 10 33 4
120205,7 6 7 53 45 50 32,7 11 4 55 38 19 26
120205,5 59 14 1 32 54 53,5 20 39 40 33 12 38
120205,2 53 54 11 53 9 1,2 40 4 9 35 26 24
120205,37 24 34 18 24 21 53,37 30 11 54 10 57 19
120205,29 42 43 56 0 58 39,29 47 5 23 23 26 12
120205,8 3 22 21 41 3 14,8 11 53 14 37 42 31
120205,9 17 51 48 0 5 40,9 52 41 31 31 27 51
120205,32 34 31 29 8 29 27,32 53 43 17 13 38 50
120205,54 33 36 17 25 18 49,54 8 13 8 48 5 14
120205,16 45 47 11 51 16 1,16 48 31 26 37 3 5
120205,50 17 4 0 45 19 56,50 7 5 5 39 15 50
120205,42 22 53 4 1 8 3,42 27 41 45 46 42 37
120205,6 35 14 14 58 12 41,6 22 51 22 8 38 24
120205,44 15 24 42 13 4 33,44 35 44 23 51 50 44
120205,36 6 17 52 47 12 59,36 45 49 12 59 47 12
120205,1 28 34 36 49 33 43,1 41 55 47 19 34 2
120205,50 26 17 52 44 17 30,50 47 55 3 53 18 9
120205,10 42 1 6 21 0 50,10 15 16 22 48 48 47
120205,59 5 14 10 46 10 10,59 54 35 25 51 54 57
120205,35 3 58 33 17 54 13,35 32 13 46 51 26 3
120205,10 3 1 11 18 29 44,10 5 4 9 57 6 29
120205,12 35 59 57 31 39 23,12 32 14 31 23 9 56
120205,21 21 46 31 14 41 31,21 58 4 40 18 59 28
120205,40 6 30 4 15 28 17,40 46 16 20 46 22 54
120205,53 10 7 50 40 14 11,53 50 53 10 22 51 56
120205,46 55 1 39 17 27 23,46 2 0 39 14 48 7
120205,56 14 49 44 28 14 32,56 34 43 2 52 23 37
120205,16 4 16 17 22 36 39,16 20 47 55 24 42 56
120205,9 20 11 56 58 51 22,9 59 48 40 9 33 51
120205,20 16 14 3 19 49 30,20 47 58 53 16 1 45
