seed,input,target
281074,0 0,0 0
281074,0 1,0 1
281074,0 2,0 2
281074,0 3,0 3
281074,0 4,0 4
281074,0 5,0 5
281074,0 6,0 6
281074,0 7,0 7
281074,0 8,0 8
281074,0 9,0 9
281074,0 10,0 10
281074,0 11,0 11
281074,0 12,0 12
281074,0 13,0 13
281074,0 14,0 14
281074,0 15,0 15
281074,0 16,0 16
281074,0 17,0 17
281074,0 18,0 18
281074,0 19,0 19
281074,0 20,0 20
281074,0 21,0 21
281074,0 22,0 22
281074,0 23,0 23
281074,0 24,0 24
281074,0 25,0 25
281074,0 26,0 26
281074,0 27,0 27
281074,0 28,0 28
281074,0 29,0 29
281074,0 30,0 30
281074,0 31,0 31
281074,0 32,0 32
281074,0 33,0 33
281074,0 34,0 34
281074,0 35,0 35
281074,0 36,0 36
281074,0 37,0 37
281074,0 38,0 38
281074,0 39,0 39
281074,0 40,0 40
281074,0 41,0 41
281074,0 42,0 42
281074,0 43,0 43
281074,0 44,0 44
281074,0 45,0 45
281074,0 46,0 46
281074,0 47,0 47
281074,0 48,0 48
281074,0 49,0 49
281074,0 50,0 50
281074,0 51,0 51
281074,0 52,0 52
281074,0 53,0 53
281074,0 54,0 54
281074,0 55,0 55
281074,0 56,0 56
281074,0 57,0 57
281074,0 58,0 58
281074,0 59,0 59
281074,1 0,1 1
281074,1 1,1 2
281074,1 2,1 3
281074,1 3,1 4
281074,1 4,1 5
281074,1 5,1 6
281074,1 6,1 7
281074,1 7,1 8
281074,1 8,1 9
281074,1 9,1 10
281074,1 10,1 11
281074,1 11,1 12
281074,1 12,1 13
281074,1 13,1 14
281074,1 14,1 15
281074,1 15,1 16
281074,1 16,1 17
281074,1 17,1 18
281074,1 18,1 19
281074,1 19,1 20
281074,1 20,1 21
281074,1 21,1 22
281074,1 22,1 23
281074,1 23,1 24
281074,1 24,1 25
281074,1 25,1 26
281074,1 26,1 27
281074,1 27,1 28
281074,1 28,1 29
281074,1 29,1 30
281074,1 30,1 31
281074,1 31,1 32
281074,1 32,1 33
281074,1 33,1 34
281074,1 34,1 35
281074,1 35,1 36
281074,1 36,1 37
281074,1 37,1 38
281074,1 38,1 39
281074,1 39,1 40
281074,1 40,1 41
281074,1 41,1 42
281074,1 42,1 43
281074,1 43,1 44
281074,1 44,1 45
281074,1 45,1 46
281074,1 46,1 47
281074,1 47,1 48
281074,1 48,1 49
281074,1 49,1 50
281074,1 50,1 51
281074,1 51,1 52
281074,1 52,1 53
281074,1 53,1 54
281074,1 54,1 55
281074,1 55,1 56
281074,1 56,1 57
281074,1 57,1 58
281074,1 58,1 59
281074,1 59,1 0
281074,2 0,2 2
281074,2 1,2 3
281074,2 2,2 4
281074,2 3,2 5
281074,2 4,2 6
281074,2 5,2 7
281074,2 6,2 8
281074,2 7,2 9
281074,2 8,2 10
