seed,input,target
977792,45 44 19 42 58 53 33 42 27,45 12 10 15 59 6 21 24 12
977792,7 26 21 38 16 59 12 26 22,7 24 10 13 7 22 52 35 50
977792,41 42 31 19 3 34 7 29 35,41 11 44 29 34 20 17 56 39
977792,6 20 10 1 57 24 59 44 35,6 44 38 37 53 46 3 53 37
977792,24 0 54 1 13 27 7 30 29,24 24 52 51 23 46 43 13 38
977792,47 59 19 15 53 35 24 37 4,47 12 10 54 43 21 2 26 34
977792,54 5 38 50 30 56 54 0 54,54 50 22 1 45 24 52 52 44
977792,2 7 10 42 26 47 39 28 56,2 5 2 33 3 58 8 58 27
977792,26 13 7 29 8 7 10 44 53,26 3 9 22 18 21 18 49 13
977792,37 26 18 20 32 20 16 15 59,37 32 37 2 56 24 1 18 33
977792,16 16 11 21 56 57 56 48 27,16 32 27 19 54 41 33 17 55
977792,49 30 38 47 14 54 51 37 24,49 32 3 58 47 16 3 48 21
977792,57 25 43 1 30 50 54 41 5,57 10 17 15 6 49 17 4 8
977792,1 3 43 7 24 31 50 26 17,1 6 28 25 42 10 36 19 44
977792,42 1 24 45 34 22 29 21 28,42 44 59 14 54 30 8 42 5
977792,5 55 48 34 12 46 55 30 36,5 22 2 58 46 26 45 1 48
977792,9 18 5 25 18 20 53 41 53,9 57 48 22 58 37 48 25 14
977792,16 59 21 18 35 41 52 24 37,16 11 51 20 49 36 24 15 39
977792,48 8 46 21 33 7 19 7 55,48 56 0 21 6 3 34 24 51
977792,43 42 21 55 42 21 2 1 5,43 1 15 49 44 25 24 25 31
977792,15 8 21 47 41 24 1 46 41,15 20 36 55 42 7 8 16 54
977792,42 59 53 35 18 8 4 1 13,42 21 47 27 22 18 14 13 0
977792,39 15 49 56 43 40 48 42 54,39 13 53 7 56 4 49 44 11
977792,14 10 30 53 12 41 7 27 41,14 17 48 37 7 58 48 14 37
977792,37 10 55 1 24 59 23 56 40,37 47 17 15 0 59 36 29 41
977792,20 55 50 36 1 45 39 31 57,20 11 12 51 53 26 12 33 19
977792,38 36 21 14 47 32 16 7 30,38 30 47 58 3 23 57 54 2
977792,31 46 45 28 3 52 30 19 2,31 50 17 54 49 12 34 48 50
977792,51 46 27 22 25 36 47 45 51,51 43 16 25 44 19 10 18 31
977792,40 46 54 5 58 39 29 2 7,40 48 41 47 14 36 12 13 16
977792,55 33 25 35 25 37 48 55 43,55 14 53 37 31 55 10 44 22
977792,42 26 1 30 47 28 38 0 39,42 6 7 33 39 0 38 38 25
977792,5 21 30 37 49 33 54 17 8,5 27 10 12 40 25 19 44 39
977792,2 28 11 46 23 27 17 55 59,2 52 57 28 21 9 52 43 48
977792,29 27 0 24 30 36 27 10 24,29 52 52 34 12 51 2 8 50
977792,31 5 44 50 28 51 7 20 31,31 27 50 34 21 46 43 26 51
977792,45 54 6 40 55 9 42 25 18,45 25 33 45 26 30 12 29 19
977792,13 28 33 27 57 3 0 48 31,13 37 35 47 13 18 18 28 36
977792,15 55 16 0 38 19 12 42 37,15 49 4 4 14 8 38 35 16
977792,9 46 48 48 47 21 4 48 58,9 44 7 13 35 49 56 22 8
977792,8 44 2 30 33 19 9 48 45,8 22 21 3 18 45 44 7 51
977792,29 41 53 17 5 41 11 40 47,29 39 52 16 18 59 48 24 46
977792,10 14 2 17 56 34 42 0 31,10 50 49 3 41 55 41 41 48
977792,9 3 40 16 5 55 31 39 49,9 2 29 23 19 56 37 13 53
977792,24 3 52 12 10 46 52 9 8,24 27 39 18 15 47 22 14 19
977792,57 33 5 35 22 17 51 26 9,57 2 11 40 12 4 54 11 2
977792,41 15 38 48 58 27 46 15 38,41 23 0 48 42 4 22 55 45
977792,16 56 21 33 4 21 16 21 53,16 8 42 1 8 42 26 7 20
977792,56 4 43 38 25 5 40 34 58,56 57 25 55 23 19 7 28 48
977792,2 21 21 12 36 53 35 36 26,2 18 43 31 56 15 11 26 56
977792,31 29 53 44 25 46 48 19 54,31 18 32 9 13 33 17 26 47
977792,50 42 33 44 51 41 0 57 40,50 20 48 28 52 1 1 33 45
977792,18 32 12 34 17 42 11 8 43,18 10 49 27 13 31 26 28 6
977792,27 48 31 20 39 9 29 39 34,27 43 12 11 33 29 51 41 55
977792,38 18 37 49 57 0 8 8 35,38 4 13 53 5 5 6 5 53
977792,23 31 47 24 36 3 42 45 55,23 38 29 55 47 44 23 3 40
977792,28 59 31 59 54 48 35 7 45,28 50 39 54 38 18 5 8 15
977792,18 58 3 41 42 17 8 3 25,18 35 32 6 27 13 17 22 28
977792,18 45 47 53 22 48 52 14 8,18 55 36 26 8 25 13 2 4
977792,23 50 7 43 12 37 4 0 30,23 27 33 38 8 14 23 23 36
977792,26 12 20 50 39 34 20 55 0,26 5 31 5 42 0 20 11 11
977792,16 30 49 24 46 56 13 0 4,16 46 6 13 33 13 0 0 4
977792,46 3 19 55 41 32 45 22 22,46 41 14 33 46 15 46 48 6
977792,18 24 15 4 50 6 30 31 7,18 1 18 14 28 24 19 25 35
977792,51 56 20 9 48 39 55 19 28,51 25 9 5 12 48 39 15 4
977792,7 0 42 43 8 52 30 43 51,7 7 54 12 23 35 40 55 5
977792,6 40 32 8 34 2 49 12 8,6 31 21 16 37 38 20 41 37
977792,8 36 52 24 32 17 53 15 29,8 13 50 45 0 17 42 25 36
977792,16 23 57 52 14 28 5 30 29,16 26 40 0 14 50 59 29 51
977792,3 43 12 51 17 51 10 55 19,3 52 22 9 52 41 44 10 52
977792,25 15 51 0 5 21 54 5 40,25 7 18 18 12 6 51 49 37
977792,57 17 17 52 46 48 31 30 0,57 36 0 52 6 50 39 4 4
977792,57 28 4 22 12 51 25 9 53,57 7 5 29 17 43 18 16 5
977792,41 44 26 7 48 10 28 27 36,41 10 25 35 5 2 52 29 43
977792,33 14 13 16 41 50 15 0 58,33 55 35 58 7 14 9 9 32
977792,47 47 26 15 41 20 39 24 1,47 0 26 10 23 49 38 57 59
977792,4 0 35 38 15 17 1 8 24,4 4 46 30 37 5 4 2 48
977792,6 46 41 11 42 27 35 37 33,6 35 21 19 3 15 11 25 40
977792,2 57 24 14 5 4 37 21 40,2 42 7 36 40 44 20 36 48
977792,35 36 8 34 28 52 41 7 36,35 17 13 45 9 34 11 4 12
977792,19 36 19 55 10 20 59 57 8,19 1 23 32 29 18 33 19 14
977792,45 43 32 20 47 7 17 0 25,45 14 59 39 33 30 38 38 59
977792,3 46 12 4 31 43 9 56 16,3 59 47 42 10 17 19 54 24
977792,4 6 1 2 9 59 48 20 25,4 0 1 0 9 31 4 29 56
977792,27 20 34 33 41 18 26 42 14,27 23 44 50 12 9 12 55 33
977792,51 22 11 4 45 5 9 37 50,51 15 23 18 55 51 55 46 7
977792,59 7 34 12 30 38 41 32 21,59 52 31 43 13 29 39 5 27
977792,15 39 58 57 52 26 18 19 18,15 43 49 20 8 49 8 41 13
977792,26 3 14 46 37 21 56 40 16,26 33 55 37 19 46 0 40 17
977792,12 1 35 30 48 51 57 38 8,12 14 56 38 18 31 10 13 17
977792,39 43 14 55 36 50 54 13 15,39 24 5 22 41 30 49 11 57
977792,53 51 33 53 33 49 45 32 30,53 2 57 19 34 43 11 43 13
977792,56 31 43 3 44 27 45 19 36,56 37 15 12 56 44 13 4 12
977792,34 18 19 46 35 6 12 40 12,34 49 7 53 37 39 18 57 45
977792,51 58 56 21 19 38 57 49 53,51 31 2 18 45 19 48 46 10
977792,38 18 36 18 54 20 39 42 59,38 4 12 9 27 23 9 39 54
977792,6 10 7 38 25 2 54 40 23,6 9 6 26 55 54 38 26 6
977792,3 7 23 31 18 11 30 49 41,3 9 56 37 1 5 57 21 35
977792,41 38 6 43 43 1 18 58 56,41 7 11 32 11 10 51 31 2
977792,54 37 18 23 3 42 13 47 20,54 21 55 25 30 12 2 32 36
977792,23 59 40 26 5 50 20 5 14,23 25 50 47 43 57 43 41 19
977792,15 21 29 9 9 32 23 49 29,15 34 23 17 19 26 6 48 13
977792,33 10 26 47 47 51 13 55 38,33 27 4 23 4 54 34 41 7
977792,16 26 58 59 1 49 35 24 25,16 39 55 6 7 12 32 56 45
977792,35 58 24 5 18 35 19 35 47,35 2 48 53 17 57 42 2 32
977792,11 26 47 35 48 54 28 7 19,11 36 55 13 51 26 48 55 31
977792,39 24 23 24 12 5 11 30 47,39 6 47 32 44 45 43 13 35
977792,21 49 21 1 48 51 27 36 13,21 39 23 21 41 28 40 58 45
977792,46 56 52 23 43 46 11 19 49,46 0 52 18 50 15 23 50 35
977792,21 15 32 27 41 58 59 42 16,21 48 16 43 5 19 49 44 34
977792,40 59 53 43 14 52 1 43 41,40 10 46 29 15 54 55 40 51
