length,input,target
8,82 32 0 25 83 44 20 82,92
8,25 30 79 11 77 79 43 19,27
8,49 89 92 67 65 70 28 95,51
8,3 20 69 1 87 60 80 12,20
8,46 57 28 3 54 76 83 46,1
8,16 22 88 43 20 46 60 7,90
8,51 38 63 46 52 72 32 44,42
8,21 22 77 65 11 2 8 79,13
8,75 69 68 28 29 93 32 84,18
8,73 52 70 15 16 25 30 72,89
8,94 84 78 62 93 45 48 57,33
8,36 33 38 82 21 73 6 89,18
8,26 18 69 30 90 20 24 47,84
8,66 68 50 74 0 42 47 86,77
8,63 76 24 7 28 27 49 38,48
8,20 29 23 18 25 67 78 61,9
8,33 37 82 49 58 30 22 90,17
8,82 75 15 39 79 61 56 81,56
8,68 17 19 15 0 91 10 61,89
8,81 8 86 38 9 26 94 54,12
8,67 5 80 88 48 88 62 66,40
8,31 40 74 49 2 91 49 88,76
8,89 56 69 84 54 35 94 54,83
8,38 79 81 26 80 69 32 79,72
8,3 90 19 34 70 83 86 55,92
8,13 4 34 14 86 37 2 41,83
8,69 21 68 21 12 58 69 55,5
8,31 9 81 69 55 87 59 74,93
8,69 87 64 56 59 21 3 67,10
8,47 51 50 85 4 30 4 43,2
8,52 58 40 11 27 2 19 85,34
8,8 62 88 46 52 15 47 65,59
8,25 15 45 50 71 42 10 61,79
8,79 92 69 8 35 0 37 47,11
8,51 66 55 5 13 55 72 75,40
8,42 19 65 53 31 67 62 45,48
8,28 72 55 75 38 59 16 24,47
8,91 92 26 61 80 79 58 74,33
8,15 78 84 68 14 20 87 36,38
8,45 63 48 57 83 68 70 82,84
8,94 13 20 7 60 11 12 62,91
8,54 44 24 79 43 32 10 64,66
8,93 73 11 49 34 23 58 58,7
8,47 70 59 64 72 61 21 90,68
8,71 70 58 19 53 24 65 4,32
8,7 70 37 71 25 38 65 37,74
8,81 31 32 15 82 30 73 48,68
8,14 95 36 66 54 66 85 21,13
8,8 79 16 52 18 87 75 95,94
8,63 69 14 11 35 25 86 81,32
8,67 3 78 37 16 4 8 90,3
8,72 63 58 86 27 41 75 58,68
8,90 84 21 3 74 17 6 84,31
8,63 47 9 82 20 67 44 58,54
8,68 84 2 20 42 33 57 6,48
8,81 16 58 81 49 65 44 5,79
8,63 8 15 53 11 45 12 33,52
8,49 65 33 42 34 74 42 62,37
8,56 4 60 18 51 4 94 10,65
8,21 32 32 53 41 21 86 57,83
8,54 7 58 78 30 80 48 38,65
8,43 2 73 94 60 77 60 80,1
8,34 94 44 26 87 45 34 77,81
8,14 92 11 89 21 20 51 23,37
8,56 86 93 3 28 90 38 36,10
8,41 68 6 21 47 78 32 16,93
8,13 33 84 51 23 46 88 6,16
8,3 63 89 64 82 66 74 19,44
8,47 54 88 76 62 39 34 4,0
8,9 79 87 6 39 83 32 18,81
8,41 26 81 67 10 93 53 21,52
8,67 3 54 79 33 32 73 46,31
8,72 20 46 28 17 94 77 29,79
8,14 45 31 64 72 75 94 83,30
8,42 32 18 92 24 83 45 35,51
8,82 74 6 29 71 19 21 40,70
8,40 92 65 13 4 19 5 94,56
8,39 21 21 80 32 18 79 88,82
8,87 34 9 77 95 42 70 42,36
8,18 7 82 76 4 23 75 31,60
8,55 4 68 38 25 11 7 80,88
8,72 67 15 73 40 27 34 92,76
8,51 34 51 42 95 36 87 10,30
8,60 11 64 43 42 50 22 63,63
8,95 57 89 27 92 21 4 87,16
8,16 11 11 93 33 58 87 20,9
8,0 73 40 93 73 36 80 52,27
8,70 5 9 37 27 41 39 88,0
8,88 75 82 45 6 89 89 69,31
8,32 47 87 11 48 92 78 68,27
8,48 21 34 93 14 70 60 37,53
8,44 61 47 67 87 54 52 41,81
8,36 13 38 60 80 81 49 88,53
8,54 16 12 74 57 93 26 33,93
8,25 90 41 50 45 39 57 57,28
8,83 65 26 37 9 77 66 30,41
8,1 84 8 77 16 15 11 44,36
8,69 56 29 9 34 57 95 28,13
8,65 6 51 51 49 86 60 70,54
8,93 67 21 37 71 90 79 26,56
8,80 89 17 80 79 9 21 28,27
8,32 65 19 6 17 60 25 19,79
8,17 15 69 57 12 28 28 11,25
8,87 41 76 43 9 1 30 59,86
8,43 22 82 75 47 13 14 7,79
8,49 24 64 40 40 80 71 71,7
8,88 29 56 23 69 9 66 62,58
8,50 79 76 36 89 78 32 91,59
8,32 25 12 95 20 48 0 41,41
8,29 21 2 37 4 25 89 67,90
8,82 4 18 73 78 27 77 0,91
8,21 10 95 66 28 29 95 68,8
8,19 35 71 84 88 61 4 87,57
8,34 82 91 46 65 33 84 72,11
8,75 40 48 42 61 91 95 70,54
8,0 27 1 66 48 33 29 58,14
8,12 72 29 94 85 53 69 59,21
8,70 28 86 55 88 21 10 94,80
8,40 42 2 4 26 5 59 55,57
8,52 48 38 91 90 23 80 20,66
8,31 17 51 64 47 82 90 91,33
8,92 59 48 31 75 56 0 53,66
8,0 16 86 45 53 69 53 55,41
8,87 92 94 69 10 43 12 62,13
8,38 76 54 50 50 5 29 34,20
8,78 69 45 87 11 1 33 42,82
8,19 31 32 89 76 9 47 51,30
8,26 8 14 28 74 14 3 31,42
8,68 19 28 94 3 72 14 91,89
8,31 29 52 58 2 69 0 16,69
8,83 76 57 71 58 43 0 55,87
8,1 39 60 46 17 45 30 1,23
8,21 92 27 15 38 74 33 7,75
8,45 17 2 11 10 80 52 82,11
8,92 49 50 10 43 60 29 14,19
8,24 45 57 80 78 75 8 51,18
8,74 45 75 54 14 57 72 3,74
8,77 72 24 14 32 86 9 31,81
8,64 15 0 5 86 62 35 36,71
8,71 57 5 29 14 71 24 56,51
8,79 76 44 50 53 45 55 66,16
8,17 47 9 28 59 38 34 50,86
8,43 33 18 25 51 87 62 66,5
8,49 55 49 63 85 62 46 75,4
8,7 0 35 47 90 45 26 72,34
