seed,input,target
581314,47 25 3 2 34,47 12 15 17 51
581314,21 56 51 38 39,21 17 8 46 25
581314,15 36 55 37 37,15 51 46 23 0
581314,20 3 15 13 30,20 23 38 51 21
581314,39 40 31 4 52,39 19 50 54 46
581314,45 21 11 48 49,45 6 17 5 54
581314,50 26 56 15 55,50 16 12 27 22
581314,34 39 15 12 26,34 13 28 40 6
581314,16 35 52 39 40,16 51 43 22 2
581314,17 31 55 9 52,17 48 43 52 44
581314,34 50 0 17 46,34 24 24 41 27
581314,51 37 27 57 55,51 28 55 52 47
581314,27 36 34 57 0,27 3 37 34 34
581314,4 22 54 35 25,4 26 20 55 20
581314,0 15 53 31 46,0 15 8 39 25
581314,27 37 31 55 30,27 4 35 30 0
581314,52 23 32 0 35,52 15 47 47 22
581314,29 53 39 18 35,29 22 1 19 54
581314,42 43 11 30 11,42 25 36 6 17
581314,36 57 51 13 18,36 33 24 37 55
581314,18 56 43 20 41,18 14 57 17 58
581314,51 53 8 20 35,51 44 52 12 47
581314,29 15 53 29 49,29 44 37 6 55
581314,20 24 9 16 43,20 44 53 9 52
581314,34 31 32 41 41,34 5 37 18 59
581314,16 32 37 41 24,16 48 25 6 30
581314,58 54 57 11 27,58 52 49 0 27
581314,20 48 36 20 28,20 8 44 4 32
581314,33 1 55 15 20,33 34 29 44 4
581314,51 5 8 20 39,51 56 4 24 3
581314,41 11 49 42 41,41 52 41 23 4
581314,50 55 9 1 54,50 45 54 55 49
581314,44 39 10 2 7,44 23 33 35 42
581314,57 7 5 49 55,57 4 9 58 53
581314,33 29 1 35 8,33 2 3 38 46
581314,4 5 52 36 15,4 9 1 37 52
581314,6 0 19 20 54,6 6 25 45 39
581314,58 12 30 5 12,58 10 40 45 57
581314,39 56 52 40 51,39 35 27 7 58
581314,14 43 56 54 18,14 57 53 47 5
581314,52 24 33 7 32,52 16 49 56 28
581314,16 24 26 47 49,16 40 6 53 42
581314,1 53 11 26 2,1 54 5 31 33
581314,42 30 46 4 50,42 12 58 2 52
