length,input,target
8,88 5 8 116 71 85 28 29,65
8,32 18 60 42 78 28 116 13,51
8,54 80 54 55 10 47 74 27,11
8,70 59 63 112 14 106 18 19,15
8,68 87 40 86 54 103 35 52,11
8,8 97 119 60 109 28 97 108,19
8,87 77 22 31 88 85 65 98,52
8,54 34 41 49 23 30 10 105,60
8,14 1 113 23 115 22 88 99,18
8,74 18 58 97 60 31 8 68,29
8,63 55 42 6 68 74 32 76,95
8,117 67 79 78 40 1 18 115,66
8,103 28 55 2 83 74 42 98,107
8,6 33 75 103 25 51 88 117,71
8,69 60 111 111 47 109 19 13,30
8,66 61 99 41 29 99 71 107,26
8,8 8 42 94 15 32 98 11,68
8,52 34 49 118 88 69 75 76,86
8,50 76 109 3 99 41 50 45,78
8,34 45 47 78 82 99 36 57,95
8,112 101 34 60 22 68 72 84,94
8,1 97 107 97 77 28 102 32,38
8,29 82 14 21 99 100 9 81,50
8,20 97 111 110 30 56 19 83,1
8,56 36 7 96 6 106 61 67,108
8,82 28 101 31 13 11 40 117,0
8,72 79 22 31 9 67 26 115,58
8,46 25 55 9 13 89 46 57,62
8,113 84 7 50 2 105 70 82,63
8,23 104 67 20 99 16 107 110,14
8,63 58 117 71 25 85 68 101,58
8,107 108 39 69 41 93 30 47,50
8,19 73 113 52 114 61 99 26,70
8,60 64 30 102 56 87 24 111,47
8,53 9 97 63 77 46 88 88,97
8,25 115 69 71 77 40 43 36,25
8,22 29 109 24 12 112 78 65,19
8,83 36 64 43 33 73 79 114,83
8,10 5 19 100 117 90 118 78,42
8,108 118 15 63 102 28 101 84,28
8,69 109 82 66 35 45 14 59,1
8,59 61 1 37 119 63 7 90,64
8,39 26 89 21 7 22 29 64,76
8,27 116 44 31 73 30 100 31,89
8,26 10 119 69 100 118 93 116,17
8,99 33 57 40 15 95 41 42,83
8,40 57 83 32 12 45 16 50,88
8,12 54 98 28 42 69 19 99,78
8,88 78 101 47 43 75 68 72,96
8,62 7 99 103 59 89 96 42,109
8,92 77 59 82 57 116 18 61,116
