length,input,target
3,20 19 25,28
3,7 7 14,28
3,34 3 11,0
3,25 13 24,26
3,21 0 27,6
3,7 30 19,20
3,19 0 17,30
3,21 18 23,20
3,14 24 2,4
3,31 30 35,18
3,10 14 5,23
3,9 6 20,35
3,26 11 0,31
3,29 16 2,5
3,25 17 8,8
3,8 27 16,9
3,20 18 11,7
3,25 24 8,21
3,6 21 23,8
3,33 29 25,9
3,19 7 24,14
3,22 1 4,21
3,27 13 7,11
3,12 20 33,29
3,18 23 21,20
3,28 9 11,0
3,30 17 6,17
3,7 3 20,24
3,28 0 9,31
3,7 35 1,1
3,29 31 28,10
3,18 5 21,2
3,8 19 17,2
3,3 1 12,16
3,24 32 12,32
3,19 1 11,25
3,35 7 7,7
3,33 32 27,14
3,28 25 16,27
3,31 22 32,7
3,11 34 29,26
3,8 9 19,30
3,25 0 32,21
3,31 21 20,30
3,30 14 24,32
3,1 32 13,10
3,19 24 31,2
3,35 9 34,30
3,7 13 20,4
3,25 31 26,10
3,8 6 17,25
3,9 7 35,9
3,32 1 24,21
3,5 7 34,4
3,3 30 20,17
3,34 0 20,12
3,3 18 10,25
3,8 0 3,11
3,12 28 7,11
3,23 17 5,33
3,20 0 17,31
3,25 7 18,14
3,32 7 17,14
3,30 3 19,16
3,24 29 24,5
3,15 21 4,34
3,33 21 6,18
3,10 25 14,7
3,23 9 12,2
3,29 3 1,27
3,32 12 29,31
3,15 32 11,16
3,17 5 10,20
3,20 20 30,34
3,17 18 20,13
3,9 13 8,24
3,30 19 18,31
3,21 17 32,28
3,9 3 13,19
3,30 30 15,3
3,18 9 2,29
3,29 24 34,9
3,16 8 15,33
3,27 35 33,17
3,25 32 24,9
3,2 32 30,28
3,6 0 28,34
3,30 28 14,30
3,10 23 29,14
3,6 21 1,28
3,25 12 30,31
3,9 25 3,31
3,19 15 23,15
3,28 0 15,1
3,27 2 22,9
3,26 5 31,20
3,11 19 19,7
3,14 11 7,26
3,33 9 10,10
3,24 12 4,4
3,22 17 1,34
3,33 17 3,11
3,21 24 1,10
3,8 2 8,12
3,20 15 3,32
3,35 29 32,12
3,19 32 7,22
3,19 13 19,15
3,24 16 31,35
3,21 11 5,25
3,4 14 10,22
3,9 19 10,32
3,27 9 27,21
3,16 23 16,7
3,1 18 33,16
3,4 8 35,5
3,11 30 4,3
3,11 22 23,8
3,13 10 33,14
3,34 4 34,24
3,6 4 19,29
3,24 23 25,30
3,29 26 11,18
3,2 4 1,1
3,5 29 3,25
3,8 3 3,8
3,27 33 30,12
3,16 5 28,1
3,1 14 29,2
3,31 20 19,34
3,26 5 18,7
3,7 16 33,14
3,24 20 20,28
3,12 22 0,34
3,32 13 18,27
3,14 34 14,20
3,35 27 10,24
3,31 8 32,35
3,4 0 6,10
3,6 14 27,11
3,9 4 21,28
3,15 6 6,27
3,8 12 17,31
3,14 32 34,2
3,11 34 15,12
3,10 2 9,15
3,1 24 16,5
3,34 9 14,15
