seed,input,target
917431,47 29 41 23 39 45,47 16 57 20 59 44
917431,15 33 55 34 9 52,15 48 43 17 26 18
917431,55 7 6 20 29 39,55 2 8 28 57 36
917431,59 34 10 30 41 10,59 33 43 13 54 4
917431,14 56 12 4 2 13,14 10 22 26 28 41
917431,43 25 50 38 12 0,43 8 58 36 48 48
917431,17 3 57 25 15 16,17 20 17 42 57 13
917431,1 3 21 54 0 2,1 4 25 19 19 21
917431,40 17 31 8 33 12,40 57 28 36 9 21
917431,37 57 41 22 43 6,37 34 15 37 20 26
917431,14 48 37 24 4 55,14 2 39 3 7 2
917431,22 9 14 39 32 26,22 31 45 24 56 22
917431,35 58 48 45 27 8,35 33 21 6 33 41
917431,46 26 28 8 47 36,46 12 40 48 35 11
917431,44 20 41 22 45 14,44 4 45 7 52 6
917431,53 22 15 46 3 55,53 15 30 16 19 14
917431,51 9 31 19 2 35,51 0 31 50 52 27
917431,33 20 47 0 39 5,33 53 40 40 19 24
917431,35 32 49 23 17 5,35 7 56 19 36 41
917431,6 15 5 44 2 41,6 21 26 10 12 53
917431,7 35 18 9 12 50,7 42 0 9 21 11
917431,0 44 43 48 45 59,0 44 27 15 0 59
917431,35 33 27 40 45 51,35 8 35 15 0 51
917431,39 58 35 1 11 36,39 37 12 13 24 0
917431,58 5 44 54 23 49,58 3 47 41 4 53
917431,57 55 22 7 44 10,57 52 14 21 5 15
917431,10 15 0 55 23 21,10 25 25 20 43 4
917431,21 46 30 0 10 17,21 7 37 37 47 4
917431,34 1 18 29 41 52,34 35 53 22 3 55
917431,45 32 10 24 21 57,45 17 27 51 12 9
917431,22 31 51 53 10 56,22 53 44 37 47 43
917431,20 23 34 23 31 53,20 43 17 40 11 4
917431,28 32 47 48 32 54,28 0 47 35 7 1
917431,52 39 46 36 26 51,52 31 17 53 19 10
917431,52 16 44 9 57 49,52 8 52 1 58 47
917431,57 26 10 1 12 22,57 23 33 34 46 8
917431,46 6 59 29 52 47,46 52 51 20 12 59
917431,45 46 22 17 41 20,45 31 53 10 51 11
917431,4 59 56 48 32 59,4 3 59 47 19 18
917431,20 39 50 14 29 41,20 59 49 3 32 13
917431,1 24 53 29 43 53,1 25 18 47 30 23
917431,31 39 51 5 57 0,31 10 1 6 3 3
917431,12 15 20 58 41 10,12 27 47 45 26 36
917431,47 43 13 27 24 6,47 30 43 10 34 40
917431,25 32 39 19 46 21,25 57 36 55 41 2
917431,16 20 25 22 20 50,16 36 1 23 43 33
917431,23 39 32 10 24 22,23 2 34 44 8 30
917431,37 11 18 35 17 44,37 48 6 41 58 42
917431,19 34 12 44 58 27,19 53 5 49 47 14
917431,24 59 57 16 5 29,24 23 20 36 41 10
917431,36 21 6 14 41 3,36 57 3 17 58 1
917431,48 3 38 43 53 0,48 51 29 12 5 5
917431,59 57 20 20 39 58,59 56 16 36 15 13
917431,58 40 32 34 22 36,58 38 10 44 6 42
917431,14 2 28 31 51 30,14 16 44 15 6 36
917431,47 39 36 0 49 1,47 26 2 2 51 52
917431,54 57 23 21 15 33,54 51 14 35 50 23
917431,50 11 6 50 22 20,50 1 7 57 19 39
917431,7 43 17 16 16 27,7 50 7 23 39 6
917431,1 4 3 46 45 59,1 5 8 54 39 38
917431,51 58 21 10 13 56,51 49 10 20 33 29
917431,44 17 14 56 44 47,44 1 15 11 55 42
917431,18 8 58 24 59 46,18 26 24 48 47 33
917431,42 38 33 24 23 30,42 20 53 17 40 10
917431,46 9 33 11 49 50,46 55 28 39 28 18
917431,2 43 58 50 43 46,2 45 43 33 16 2
917431,7 15 14 18 38 29,7 22 36 54 32 1
917431,33 9 38 7 37 49,33 42 20 27 4 53
917431,58 25 35 11 39 41,58 23 58 9 48 29
917431,5 18 33 59 15 42,5 23 56 55 10 52
917431,48 11 27 46 37 3,48 59 26 12 49 52
917431,25 46 55 1 56 19,25 11 6 7 3 22
917431,42 41 59 55 9 54,42 23 22 17 26 20
917431,10 38 28 17 30 28,10 48 16 33 3 31
917431,15 53 24 59 28 38,15 8 32 31 59 37
917431,32 4 22 43 35 27,32 36 58 41 16 43
917431,34 35 47 52 54 57,34 9 56 48 42 39
917431,37 10 57 14 22 55,37 47 44 58 20 15
917431,8 21 43 9 52 34,8 29 12 21 13 47
917431,15 11 31 10 50 9,15 26 57 7 57 6
917431,4 20 57 44 15 32,4 24 21 5 20 52
917431,28 21 45 36 57 16,28 49 34 10 7 23
917431,5 5 45 28 34 52,5 10 55 23 57 49
917431,58 38 14 6 12 1,58 36 50 56 8 9
917431,14 40 36 6 30 0,14 54 30 36 6 6
917431,55 31 38 19 53 4,55 26 4 23 16 20
917431,25 43 7 45 21 7,25 8 15 0 21 28
917431,16 8 57 10 46 16,16 24 21 31 17 33
917431,38 36 41 31 24 39,38 14 55 26 50 29
917431,15 11 21 25 38 25,15 26 47 12 50 15
917431,56 51 10 4 39 54,56 47 57 1 40 34
917431,45 37 47 13 3 24,45 22 9 22 25 49
917431,0 33 7 37 40 56,0 33 40 17 57 53
917431,46 51 26 39 54 36,46 37 3 42 36 12
917431,9 53 31 42 32 46,9 2 33 15 47 33
917431,49 35 55 11 11 5,49 24 19 30 41 46
917431,25 36 51 37 44 54,25 1 52 29 13 7
917431,48 39 48 32 15 19,48 27 15 47 2 21
917431,50 16 6 7 17 54,50 6 12 19 36 30
917431,42 42 29 33 21 25,42 24 53 26 47 12
917431,0 51 9 8 6 57,0 51 0 8 14 11
917431,11 34 41 10 7 55,11 45 26 36 43 38
917431,25 15 44 41 44 44,25 40 24 5 49 33
917431,37 25 47 13 1 16,37 2 49 2 3 19
917431,28 43 15 39 36 39,28 11 26 5 41 20
917431,53 4 3 3 52 12,53 57 0 3 55 7
917431,56 57 41 31 22 12,56 53 34 5 27 39
917431,10 5 51 2 2 55,10 15 6 8 10 5
917431,6 55 10 35 48 51,6 1 11 46 34 25
917431,39 16 5 45 46 59,39 55 0 45 31 30
917431,22 42 0 1 9 29,22 4 4 5 14 43
917431,57 41 45 13 47 53,57 38 23 36 23 16
917431,7 51 27 39 11 16,7 58 25 4 15 31
917431,47 56 15 40 43 17,47 43 58 38 21 38
917431,53 58 5 49 48 10,53 51 56 45 33 43
917431,10 18 28 16 45 49,10 28 56 12 57 46
917431,39 20 16 0 7 1,39 59 15 15 22 23
917431,12 42 37 5 54 35,12 54 31 36 30 5
917431,15 58 29 21 9 48,15 13 42 3 12 0
917431,52 47 35 47 45 1,52 39 14 1 46 47
917431,2 24 5 18 57 23,2 26 31 49 46 9
917431,8 3 6 3 38 28,8 11 17 20 58 26
917431,19 5 48 47 13 1,19 24 12 59 12 13
917431,19 52 1 4 55 28,19 11 12 16 11 39
917431,48 55 10 16 41 51,48 43 53 9 50 41
917431,33 27 41 53 22 26,33 0 41 34 56 22
917431,10 49 31 58 17 35,10 59 30 28 45 20
917431,40 7 22 54 47 0,40 47 9 3 50 50
917431,41 2 25 38 59 5,41 43 8 46 45 50
917431,44 57 23 8 54 35,44 41 4 12 6 41
917431,58 16 39 55 57 2,58 14 53 48 45 47
917431,30 52 9 22 58 39,30 22 31 53 51 30
917431,53 52 49 51 16 35,53 45 34 25 41 16
917431,2 24 31 13 26 52,2 26 57 10 36 28
917431,25 45 8 32 49 10,25 10 18 50 39 49
917431,58 26 44 54 2 3,58 24 8 2 4 7
917431,37 23 9 25 52 24,37 0 9 34 26 50
917431,18 53 36 34 24 0,18 11 47 21 45 45
917431,20 5 22 29 10 1,20 25 47 16 26 27
917431,48 4 54 33 43 38,48 52 46 19 2 40
917431,0 52 36 18 2 45,0 52 28 46 48 33
917431,47 5 53 8 35 39,47 52 45 53 28 7
917431,18 4 22 42 40 24,18 22 44 26 6 30
917431,34 23 58 41 58 42,34 57 55 36 34 16
917431,55 23 26 27 3 46,55 18 44 11 14 0
917431,13 53 58 16 19 52,13 6 4 20 39 31
